taxon,min_age,max_age
t3_1_1,0.0445894882977434,0.0445894882977434
t5_1_1,0.111414600565346,0.111414600565346
t10_1_1,0.045406375306018,0.045406375306018
t7_1_1,0.0720793812328066,0.0720793812328066
t40_1,1.16577024950078,1.16577024950078
t41_1,0.636732307520639,0.636732307520639
t50_1,0.0147020153628751,0.0147020153628751
t63_1,0.471121934746923,0.471121934746923
t65_1,0.34000978996438,0.34000978996438
t65_2,0.349825759170448,0.349825759170448
t73_1,0.189582700938582,0.189582700938582
t76_1,0.250719729630746,0.250719729630746
t76_2,0.182477850211457,0.182477850211457
t11_1_1, 0, 0 
t12_1_1, 0, 0 
t12_1_2, 0, 0 
t14_1_1, 0, 0 
t14_2_1, 0, 0 
t14_2_2, 0, 0 
t15_1_1, 0, 0 
t19_1_1, 0, 0 
t1_1_1, 0, 0 
t20_1_1, 0, 0 
t21_1_1, 0, 0 
t21_2_1, 0, 0 
t21_2_2, 0, 0 
t25_1_1, 0, 0 
t26_1_1, 0, 0 
t26_2_1,0,0
t27_1_1, 0, 0 
t28_1_1, 0, 0 
t30_1_1, 0, 0 
t33_1_1, 0, 0 
t34_1_1, 0, 0 
t34_1_2, 0, 0 
t34_1_3, 0, 0 
t35_1_1, 0, 0 
t36_1_1, 0, 0 
t37_1_1, 0, 0 
t38_1_1, 0, 0 
t39_1_1, 0, 0 
t39_1_2, 0, 0 
t3_1_2, 0, 0 
t41_1_1, 0, 0 
t41_2_1, 0, 0 
t42_1_1, 0, 0 
t43_1_1, 0, 0 
t44_1_1, 0, 0 
t45_1_1, 0, 0 
t56_1_1, 0, 0 
t62_1_1, 0, 0 
t63_1_1, 0, 0 
t7_2_1, 0, 0 
t84_1_1,0,0
t9_1_1,0,0
