Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	turnover
2740	-7551.267	-7182.026	-369.2411	2.235818	0.2395872	0.658676	0.1548693	20	4.547286	0.2963714	0.319888	0.677956	1.07491	1.92725	0.8135453	1.61992	0.212414	0.114314	1.09907	1.05102	0.422142	1.55334	0.332092	0.746587	0.864838	0.647236	0.506064	1.41275	1.72117	2.35345e-05	0.75303	1.23987	0.685594	1.42183	1.28186	0.448463	0.0811535	0.129898	1.3465	0.1903635
2750	-7539.395	-7171.018	-368.3769	2.173299	0.2291418	0.7734725	0.09711065	20	4.248323	0.3240738	0.313119	0.672261	1.07378	1.94084	0.8705831	1.61992	0.299561	0.0145002	1.09907	1.15974	0.422142	1.45214	0.332092	0.746587	0.864838	0.664636	0.574614	1.41275	1.72117	2.35345e-05	0.733514	1.23987	0.685594	1.42183	1.28186	0.448463	0.0811535	0.129898	1.3465	0.1115467
2760	-7538.386	-7170.5	-367.8866	2.407403	0.227157	1.057943	0.07829531	20	3.772356	0.4444314	0.337498	0.692352	1.0775	1.89265	1.136238	1.33295	0.0985295	0.0145002	1.29373	1.15974	0.597762	1.45214	0.289979	0.746587	0.865065	0.426414	0.652229	1.52127	1.69812	2.35345e-05	0.733514	1.23987	0.685594	1.42183	1.28186	0.448463	0.0811535	0.129898	1.40393	0.06890748
2770	-7545.836	-7178.099	-367.7372	2.583022	0.2354889	0.756624	0.131823	20	4.976839	0.4225987	0.354189	0.705471	1.07951	1.86083	0.888447	1.57229	0.0985295	0.0145002	1.29373	1.15974	0.597762	1.47348	0.289979	0.746587	0.865065	0.426414	0.602455	1.50356	1.69812	2.35345e-05	0.578185	1.23987	0.685594	1.42183	1.28186	0.507772	0.0746931	0.0759893	1.40393	0.1483747
2780	-7550.023	-7179.791	-370.2327	2.760422	0.2223857	0.5954029	0.2825216	20	4.527355	0.2678991	0.369834	0.717337	1.08105	1.83178	0.8779245	1.57229	0.238363	0.0145002	1.29373	1.07084	0.597762	1.47348	0.2594	0.66294	0.865065	0.645089	0.585573	1.50356	1.69812	2.35345e-05	0.578185	1.23987	0.685594	1.45534	1.25703	0.377328	0.0746931	0.0759893	1.40393	0.3218063
2790	-7551.882	-7177.153	-374.7288	2.201751	0.2390028	0.6430862	0.4104943	19	4.419815	0.2245412	0.316224	0.674885	1.07431	1.93459	1.053581	1.57229	0.116607	0.0145002	1.29373	1.07084	0.597762	1.47348	0.2594	0.66294	0.865065	0.645089	0.585573	1.50356	1.69812	2.35345e-05	0.998574	1.23987	0.691887	1.45534	1.38004	0.377328	0.0746931	0.0564978	1.52905	0.3896184
2800	-7549.674	-7176.824	-372.8497	2.630148	0.2185755	0.7381496	0.214986	19	4.967481	0.3648432	0.358458	0.70875	1.07996	1.85283	0.9531357	1.57229	0.200662	0.0145002	1.20595	0.938052	0.649092	1.45886	0.260284	0.83475	0.865065	0.657105	0.389831	1.50356	1.69812	2.35345e-05	0.998574	1.23987	0.691887	1.42634	1.38004	0.377328	0.0740484	0.0564978	1.57734	0.2255566
2810	-7554.051	-7179.992	-374.0591	2.225332	0.210992	0.6518633	0.09498024	19	4.597192	0.2754152	0.318766	0.677018	1.07473	1.92949	0.7468436	1.57229	0.200662	0.0145002	1.20595	0.938052	0.649092	1.45886	0.535995	0.886594	0.865065	0.657105	0.382009	1.50356	1.86724	2.35345e-05	0.833211	1.23987	0.691887	1.59717	1.38004	0.451964	0.0740484	0.0564978	1.46773	0.1271755
2820	-7540.303	-7168.019	-372.2836	2.76208	0.2308662	0.9249638	0.1494639	20	4.948099	0.3348222	0.369975	0.717442	1.08106	1.83152	1.074428	1.57229	0.126452	0.0145002	1.20595	1.05449	0.649092	1.4657	0.535995	0.886594	0.865065	0.657105	0.576499	1.50356	1.87637	2.35345e-05	0.833211	1.23987	0.691887	1.47382	1.13075	0.272369	0.100752	0.163471	1.46773	0.1391102
2830	-7544.358	-7169.54	-374.8178	1.99392	0.2205051	0.569869	0.3118671	18	4.696103	0.2370146	0.292548	0.654366	1.06984	1.98325	0.8817361	1.5399	0.126452	0.053577	1.03289	1.00234	0.45586	1.38385	0.535995	0.886594	0.852971	0.477708	0.576499	1.50356	1.82136	2.35345e-05	0.833211	1.23987	0.691887	1.47382	1.20458	0.444204	0.083784	0.163471	1.46773	0.3536966
2840	-7552.138	-7182.337	-369.8009	2.984813	0.2238902	0.8957562	0.235006	20	4.068171	0.3292689	0.388084	0.730684	1.08244	1.79879	1.130762	1.6475	0.126452	0.053577	1.03289	1.00234	0.45586	1.38184	0.535995	0.886594	0.852971	0.477708	0.734664	1.2823	1.82136	2.35345e-05	0.900711	1.22893	0.691887	1.47382	1.20458	0.444204	0.0825736	0.163471	1.46773	0.2078298
2850	-7552.264	-7178.067	-374.1979	2.556164	0.2202106	0.9528778	0.3158574	19	4.527229	0.3337401	0.351718	0.70356	1.07924	1.86548	1.268735	1.6475	0.123263	0.053577	1.28198	1.09627	0.241233	1.34244	0.535995	0.886594	0.852971	0.477708	0.748798	1.47654	1.82136	2.35345e-05	0.900711	1.22893	0.691887	1.47382	1.20458	0.27111	0.0825736	0.163471	1.51383	0.2489545
2860	-7545.345	-7173.026	-372.3192	2.56447	0.2338339	1.003895	0.1505358	19	3.986863	0.2858161	0.352485	0.704154	1.07932	1.86404	1.154431	1.6475	0.164749	0.053577	1.33918	1.09627	0.241233	1.38579	0.570574	0.69943	0.852971	0.50812	0.554809	1.37436	1.82136	2.35345e-05	0.900711	1.22148	0.691887	1.47382	1.20458	0.27111	0.0825736	0.148901	1.51383	0.1303982
2870	-7550.89	-7178.534	-372.3558	2.630981	0.2289828	0.8767962	0.285695	18	4.091701	0.248902	0.358533	0.708807	1.07997	1.85269	1.162491	1.51145	0.132454	0.053577	1.33918	1.09627	0.288999	1.39945	0.570574	0.813107	0.852971	0.50812	0.489189	1.37436	1.82136	2.35345e-05	0.921264	1.22148	0.691887	1.47382	1.20458	0.396305	0.0897814	0.148901	1.4928	0.245761
2880	-7544.007	-7170.283	-373.7245	2.156048	0.2189757	0.9507727	0.2117185	18	4.066096	0.3783857	0.311217	0.670644	1.07345	1.94469	1.162491	1.59054	0.22356	0.053577	0.784402	1.05804	0.288999	1.43193	0.542717	0.8403	0.852971	0.499346	0.555442	1.37436	1.94196	2.35345e-05	0.921264	1.22148	0.70946	1.53935	1.20458	0.282915	0.114623	0.116876	1.4928	0.1821248
2890	-7557.236	-7180.23	-377.0066	2.047423	0.1958971	0.5215741	0.4146466	19	4.993234	0.3099202	0.298871	0.659964	1.07113	1.97003	0.9362207	1.59054	0.0830559	0.053577	0.784402	1.05804	0.288999	1.43193	0.528685	0.802401	0.852971	0.571932	0.555442	1.37436	1.94196	2.35345e-05	0.921264	1.22148	0.70946	1.53935	1.20458	0.282915	0.0878468	0.116876	1.4928	0.4428941
2900	-7550.898	-7175.107	-375.7906	2.123764	0.2206604	0.6667338	0.2224278	18	4.828229	0.2462045	0.307614	0.667561	1.0728	1.95203	0.8891617	1.37632	0.19237	0.053577	0.784402	1.05804	0.795588	1.4483	0.310674	0.80335	0.852971	0.408313	0.555442	1.37436	1.94196	2.35345e-05	0.921264	1.20958	0.769729	1.53935	1.18855	0.341157	0.0878468	0.116876	1.41998	0.2501546
2910	-7564.151	-7184.406	-379.7457	2.460587	0.1933894	0.5119456	0.4843554	17	4.68195	0.2472139	0.342688	0.696484	1.07817	1.88266	0.996301	1.36156	0.19237	0.0688999	0.9424	1.05804	0.815079	1.3767	0.310674	0.80335	0.882953	0.408313	0.555442	1.49813	1.94196	2.35345e-05	0.921264	1.20958	0.769729	1.49637	1.18855	0.338433	0.118595	0.116876	1.41998	0.4861537
2920	-7556.426	-7174.706	-381.7196	2.405504	0.2111446	0.6150579	0.4081015	17	4.599321	0.4133874	0.337311	0.692202	1.07747	1.89302	1.023159	1.43956	0.174219	0.0379414	0.9424	1.02179	0.513867	1.39828	0.286195	0.80335	0.788104	0.405209	0.555442	1.49813	1.94196	2.35345e-05	0.752462	1.20958	0.789649	1.49637	1.18855	0.334192	0.0826697	0.116876	1.41998	0.3988641
2930	-7558.483	-7173.557	-384.9263	2.122367	0.2374512	0.3638794	0.4518523	17	4.951132	0.316202	0.307457	0.667425	1.07277	1.95235	0.8157318	1.35575	0.178941	0.0379414	0.9424	1.02179	0.513867	1.38078	0.257083	0.80335	0.70692	0.405209	0.561353	1.74592	2.11136	2.35345e-05	0.752462	1.20958	0.789649	1.46173	1.18855	0.296441	0.11889	0.110852	1.41998	0.5539227
2940	-7559.598	-7181.902	-377.6961	2.27591	0.2000016	0.6350744	0.1668585	18	4.148563	0.2723016	0.324126	0.681475	1.07558	1.91882	0.8019329	1.25143	0.0953721	0.0379414	0.9424	1.02179	1.09207	1.53637	0.27615	0.90378	0.70692	0.46912	0.767707	1.74592	2.11136	2.35345e-05	0.752462	1.24216	0.793398	1.46173	1.18855	0.296441	0.120055	0.0368863	1.41998	0.2080705
2950	-7559.01	-7177.674	-381.3365	2.67291	0.2104512	0.9235908	0.06942857	18	3.947459	0.2778106	0.36226	0.711643	1.08034	1.84575	0.9930194	1.25143	0.128506	0.0594244	1.05204	1.02179	0.836618	1.39491	0.412059	0.896582	0.70692	0.46912	0.810745	1.74592	2.11136	2.35345e-05	0.752462	1.24216	0.762522	1.46173	1.27129	0.278268	0.113045	0.0368863	1.41998	0.06991664
2960	-7560.411	-7184.266	-376.1453	2.529878	0.2044441	0.877122	0.2198538	19	4.517462	0.262982	0.349271	0.701657	1.07896	1.87011	1.096976	1.46109	0.29278	0.0594244	0.910769	1.02179	1.67628	1.4158	0.290775	0.896582	0.70692	0.46912	0.810745	1.74592	2.11136	2.35345e-05	0.752462	1.24216	0.762522	1.46173	1.27129	0.278268	0.0805342	0.0368863	1.41998	0.2004181
2970	-7562.884	-7188.21	-374.6736	2.77843	0.2149765	0.9306986	0.1890023	20	4.789404	0.3270483	0.37136	0.718472	1.08118	1.82899	1.119701	1.46109	0.258679	0.0594244	1.1033	1.02179	1.67628	1.4158	0.290775	0.896582	1.00445	0.500116	0.810745	1.74592	1.82849	2.35345e-05	0.900072	1.24216	0.762522	1.46173	1.27129	0.278268	0.0606351	0.0916922	1.41998	0.1687971
2980	-7569.972	-7189.897	-380.0749	2.563463	0.2030135	1.088118	0.1536132	21	4.735914	0.3376676	0.352392	0.704082	1.07931	1.86421	1.241731	1.48227	0.258679	0.0594244	1.24459	1.02179	1.67628	1.41282	0.290775	0.896582	1.00445	0.500116	0.810745	1.74592	1.94521	2.35345e-05	0.900072	1.24216	0.804707	1.39425	1.27129	0.313737	0.0606351	0.0916922	1.41998	0.1237089
2990	-7565.023	-7185.963	-379.0595	1.867005	0.2053238	0.5758397	0.4571108	21	4.900721	0.2485812	0.276865	0.640083	1.06628	2.01678	1.032951	1.51226	0.107751	0.0594244	1.24459	1.13658	1.67628	1.42764	0.438012	0.896582	1.20025	0.500116	0.810745	1.74592	1.80913	2.35345e-05	0.900072	1.24216	0.80152	1.39425	1.27129	0.428216	0.113598	0.04676	1.45176	0.4425292
3000	-7567.685	-7189.686	-377.9996	2.073907	0.1969545	0.6402087	0.3362936	19	4.744702	0.2819157	0.30194	0.66265	1.07173	1.96368	0.9765023	1.61571	0.114208	0.107634	1.41467	1.13658	1.22359	1.42764	0.306748	0.896582	1.20025	0.369611	0.593437	1.67437	1.70439	2.35345e-05	0.900072	1.24216	0.80152	1.40231	1.27129	0.428216	0.113598	0.143912	1.45176	0.3443858
3010	-7560.422	-7184.33	-376.0917	2.404152	0.2097513	0.6017571	0.3323921	19	4.319377	0.3166329	0.337177	0.692095	1.07745	1.89328	0.9341493	1.61571	0.350852	0.107634	0.984491	1.13658	0.835493	1.40325	0.306748	1.0408	1.20025	0.477468	0.748481	1.75522	1.81756	2.35345e-05	0.900072	1.24216	0.895979	1.4129	1.27129	0.262632	0.137004	0.192198	1.45176	0.3558234
3020	-7561.137	-7182.767	-378.3694	2.355083	0.2182855	0.513512	0.2129893	19	4.783556	0.2551396	0.332272	0.688141	1.07678	1.90281	0.7265013	1.59529	0.352705	0.107634	0.984491	1.13658	0.835493	1.51087	0.495468	1.0408	1.20025	0.431373	0.850034	1.75522	1.81756	2.35345e-05	0.881773	1.24216	0.895979	1.4129	1.27129	0.249702	0.152356	0.192198	1.45176	0.2931712
3030	-7563.387	-7188.424	-374.9633	2.505292	0.2080624	0.5785039	0.2943594	19	4.882136	0.250634	0.346958	0.699848	1.07869	1.87451	0.8728633	1.57679	0.352705	0.107634	0.984491	1.13658	0.65301	1.47972	0.495468	1.0408	1.20025	0.431373	0.688197	1.75522	1.83236	2.35345e-05	0.881773	1.24216	0.868666	1.46885	1.27129	0.386559	0.193152	0.192198	1.47672	0.3372342
3040	-7559.335	-7171.764	-387.5711	2.306765	0.2022392	0.9011245	0.3207861	17	4.807965	0.2469238	0.327336	0.684116	1.07606	1.91249	1.221911	1.86515	0.352705	0.107634	0.889286	1.13658	0.175341	1.47177	0.495468	0.867759	1.20025	0.431373	0.914154	1.64582	1.72625	0.156023	0.881773	1.24216	0.924679	1.4734	1.27129	0.452155	0.122859	0.145388	1.47672	0.2625283
3050	-7560.092	-7177.682	-382.4095	2.079742	0.1852313	0.7053277	0.2630715	19	4.814671	0.2262306	0.302611	0.663234	1.07186	1.96229	0.9683991	1.86515	0.0939129	0.107634	0.990036	1.13658	0.175341	1.47177	0.438352	0.867759	1.20025	0.431373	0.914154	1.64582	1.48812	0.156023	0.881773	1.24216	0.896393	1.4734	1.27129	0.452155	0.15114	0.237018	1.47672	0.271656
3060	-7563.187	-7181.978	-381.2088	2.413561	0.2078708	0.5041106	0.1292963	19	4.711767	0.3632084	0.338105	0.692838	1.07758	1.89148	0.6334069	1.26624	0.0939129	0.0981867	0.990036	1.13658	0.961757	1.51604	0.353469	0.867759	1.20025	0.393544	0.743897	1.60393	1.48812	0.218336	0.992282	1.24216	0.896393	1.58029	1.27129	0.452155	0.102277	0.237018	1.47672	0.2041283
3070	-7560.47	-7179.155	-381.315	1.90831	0.2093308	0.9781683	0.105913	19	4.904751	0.3222981	0.282078	0.644895	1.06752	2.00551	1.084081	1.81673	0.159599	0.0981867	1.09898	1.18585	0.82979	1.51604	0.353469	0.867759	1.20025	0.602644	0.713849	1.56342	1.48812	0.218336	0.841931	1.24216	0.896393	1.58029	1.27129	0.317293	0.104325	0.0780561	1.40186	0.09769842
3080	-7558.494	-7178.165	-380.3288	2.511105	0.2109832	0.7125855	0.3669395	18	4.888076	0.2308065	0.347507	0.700278	1.07875	1.87346	1.079525	1.45905	0.081022	0.0981867	1.01161	1.18585	0.68323	1.55622	0.353469	1.01836	1.20125	0.263191	0.713849	1.56342	1.48812	0.196547	0.92074	1.24216	0.896393	1.58029	1.27129	0.41433	0.104325	0.0780561	1.40186	0.3399083
3090	-7558.2	-7179.988	-378.212	2.41919	0.1952992	0.706384	0.4263267	19	4.61381	0.3355032	0.338659	0.69328	1.07765	1.89041	1.132711	1.45905	0.221579	0.0981867	1.01161	1.18585	0.575833	1.55622	0.274002	0.855946	1.20125	0.263191	0.602099	1.56342	1.48812	0.171693	0.92074	1.24216	0.896393	1.57924	1.27129	0.378237	0.12418	0.26764	1.40186	0.3763774
3100	-7548.332	-7169.577	-378.7553	2.1818	0.2173212	0.9248511	0.31355	18	4.218396	0.3438764	0.314051	0.673051	1.07394	1.93896	1.238401	1.27118	0.242958	0.0577379	1.22344	1.18585	0.490193	1.464	0.404036	0.855946	1.20125	0.692677	0.602099	1.56342	1.48812	0.171693	0.92074	1.24216	0.896393	1.57924	1.27129	0.378237	0.12418	0.127636	1.40186	0.2531894
3110	-7556.054	-7177.975	-378.0787	2.378827	0.2141947	0.5724517	0.2859336	19	4.581532	0.2261676	0.334659	0.69007	1.07711	1.89816	0.8583853	1.5609	0.279597	0.0577379	1.22344	1.10287	0.490193	1.464	0.39719	0.933849	1.17411	0.692677	0.696176	1.56342	1.48812	0.171693	0.92074	1.24216	0.896393	1.47996	1.34752	0.378237	0.12418	0.217468	1.40186	0.3331063
3120	-7573.877	-7189.152	-384.7249	3.311876	0.2011145	0.6391544	0.2192309	18	4.83737	0.2267801	0.412037	0.747454	1.08368	1.75683	0.8583853	1.5609	0.279597	0.0577379	1.22344	1.10287	0.490193	1.50644	0.592371	0.745579	1.17411	0.677317	0.696176	1.57478	1.41925	0.171693	0.813065	1.24216	0.896393	1.47996	1.34752	0.258326	0.0956484	0.365788	1.40186	0.2553991
3130	-7560.957	-7179.015	-381.942	2.49472	0.2119763	0.6894232	0.3339464	18	4.966112	0.2518751	0.345955	0.699061	1.07857	1.87642	1.02337	1.5609	0.0921174	0.0577379	1.22344	1.10287	0.490193	1.59991	0.624447	0.745579	1.17411	0.553784	0.785493	1.62577	1.41925	0.355673	0.90552	1.24216	0.930133	1.63727	1.34752	0.413729	0.0956484	0.259494	1.42693	0.3263204
3140	-7571.314	-7189.684	-381.63	2.267507	0.2023435	0.5751394	0.2416956	19	4.530028	0.2917634	0.323244	0.680746	1.07544	1.92057	0.816835	1.5609	0.174425	0.0577379	1.22344	1.10287	0.227118	1.59991	0.52458	0.745579	1.17411	0.553784	0.539632	1.62577	1.41925	0.36803	0.90552	1.24216	0.930133	1.63727	1.38193	0.428007	0.0956484	0.259494	1.42693	0.2958928
3150	-7558.334	-7175.238	-383.0965	2.493054	0.2125067	0.6743397	0.1795879	19	4.985589	0.2295962	0.345797	0.698937	1.07855	1.87672	0.8539276	1.5609	0.210135	0.0577379	1.22344	1.13746	0.227118	1.59991	0.349972	1.02169	1.17411	0.794836	0.539632	1.62577	1.72572	0.36803	1.01926	1.24216	0.930133	1.52573	1.38193	0.296147	0.0956484	0.259494	1.42693	0.2103081
3160	-7554.974	-7176.167	-378.8067	2.459669	0.228483	0.6842539	0.2625235	19	4.415771	0.314758	0.342599	0.696414	1.07815	1.88283	0.9467773	1.57114	0.0731206	0.0577379	1.29531	1.13746	0.227118	1.59991	0.357162	1.02169	1.17411	0.794836	0.539632	1.70568	1.75867	0.36803	0.96703	1.24636	0.832543	1.52573	1.41202	0.283793	0.0956484	0.259494	1.42693	0.2772811
3170	-7561.394	-7172.241	-389.1539	2.354376	0.1948902	0.5290024	0.2515628	17	4.0535	0.275022	0.332201	0.688083	1.07677	1.90295	0.7805652	1.57114	0.110252	0.0577379	1.10196	1.13746	0.162795	1.63786	0.302379	0.819028	1.17411	0.641554	0.539632	1.76057	1.8399	0.0504904	0.960508	1.24636	0.832543	1.56287	1.41202	0.283793	0.0956484	0.0482125	1.42693	0.3222829
3180	-7569.628	-7185.568	-384.06	2.64449	0.2038302	0.7927329	0.170657	18	4.606428	0.3416519	0.359741	0.709728	1.08009	1.85044	0.9633899	1.8629	0.0652272	0.0577379	1.04579	1.13746	0.162795	1.63786	0.536633	0.819028	1.17411	0.312192	0.539632	1.76057	1.8399	0.253248	0.991295	1.24636	0.827689	1.64613	1.33053	0.218713	0.0646954	0.0482125	1.42693	0.1771422
3190	-7573.37	-7190.69	-382.6799	2.499369	0.1994875	0.683324	0.2551749	19	4.333716	0.4148468	0.346397	0.699408	1.07862	1.87557	0.9384989	1.7945	0.106796	0.0577379	1.04579	1.13746	0.183414	1.63786	0.325984	0.819028	1.17411	0.312192	0.539632	1.76057	1.78154	0.0864549	0.991295	1.24636	0.90769	1.4027	1.33053	0.224506	0.114403	0.0482125	1.42693	0.2718969
3200	-7554.211	-7176.469	-377.7417	2.318704	0.2194103	0.7712433	0.1221693	20	4.282054	0.274738	0.328565	0.685123	1.07624	1.91007	0.8934126	1.7945	0.209394	0.0577379	1.04579	1.13746	0.396543	1.63786	0.370123	0.819028	1.17411	0.723956	0.554845	1.66638	1.78154	0.0864549	0.690194	1.24636	0.867934	1.4027	1.33053	0.224506	0.11059	0.259335	1.42693	0.1367445
3210	-7554.911	-7173.427	-381.4842	2.397204	0.2091856	0.8926531	0.0633433	20	4.877968	0.3115126	0.336489	0.691543	1.07736	1.89461	0.9559964	1.92725	0.20792	0.0949485	1.04579	1.14137	0.396543	1.63786	0.467928	0.819028	1.17411	0.63229	0.697132	1.66638	1.78154	0.0864549	0.809211	1.24636	0.867934	1.4027	1.33053	0.308336	0.11059	0.120854	1.42693	0.06625893
3220	-7555.521	-7177.202	-378.3195	2.566264	0.2149317	0.7581545	0.2496772	20	4.607871	0.2951702	0.35265	0.704282	1.07934	1.86373	1.007832	1.67511	0.20792	0.0949485	1.07185	1.04918	0.31719	1.63097	0.418271	0.819028	1.17411	0.514283	0.497501	1.66638	1.76574	0.0864549	0.809211	1.24251	0.934821	1.38707	1.43679	0.407177	0.107117	0.120854	1.36481	0.247737
3230	-7551.612	-7169.098	-382.5142	2.660811	0.2105138	0.7465426	0.2612891	19	4.959942	0.3116386	0.361191	0.710832	1.08024	1.84774	1.007832	1.67511	0.20792	0.0949485	1.21585	1.04918	0.124379	1.66047	0.341348	1.00903	1.17411	0.514283	0.669118	1.69552	1.76574	0.0864549	0.809211	1.24251	0.846191	1.38707	1.43679	0.374995	0.0668842	0.120854	1.38098	0.2592587
3240	-7554.646	-7174.847	-379.7994	2.595293	0.2162379	0.7052596	0.262178	20	4.329679	0.2868706	0.355309	0.706334	1.07963	1.85872	0.9674376	1.61365	0.203105	0.0949485	1.21585	1.04918	0.240571	1.65379	0.410424	1.00903	1.17411	0.514283	0.669118	1.69552	1.76574	0.0864549	0.809211	1.24251	0.846191	1.37509	1.43679	0.511865	0.0837887	0.132049	1.38098	0.2710025
3250	-7552.266	-7174.964	-377.3018	2.310255	0.2031719	0.8994861	0.1362539	21	4.203006	0.3113158	0.327696	0.684412	1.07612	1.91178	1.03574	1.61365	0.282866	0.0949485	1.73509	1.11903	0.240571	1.65889	0.410424	1.00903	1.17411	0.414703	0.585716	1.69552	1.76574	0.0864549	0.809211	1.22654	0.846191	1.37509	1.43679	0.368519	0.0919139	0.132049	1.39266	0.1315523
3260	-7557.424	-7179.869	-377.5545	2.8753	0.2112549	0.77142	0.226804	20	4.509022	0.2861047	0.379379	0.724381	1.08183	1.81441	0.9982239	1.56173	0.282866	0.0779054	1.61501	1.07444	0.503465	1.67631	0.338761	1.00903	1.17411	0.414703	0.585716	1.66128	1.76574	0.0864549	0.865264	1.22654	0.846191	1.41764	1.43679	0.368519	0.0919139	0.132049	1.39266	0.2272075
3270	-7557.865	-7178.461	-379.4038	2.432189	0.2157189	0.7141318	0.3334349	19	4.565511	0.3033827	0.339932	0.694296	1.07781	1.88796	1.047567	1.56173	0.282866	0.0779054	1.70881	1.07444	0.58063	1.5986	0.332144	1.00903	1.17411	0.354011	0.554187	1.66128	1.6523	0.0270036	0.794544	1.22654	0.846191	1.50607	1.43679	0.368519	0.0919139	0.271995	1.39266	0.3182947
3280	-7564.237	-7181.556	-382.6808	2.064165	0.2173814	0.6070048	0.2724848	18	4.902824	0.2559838	0.300816	0.661668	1.07152	1.966	0.8794896	1.56173	0.112751	0.0779054	1.70881	1.07444	0.338516	1.60504	0.456602	1.00903	1.17411	0.494205	0.5323	1.66128	1.6523	0.0270036	0.905497	1.22654	0.836976	1.50607	1.43679	0.368519	0.0602514	0.271995	1.39266	0.3098215
3290	-7560.529	-7181.136	-379.3928	2.526582	0.2134731	0.5421254	0.1952106	19	4.915217	0.2459303	0.348962	0.701416	1.07892	1.8707	0.737336	1.41368	0.182742	0.0779054	1.70881	0.914593	0.486842	1.60504	0.389228	1.00903	1.17411	0.629463	0.5323	1.57341	1.51916	0.297604	0.880873	1.22654	0.836976	1.47751	1.43679	0.541446	0.0728381	0.271995	1.39266	0.2647512
3300	-7568.101	-7190.296	-377.8049	1.951801	0.2290637	0.519111	0.2917667	18	4.540028	0.3173037	0.287452	0.649788	1.06874	1.99402	0.8108778	1.43122	0.155859	0.0779054	1.70881	0.914593	0.582696	1.60504	0.366394	1.06685	1.17411	0.629463	0.642491	1.57341	1.66254	0.111295	0.880873	1.22654	0.836976	1.47751	1.42035	0.596607	0.113343	0.271995	1.39266	0.3598159
3310	-7564.491	-7180.02	-384.471	2.768144	0.2036246	0.6958043	0.3331311	16	4.228519	0.3419037	0.37049	0.717825	1.0811	1.83058	1.028935	1.43122	0.221431	0.0779054	1.0361	0.914593	0.243911	1.60504	0.366394	0.895601	1.17411	0.669367	0.49569	1.57341	1.66254	0.111295	0.880873	1.22654	0.874865	1.42549	1.42035	0.376183	0.145244	0.104041	1.39266	0.3237629
3320	-7552.379	-7169.662	-382.7171	2.289823	0.2158076	0.711111	0.2927431	18	4.695883	0.3259891	0.325579	0.682673	1.0758	1.91595	1.003854	1.81921	0.111462	0.0779054	1.0361	0.914593	0.614239	1.60504	0.300942	0.895601	1.17411	0.540111	0.545513	1.60601	1.66254	0.111295	0.880873	1.22654	0.874865	1.42549	1.36642	0.376183	0.136196	0.104041	1.39266	0.2916191
3330	-7563.825	-7181.422	-382.4025	2.985316	0.2133146	0.5922094	0.3499512	18	4.713446	0.2657774	0.388123	0.730712	1.08244	1.79872	0.9421607	1.87853	0.202815	0.0779054	1.0361	0.914593	0.614239	1.66966	0.300942	1.13789	1.17411	0.540111	0.640775	1.6609	1.66254	0.249255	0.880873	1.22654	0.874865	1.42549	1.36642	0.376183	0.146365	0.0698752	1.39266	0.3714348
3340	-7573.474	-7193.867	-379.6075	2.644166	0.2096578	0.7122288	0.1962144	18	4.857074	0.3211799	0.359712	0.709706	1.08009	1.85049	0.9084432	2.02951	0.25877	0.0779054	1.22183	0.850787	0.614239	1.60317	0.415597	1.13789	1.18519	0.540111	0.640775	1.7657	1.71078	0.241649	0.880873	1.22654	0.837377	1.42549	1.36642	0.376183	0.13758	0.189226	1.39266	0.2159897
3350	-7566.82	-7185.84	-380.9809	2.440582	0.2127028	0.6492734	0.3177585	18	4.157453	0.3029154	0.34075	0.694947	1.07792	1.88638	0.9670318	2.02951	0.264956	0.0779054	1.27238	0.850787	0.293526	1.60317	0.415597	1.13789	1.21111	0.540111	0.679166	1.7657	1.71078	0.241649	0.880873	1.22654	0.837377	1.42549	1.36642	0.330744	0.138779	0.196878	1.4679	0.3285915
3360	-7576.388	-7188.508	-387.8801	2.760637	0.2086474	0.688807	0.1989538	18	4.378227	0.2935445	0.369853	0.71735	1.08105	1.83175	0.8877607	1.92137	0.174658	0.0779054	1.27238	0.850787	0.293526	1.60317	0.415597	1.13789	1.21111	0.540111	0.742541	1.7657	1.71078	0.0416279	0.880873	1.22654	0.969512	1.36309	1.36642	0.330744	0.135839	0.169903	1.4679	0.2241074
3370	-7575.208	-7185.017	-390.1904	2.260152	0.1887346	0.7203624	0.4082543	18	4.731444	0.1920117	0.32247	0.680104	1.07532	1.92211	1.128617	1.92137	0.385799	0.0779054	1.27238	1.10038	0.477024	1.56518	0.415597	1.13789	1.21111	0.540111	0.742541	1.80185	1.73313	0.0727185	0.880873	1.2361	0.912011	1.42329	1.36642	0.330744	0.153592	0.169903	1.48928	0.3617298
3380	-7559.536	-7170.571	-388.9655	2.06148	0.1813401	0.7138174	0.2692153	18	4.95504	0.3471753	0.300505	0.661396	1.07145	1.96664	0.9830327	1.92137	0.385799	0.0779054	1.27238	1.10038	0.644089	1.67585	0.415597	1.13789	1.21111	0.51266	0.742541	1.80185	1.73313	0.143515	0.880873	1.2361	0.912011	1.49646	1.36642	0.502279	0.170223	0.0384489	1.48928	0.273862
