Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	turnover
15580	-7477.195	-7099.528	-377.6662	2.275931	0.175516	0.8339435	0.1419598	21	4.657506	0.3316984	0.324129	0.681477	1.07558	1.91882	0.9759033	1.61764	0.196492	0.0649123	1.61427	1.73668	0.0902096	2.03888	0.589956	1.17755	5.91887e-06	0.784357	0.925637	1.91069	2.03281	2.13448	1.10695	1.93221	0.228319	2.35388	1.65696	0.211209	0.103408	0.936138	0.213503	0.145465
15590	-7476.719	-7094.198	-382.5208	2.396824	0.1834895	0.5229055	0.2020629	21	4.848871	0.2559097	0.336451	0.691512	1.07736	1.89468	0.7249684	1.61764	0.374856	0.0649123	1.9922	1.73668	0.0902096	1.98593	0.589956	1.17755	5.91887e-06	0.784357	1.02337	1.85434	2.07812	1.99245	1.22503	1.91781	0.324883	2.15829	1.65696	0.211209	0.108764	0.936138	0.213503	0.2787196
15600	-7472.04	-7086.125	-385.9154	2.323406	0.1716936	0.6611248	0.1411458	20	4.865171	0.2546766	0.329048	0.685518	1.07632	1.90912	0.8022706	1.96787	0.374856	0.0649123	1.9922	1.73668	0.0753578	1.97876	0.589956	1.17755	5.91887e-06	0.784357	0.707797	1.75778	2.07812	1.99245	1.22503	1.95821	0.299981	2.44974	1.75228	0.211209	0.11815	0.936138	0.213503	0.1759329
15610	-7466.529	-7082.679	-383.8498	2.541802	0.1805852	0.7496411	0.108339	20	4.723042	0.3629565	0.350384	0.702524	1.07909	1.868	0.85798	1.96787	0.374856	0.0649123	1.9922	1.73668	0.0753578	1.89315	0.663341	1.17755	5.91887e-06	0.784357	0.74986	1.84574	2.04348	1.99245	1.22503	1.99145	0.299981	2.33794	1.75228	0.0556437	0.152983	0.936138	0.213503	0.1262721
15620	-7464.671	-7083.063	-381.6078	2.774362	0.167715	0.6119255	0.1192042	21	4.861733	0.2816354	0.371016	0.718217	1.08115	1.82962	0.7311296	1.96787	0.308688	0.0649123	1.9922	1.73668	0.0753578	1.89315	0.663341	1.17755	5.91887e-06	0.739491	0.74986	1.82909	2.04348	1.39577	1.22503	1.96325	0.299981	2.35273	1.75228	0.0556437	0.152983	0.936138	0.213503	0.1630411
15630	-7470.988	-7091.361	-379.6269	2.453429	0.1869501	0.720195	0.2301153	20	4.67101	0.270022	0.341996	0.695936	1.07808	1.88399	0.9503103	2.00129	0.302914	0.0649123	2.49161	1.70358	0.329828	2.09018	0.663341	1.51794	5.91887e-06	0.743169	0.74986	1.82909	2.06486	2.32865	1.22503	1.96325	0.299981	2.35273	1.75228	0.0556437	0.129403	0.936138	0.249115	0.2421476
15640	-7471.071	-7088.291	-382.7797	2.064989	0.1826664	0.4432466	0.2372324	21	4.763988	0.2980741	0.300911	0.661751	1.07153	1.9658	0.680479	2.00129	0.119641	0.0649123	2.30442	1.70358	0.373794	2.07682	0.661539	1.51794	5.91887e-06	0.743169	0.728441	1.81318	2.24737	2.32865	1.23092	1.96325	0.299981	2.28021	1.75228	0.0556437	0.129403	0.936138	0.249115	0.3486256
15650	-7471.03	-7086.018	-385.0117	2.315643	0.1677456	0.5416277	0.2245225	20	4.957257	0.2677177	0.328251	0.684866	1.0762	1.91068	0.7661502	2.00129	0.10343	0.0649123	2.41068	1.70358	0.695166	2.07682	0.792024	1.51794	5.91887e-06	0.629603	0.857121	1.86691	2.24737	2.18248	1.23092	1.96325	0.299981	2.28021	1.81868	0.107896	0.129403	0.936138	0.134013	0.2930528
15660	-7475.49	-7091.033	-384.4571	2.169584	0.1579278	0.5828265	0.1271041	20	4.884521	0.2658872	0.312711	0.671915	1.07371	1.94167	0.7099306	1.79373	0.291221	0.0649123	2.41068	1.70358	0.490473	2.12255	0.632389	1.24893	5.91887e-06	0.629603	0.857121	1.88301	2.24737	2.18248	1.34866	1.96325	0.299981	2.25967	1.81868	0.107896	0.129403	0.982283	0.134013	0.1790374
15670	-7465.443	-7079.317	-386.1268	2.503487	0.172972	0.6914859	0.1044093	20	4.966666	0.2751298	0.346787	0.699714	1.07867	1.87483	0.7958952	1.79373	0.356008	0.0779979	2.41771	1.70358	0.490473	2.01989	0.653555	1.24893	5.91887e-06	0.629603	0.843313	1.88301	2.13207	2.17011	1.07506	1.97721	0.299981	2.25967	1.81868	0.0559228	0.170223	0.975191	0.193946	0.1311848
15680	-7469.478	-7087.694	-381.7838	2.659715	0.182147	0.7523803	0.04707248	21	4.959901	0.2842066	0.361094	0.710758	1.08023	1.84792	0.7994528	1.89594	0.239148	0.0779979	2.41771	1.70358	0.565464	2.00462	0.653555	1.55341	5.91887e-06	0.629603	0.805369	2.09931	2.13207	2.17011	0.932938	1.97721	0.299981	2.25967	1.81868	0.182197	0.170223	0.975191	0.184848	0.05888088
15690	-7482.551	-7098.744	-383.8072	2.766269	0.181066	0.5919297	0.1114107	21	4.718012	0.2095043	0.370331	0.717707	1.08109	1.83087	0.7033404	1.89594	0.368217	0.0779979	2.41771	1.5714	0.139122	2.00462	0.648822	1.18683	5.91887e-06	0.642413	0.805369	2.09931	2.13207	2.17011	0.932938	1.95732	0.299981	2.25967	1.81868	0.0832402	0.170223	0.975191	0.184848	0.1584022
15700	-7477.532	-7093.801	-383.7307	2.308137	0.1731049	0.6067789	0.165954	21	4.937129	0.2137522	0.327477	0.684233	1.07608	1.91221	0.772733	2.03961	0.297778	0.0779979	2.41771	1.50809	0.139122	2.1342	0.831192	1.18683	5.91887e-06	0.642413	0.805369	1.69613	2.13207	2.08243	0.932938	1.92068	0.300224	2.30516	1.81868	0.20243	0.170223	0.975191	0.184848	0.2147625
15710	-7468.86	-7088.03	-380.83	2.249508	0.1696219	0.6425762	0.1134268	21	4.995923	0.2554492	0.321344	0.679169	1.07514	1.92435	0.756003	2.24393	0.294853	0.0779979	2.41771	1.50809	0.590401	2.1342	0.831192	1.18683	5.91887e-06	0.642413	0.862684	1.69613	2.13207	2.08243	0.899041	1.87041	0.300224	2.2748	1.81868	0.114724	0.170223	0.975191	0.184848	0.1500349
15720	-7466.12	-7084.428	-381.6921	1.973876	0.1782718	0.583248	0.0313755	21	4.849039	0.2872336	0.290136	0.652207	1.06932	1.98834	0.6146235	1.94257	0.245733	0.0779979	2.41771	1.50809	0.590401	2.01192	0.891279	1.18683	5.91887e-06	0.642413	0.862684	1.70947	2.40477	1.96553	0.856794	1.87041	0.293362	2.2748	1.81868	0.0902278	0.170223	0.975191	0.149096	0.05104832
15730	-7473.355	-7092.706	-380.649	2.465989	0.1809173	0.8357521	0.03161705	21	4.979894	0.3060483	0.343208	0.696896	1.07823	1.88167	0.8673692	2.28105	0.331009	0.0779979	2.46683	1.50809	1.36434	1.97591	0.932605	1.18456	5.91887e-06	0.642413	0.853821	1.70947	2.40477	1.96553	0.856794	1.87041	0.296026	2.2748	1.81868	0.0420268	0.170223	1.21147	0.149096	0.03645166
15740	-7467.944	-7084.839	-383.1046	2.152096	0.1786273	0.7621428	0.07698659	21	4.84488	0.2150112	0.310779	0.67027	1.07337	1.94558	0.8391294	2.28105	0.202369	0.0779979	2.46683	1.50809	1.15743	1.96304	0.932605	1.18456	5.91887e-06	0.642413	0.678523	1.71115	2.33147	1.98355	1.16133	1.87041	0.296026	2.09987	1.66966	0.0523545	0.154503	1.21147	0.149096	0.09174579
15750	-7472.277	-7090.38	-381.8973	2.082784	0.1785159	0.4874463	0.1214075	20	4.908897	0.247872	0.30296	0.663538	1.07193	1.96157	0.6088538	2.15629	0.202369	0.0779979	2.01854	1.50809	0.660242	1.93538	0.932605	1.18456	5.91887e-06	0.642413	0.678523	1.71115	2.33147	1.98355	1.12339	1.87041	0.296026	2.09987	1.66966	0.0523545	0.154503	1.21147	0.149096	0.1994033
15760	-7470.717	-7089.843	-380.8736	2.205453	0.1860012	0.5580405	0.1506948	20	4.61742	0.3053388	0.316625	0.675222	1.07437	1.93378	0.7087354	2.00532	0.186652	0.0779979	2.01854	1.59765	0.660242	1.90356	0.932605	1.18456	5.91887e-06	0.642413	0.675805	1.71115	2.33147	1.98355	0.906807	1.83635	0.296026	1.98922	1.73091	0.0918283	0.154503	1.21147	0.149096	0.212625
15770	-7459.227	-7080.393	-378.8335	2.35781	0.1864287	0.5244049	0.143721	21	4.917406	0.2710557	0.332547	0.688364	1.07682	1.90227	0.6681259	2.00532	0.207206	0.0779979	2.52494	1.59765	0.660242	1.89664	0.946394	1.18456	5.91887e-06	0.642413	0.770531	1.75526	2.33147	1.98355	0.91495	1.83774	0.296026	2.11288	1.73091	0.210319	0.126426	1.21147	0.149096	0.2151107
15780	-7461.232	-7077.479	-383.7527	2.273948	0.1824129	0.4642793	0.2836926	19	4.625979	0.1870577	0.323921	0.681305	1.07554	1.91923	0.7479718	2.00532	0.187696	0.0779979	2.03325	1.59765	0.660242	1.89664	0.870959	1.18456	5.91887e-06	0.642413	0.56259	1.75526	2.33147	1.98355	0.888311	1.94101	0.296026	2.2847	1.73091	0.144539	0.10511	0.85147	0.149096	0.3792824
15790	-7471.146	-7085.163	-385.983	2.114447	0.1987758	0.5401698	0.1941802	18	4.840704	0.2759666	0.306564	0.666657	1.07261	1.95417	0.7343499	2.00532	0.216499	0.0188571	2.03325	1.49876	0.0963144	1.99951	0.87293	1.57947	5.91887e-06	0.642413	0.56259	1.75526	2.33147	1.98355	0.881979	1.94101	0.296026	2.1403	1.73091	0.144539	0.0839278	0.85147	0.149096	0.2644246
15800	-7480.213	-7090.194	-390.0188	2.710668	0.1898742	0.3916085	0.3822532	18	4.857212	0.2627623	0.365562	0.714136	1.08066	1.83964	0.7738617	2.00532	0.168171	0.154303	2.68079	1.49876	0.218533	1.9844	0.87293	1.57947	5.91887e-06	0.682842	0.56259	1.75526	2.33147	1.98355	1.11332	1.9595	0.305753	2.1403	1.73091	0.105377	0.209914	0.84443	0.18876	0.4939554
15810	-7473.8	-7088.997	-384.803	2.635558	0.1890448	0.7603246	0.1913832	19	4.862454	0.2697923	0.358943	0.70912	1.08001	1.85192	0.9517078	2.59618	0.168171	0.154303	2.68079	1.64343	0.218533	1.9844	0.87293	1.37831	5.91887e-06	0.682842	0.769174	1.90208	2.08023	2.07858	1.11332	1.98223	0.305753	2.1403	1.73091	0.177316	0.209914	0.792058	0.18876	0.2010945
15820	-7479.087	-7097.243	-381.8441	2.305668	0.175685	0.6059222	0.1500753	20	4.986113	0.2091544	0.327222	0.684023	1.07605	1.91271	0.7559975	2.59618	0.168171	0.154303	2.68079	1.64343	0.386704	1.9844	0.816291	1.37831	5.91887e-06	0.76516	0.673506	1.85259	2.08023	2.07858	1.13102	2.06932	0.305753	2.3404	1.53564	0.252921	0.134978	0.792058	0.18876	0.198513
15830	-7465.028	-7083.353	-381.6749	2.078267	0.1683545	0.5805229	0.2167165	20	4.80742	0.2347824	0.302442	0.663087	1.07183	1.96264	0.7972394	2.59618	0.159332	0.154303	1.9794	1.64343	0.386704	1.70749	0.712257	1.37831	5.91887e-06	0.76516	0.777102	1.99891	2.08023	1.70498	1.13102	2.06932	0.305753	2.3404	1.53564	0.159864	0.180017	0.826826	0.18876	0.2718337
15840	-7468.934	-7087.666	-381.2683	2.521039	0.1787083	0.735034	0.169526	20	4.644292	0.326549	0.348442	0.70101	1.07886	1.87169	0.9045599	2.07921	0.312709	0.154303	1.9794	1.64343	0.457012	1.7273	0.857289	1.37831	5.91887e-06	0.76516	0.777102	2.00324	2.08023	1.70498	1.13102	2.06932	0.279174	2.2573	1.53564	0.159864	0.161373	1.26777	0.18876	0.1874126
15850	-7463.696	-7085.492	-378.2038	2.440166	0.1801123	0.7650649	0.1210655	21	4.869518	0.3380553	0.340709	0.694915	1.07792	1.88646	0.8861304	2.1441	0.226467	0.115625	2.58488	1.64343	0.574764	1.73847	0.691652	1.27586	5.91887e-06	0.76516	0.777102	1.80743	2.08023	1.70498	0.996465	1.95818	0.279174	2.37126	1.53564	0.159864	0.150421	0.961583	0.138672	0.1366226
15860	-7459.986	-7077.802	-382.1848	2.609389	0.180003	0.6230087	0.114185	20	4.987879	0.3394599	0.356588	0.707317	1.07977	1.85633	0.7371937	2.1441	0.414199	0.082329	2.58488	1.58442	0.705745	1.77724	0.691652	1.27586	5.91887e-06	0.76516	0.777102	1.79262	2.2891	1.70498	1.37168	2.08018	0.279174	2.38937	1.53564	0.0931021	0.122248	0.961583	0.138672	0.1548915
15870	-7478.803	-7097.67	-381.1329	2.753699	0.1629319	0.621716	0.1154777	21	4.987879	0.2636265	0.369262	0.71691	1.081	1.83283	0.7371937	2.19273	0.414199	0.082329	2.85244	1.54207	0.705745	1.77724	0.697686	1.27586	5.91887e-06	0.76516	0.777102	1.92448	2.2891	1.70498	1.38659	2.08018	0.279174	2.32832	1.53564	0.0931021	0.136799	1.28072	0.248458	0.156645
15880	-7479.091	-7098.326	-380.7653	2.51987	0.1815054	0.6405432	0.09665049	21	4.966026	0.2380066	0.348332	0.700924	1.07885	1.87189	0.7371937	2.19273	0.229342	0.082329	2.26314	1.54207	0.409108	1.77229	0.697686	1.27586	5.91887e-06	0.726985	0.777102	1.92448	2.22145	1.70498	1.38659	2.0082	0.279174	2.37336	1.53564	0.127339	0.119906	1.25033	0.265819	0.131106
15890	-7471.952	-7085.576	-386.3761	3.188642	0.156194	0.8129749	0.03899449	20	4.922111	0.2207277	0.403349	0.741465	1.0833	1.77188	0.8519694	2.1786	0.24488	0.082329	2.26314	1.72566	0.409108	1.77229	0.816605	1.27586	5.91887e-06	0.726985	0.868588	1.82301	2.22145	2.05795	1.38659	2.0082	0.279174	2.35243	1.53564	0.0726828	0.119906	1.25033	0.265819	0.04576982
15900	-7466.76	-7085.276	-381.4834	2.151127	0.1849871	0.6062173	0.08272028	21	4.831936	0.2319756	0.310671	0.670179	1.07335	1.9458	0.6889376	2.1786	0.229265	0.0724639	2.26314	1.72566	0.409108	1.83611	0.750274	1.27586	5.91887e-06	0.609299	0.835005	1.71974	2.22145	2.05795	1.38659	2.11416	0.279174	2.3086	1.53564	0.055091	0.130094	1.25033	0.0832406	0.1200693
15910	-7463.058	-7080.166	-382.8918	2.194979	0.1818532	0.5778269	0.2108903	20	4.651818	0.2344898	0.315489	0.674265	1.07418	1.93606	0.7887171	2.33258	0.108616	0.0724639	2.49542	1.6899	0.409108	1.83611	0.750274	1.17899	5.91887e-06	0.769477	0.835005	1.7943	2.22145	2.12012	1.39133	2.08487	0.279174	2.3086	1.53564	0.0908461	0.130094	1.25033	0.121159	0.2673839
15920	-7472.633	-7090.273	-382.3597	2.430079	0.1842182	0.5809497	0.2077674	21	4.749803	0.2727398	0.339726	0.694132	1.07779	1.88835	0.7887171	1.70333	0.24716	0.0724639	2.49542	1.6899	0.409108	1.85963	0.750274	1.38226	5.91887e-06	0.769477	0.84407	1.58601	2.22145	2.12012	1.56833	2.08487	0.287012	2.38829	1.45536	0.0624436	0.127451	1.25033	0.121159	0.2634245
15930	-7475.41	-7091.876	-383.5335	2.176645	0.1886974	0.4267469	0.3521824	21	4.993683	0.2689959	0.313487	0.672573	1.07384	1.9401	0.7789293	2.25687	0.260508	0.0724639	2.33089	1.6899	0.409108	1.75672	0.643893	1.22508	5.91887e-06	0.769477	0.84407	1.58601	2.06871	1.83215	1.56833	2.13479	0.300857	2.43278	1.45536	0.0257041	0.127451	1.25033	0.302178	0.4521365
15940	-7465.26	-7074.964	-390.2958	2.675108	0.1796407	1.00538	0.2682712	20	4.899758	0.1833394	0.362454	0.71179	1.08036	1.84539	1.273651	2.25687	0.166747	0.0724639	2.33089	1.6899	0.472993	1.6947	0.643893	1.22508	5.91887e-06	0.769477	0.872839	1.58995	2.06871	1.83215	1.3831	2.16812	0.300857	2.43278	1.49017	0.0257041	0.0729054	0.844994	0.302178	0.2106316
15950	-7460.902	-7080.103	-380.799	2.86849	0.1812999	0.7078812	0.1495101	20	4.97456	0.3266226	0.378825	0.723976	1.08178	1.81541	0.8573913	2.07422	0.166747	0.0808719	2.33089	1.6899	0.363873	1.6805	0.626534	1.22508	5.91887e-06	0.769477	0.726261	1.56351	2.06871	1.74269	1.12327	2.16812	0.272262	2.43278	1.49017	0.0257041	0.0729054	0.938107	0.302178	0.1743779
15960	-7454.172	-7069.777	-384.3947	2.522334	0.1854507	0.8557803	0.2630111	19	4.740481	0.2873137	0.348564	0.701105	1.07888	1.87145	1.118791	2.2535	0.0795324	0.0808719	2.33089	1.6899	0.363873	1.69283	0.626534	1.22508	5.91887e-06	0.769477	0.726261	1.50189	2.06871	1.74269	1.12327	2.16812	0.272262	2.48031	1.49017	0.0257041	0.111577	0.603666	0.186695	0.235085
15970	-7471.024	-7083.167	-387.8574	2.406769	0.1655752	0.7099902	0.2762905	17	4.616669	0.3886204	0.337436	0.692302	1.07749	1.89278	0.9862807	1.85595	0.179455	0.0808719	2.33089	1.6899	0.363873	1.56996	0.603476	1.22508	5.91887e-06	0.769477	0.739814	1.50189	2.21213	1.74269	1.22258	2.16812	0.272262	2.3549	1.49017	0.0245722	0.111577	0.603666	0.186695	0.2801337
15980	-7467.24	-7087.058	-380.1827	2.009236	0.1728973	0.709458	0.1452984	20	4.74487	0.3203244	0.294375	0.655992	1.07022	1.97941	0.8547564	1.85595	0.0826104	0.0808719	2.33089	1.95756	0.179961	1.56996	0.860833	1.22508	5.91887e-06	0.769477	0.739814	1.47533	2.21213	1.74269	1.22258	2.14919	0.254242	2.3549	1.49017	0.0245722	0.0878765	0.603666	0.186695	0.1699881
15990	-7463.79	-7083.321	-380.4688	2.379657	0.1920068	0.7602063	0.09113626	20	4.638102	0.2701207	0.334742	0.690137	1.07712	1.898	0.8513426	1.85662	0.0826104	0.0808719	2.02339	1.90092	0.179961	1.62027	0.860833	1.02827	5.91887e-06	0.684493	0.672401	1.47533	1.93588	1.74269	1.22258	2.10879	0.254242	2.35229	1.49017	0.0420286	0.0878765	0.432093	0.186695	0.10705
16000	-7458.459	-7079.668	-378.7916	2.644279	0.1923446	0.7232835	0.1717782	20	4.621396	0.3059101	0.359722	0.709714	1.08009	1.85047	0.8950617	1.86953	0.257836	0.0808719	2.02339	1.90092	0.367288	1.62027	0.860833	1.02827	5.91887e-06	0.743467	0.738661	1.47533	2.00514	1.30551	1.22258	2.10879	0.254242	2.32912	1.49017	0.0468418	0.0878765	0.303944	0.186695	0.1919177
16010	-7457.196	-7077.179	-380.0171	2.361589	0.1862767	0.6627949	0.1671465	19	4.694857	0.242296	0.332929	0.688673	1.07687	1.90153	0.8299415	1.58012	0.258	0.0808719	2.35475	1.91216	0.477086	1.62027	0.633549	1.02827	5.91887e-06	0.743467	0.738661	1.42622	2.28015	1.30551	1.22258	2.10879	0.234093	2.32912	1.49017	0.0740087	0.0878765	0.464732	0.306914	0.2013956
16020	-7465.253	-7084.977	-380.2759	2.088939	0.1974358	0.5052229	0.3154635	20	4.698364	0.19117	0.303665	0.66415	1.07206	1.96012	0.8206864	2.0788	0.152785	0.0808719	2.23857	1.80042	0.397203	1.69495	0.59944	1.02827	5.91887e-06	0.779448	0.837931	1.51928	2.28015	1.30551	1.22258	2.13159	0.234093	2.31898	1.49017	0.0740783	0.0633868	0.52566	0.230575	0.3843898
16030	-7470.233	-7089.253	-380.9795	2.554082	0.198682	0.6975245	0.1498075	18	4.874937	0.3614329	0.351525	0.70341	1.07922	1.86585	0.847332	1.45252	0.238146	0.0808719	2.23857	1.80042	0.397203	1.69495	0.59944	1.02827	5.91887e-06	0.581692	0.854301	1.51928	2.28015	1.30551	1.22258	2.13159	0.234093	2.40013	1.49017	0.0740783	0.0850404	0.515537	0.236296	0.1767991
16040	-7469.047	-7091.28	-377.7675	2.18657	0.2045097	0.8928475	0.219329	21	4.582105	0.2348616	0.314573	0.673492	1.07403	1.93791	1.112176	1.72206	0.213093	0.0906115	2.23857	1.80042	0.379543	1.69149	0.59944	1.39773	5.91887e-06	0.916742	0.583909	1.51928	2.18253	1.30551	1.22258	2.13159	0.234093	2.34211	1.49017	0.0740783	0.0994271	0.744867	0.236296	0.197207
16050	-7458.068	-7084.553	-373.5153	2.312778	0.2011258	0.7787281	0.1733909	21	4.66556	0.279098	0.327956	0.684625	1.07615	1.91126	0.9521191	1.72206	0.213093	0.100824	2.23857	1.88775	0.397776	1.63599	0.642588	1.24262	5.91887e-06	0.916742	0.583909	1.51663	1.90711	1.30551	1.22258	2.13159	0.234093	2.32507	1.53275	0.0740783	0.125093	0.870194	0.236296	0.1821105
16060	-7462.955	-7091.361	-371.5937	2.368239	0.2133122	0.665468	0.1104109	21	4.26904	0.2571936	0.333598	0.689214	1.07696	1.90022	0.7758789	1.72206	0.0802172	0.100824	2.23857	1.88775	0.397776	1.63856	0.588411	1.24262	5.91887e-06	0.916742	0.583909	1.51663	2.01168	1.30551	1.22258	2.0654	0.234093	2.32507	1.53275	0.0740783	0.125093	0.720979	0.234507	0.1423042
16070	-7464.037	-7086.271	-377.7662	2.654244	0.2063722	0.7307527	0.050664	21	4.229551	0.4079067	0.360609	0.710389	1.08018	1.84882	0.7814167	1.63841	0.171442	0.100824	2.27833	1.88775	0.0526952	1.62311	0.65161	1.03154	5.91887e-06	0.749416	0.66575	1.46584	2.01168	1.30551	1.22258	2.0654	0.234093	2.35501	1.53275	0.00714438	0.230633	0.873836	0.234507	0.06483609
16080	-7455.483	-7081.785	-373.6981	2.548083	0.2057883	0.7518893	0.1058779	21	4.630591	0.2534384	0.350968	0.702978	1.07915	1.8669	0.8577672	1.93397	0.263913	0.100824	2.27833	1.88775	0.451776	1.72073	0.65161	1.17668	5.91887e-06	0.561636	0.66575	1.49498	2.01168	1.30551	1.22258	2.1359	0.234093	2.35501	1.53275	0.0466731	0.211838	0.873836	0.234507	0.1234343
16090	-7459.285	-7082.506	-376.7785	2.286193	0.1836659	0.6936029	0.1913615	20	4.221335	0.2917358	0.325201	0.682362	1.07574	1.9167	0.8849644	1.93397	0.28047	0.100824	2.09722	1.88775	0.451776	1.74502	0.66533	1.17668	5.91887e-06	0.561636	0.68771	1.37222	2.28173	1.30551	1.22258	2.1359	0.273994	2.36222	1.53275	0.0143881	0.184213	0.873836	0.299793	0.2162364
16100	-7469.938	-7090.333	-379.6056	2.14776	0.1911089	0.6545774	0.2536035	20	4.80862	0.3208463	0.310297	0.669859	1.07328	1.94656	0.9081809	1.66769	0.128188	0.100824	2.09722	1.87628	0.451776	1.74502	0.673543	1.03692	5.91887e-06	0.856805	0.68771	1.35861	2.28173	1.30551	1.22258	2.18568	0.278747	2.39789	1.53275	0.0143881	0.184213	0.873836	0.248136	0.2792434
16110	-7463.104	-7090.905	-372.1992	2.374621	0.2045153	0.816099	0.08429904	21	4.037365	0.2579343	0.334238	0.689731	1.07705	1.89898	0.9003981	1.66769	0.140563	0.100824	2.09722	1.87628	0.451776	1.80043	0.630749	1.03692	5.91887e-06	0.905147	0.68771	1.52943	2.28173	1.30551	1.27958	2.18568	0.278747	2.40144	1.53275	0.0538515	0.199819	0.873836	0.248136	0.0936242
16120	-7462.4	-7089.994	-372.4055	2.311203	0.1975292	0.8502307	0.06992153	21	4.08372	0.3385994	0.327794	0.684492	1.07613	1.91158	0.9201522	1.66769	0.291535	0.100824	2.09722	1.75003	0.28939	1.8754	0.630749	1.18267	5.91887e-06	0.788373	0.803192	1.48443	2.28173	1.30551	1.27958	2.17748	0.278747	2.35977	1.53275	0.0538515	0.199819	0.873836	0.248136	0.0759891
16130	-7455.926	-7079.138	-376.7879	2.264304	0.1827754	0.576625	0.07338027	21	4.380616	0.3871091	0.322907	0.680466	1.07539	1.92124	0.6500053	1.66769	0.291535	0.0466485	1.9748	1.75003	0.313456	1.76099	0.630749	0.846802	5.91887e-06	0.832036	0.803192	1.55843	2.28173	1.30551	1.45717	1.98221	0.278747	2.35977	1.52269	0.0538515	0.0919954	0.873836	0.248136	0.1128918
16140	-7449.1	-7069.659	-379.4409	2.315599	0.1860213	0.7233995	0.2601516	20	4.283496	0.2566295	0.328246	0.684862	1.0762	1.91069	0.9835511	1.66769	0.291535	0.0800901	1.9748	1.75003	0.313456	1.79998	0.630749	0.987998	5.91887e-06	0.832036	0.803192	1.61705	2.28173	1.39395	1.45717	1.98221	0.290613	2.35977	1.52269	0.0516315	0.0919954	0.873836	0.248136	0.2645023
16150	-7461.059	-7083.294	-377.7654	2.187107	0.2012302	0.7195101	0.2378594	21	4.383339	0.2936605	0.314631	0.673541	1.07404	1.93779	0.9573694	1.61597	0.149154	0.0800901	2.27404	1.75003	0.313456	1.68106	0.679573	1.22232	5.91887e-06	0.534299	0.803192	1.80436	2.28173	1.57593	1.2237	1.98221	0.290613	2.15629	1.52269	0.0326426	0.139767	1.2323	0.248136	0.248451
16160	-7460.114	-7079.981	-380.133	2.079214	0.2016382	0.7333898	0.152752	21	4.960145	0.3278102	0.302551	0.663181	1.07185	1.96242	0.8861418	1.66551	0.149154	0.0800901	2.28386	1.64151	0.313456	1.68106	0.695323	1.22232	5.91887e-06	0.878599	0.791926	1.80436	2.28173	1.57593	1.2237	1.98221	0.290613	2.29185	1.52269	0.0499756	0.139767	1.2323	0.248136	0.1723787
16170	-7463.376	-7077.294	-386.0824	2.661047	0.1816259	0.6069783	0.05616801	20	4.795079	0.3631923	0.361212	0.710848	1.08024	1.8477	0.6631463	1.98802	0.194522	0.0800901	2.28386	1.77157	0.800412	1.72234	0.695323	1.22232	5.91887e-06	0.734342	0.608894	1.79184	2.28173	1.55472	1.2237	2.1523	0.290613	2.36418	1.52269	0.0499756	0.139767	1.03915	0.188745	0.08469927
16180	-7464.239	-7085.8	-378.4392	2.510431	0.1760541	0.6250058	0.08783946	21	4.765199	0.2755671	0.347443	0.700228	1.07875	1.87358	0.7128453	1.98802	0.186583	0.0800901	2.36449	1.77157	0.629598	1.72234	0.695323	1.22232	5.91887e-06	0.734342	0.616778	1.78474	2.28173	1.46671	1.2237	2.1523	0.28574	2.38208	1.52269	0.0445622	0.122962	0.971542	0.188745	0.1232237
16190	-7468.951	-7090.403	-378.5483	2.051416	0.1830397	0.7446952	0.1110456	21	4.938357	0.2906722	0.299336	0.660372	1.07122	1.96907	0.8557408	1.98802	0.346286	0.0800901	2.65823	1.77157	0.444341	1.78553	0.695323	1.22232	5.91887e-06	0.734342	0.616778	1.94905	2.28173	1.46671	1.46844	2.08104	0.263172	2.38208	1.52269	0.122394	0.0949566	1.0851	0.188745	0.1297654
16200	-7459.75	-7081.871	-377.8797	2.109588	0.193346	0.7276143	0.03403138	21	4.297898	0.2751334	0.306014	0.666183	1.0725	1.9553	0.7616457	1.98802	0.350042	0.0800901	2.31249	1.77157	0.444341	1.73719	0.695323	1.05147	5.91887e-06	0.734342	0.616778	1.80295	2.25226	1.46671	1.6362	2.08104	0.263172	2.28514	1.52269	0.0829845	0.120437	0.673267	0.188745	0.04468138
16210	-7469.027	-7082.901	-386.1258	2.531099	0.186104	0.5248216	0.07352984	19	4.591262	0.3470221	0.349385	0.701746	1.07897	1.8699	0.5983514	2.10738	0.0809833	0.0800901	2.31249	1.77157	0.580916	1.73719	0.695323	1.33566	5.91887e-06	0.694963	0.760905	1.6646	2.25226	1.46671	1.6362	2.08104	0.263172	2.25114	1.48805	0.0870062	0.104086	0.673267	0.188745	0.1228874
