taxon,min_age,max_age
t12_1_1,0.0197135319032741,0.0197135319032741
t13_1_1,0.0669393836344695,0.0669393836344695
t14_1_1,0.0743946054876076,0.0743946054876076
t38_1_1,0.899892986729928,0.899892986729928
t38_1_2,1.22902700046761,1.22902700046761
t63_1,1.37402300052207,1.37402300052207
t68_1,0.806806489527789,0.806806489527789
t70_1,0.50704915054903,0.50704915054903
t70_2,0.430943694726281,0.430943694726281
t81_1,0.922381228566242,0.922381228566242
t81_2,0.600797591039917,0.600797591039917
t84_1,0.136976430880727,0.136976430880727
t85_1,1.561090355447,1.561090355447
t87_1_1,0.913182424058045,0.913182424058045
t88_1,0.212002093678502,0.212002093678502
t94_1,0.736619520325513,0.736619520325513
t109_1,0.340355836461093,0.340355836461093
t110_1,0.266042484861833,0.266042484861833
t105_1_1, 0, 0 
t105_2_1, 0, 0 
t115_1_1, 0, 0 
t11_1_1, 0, 0 
t11_1_2, 0, 0 
t129_1_1, 0, 0 
t132_1_1, 0, 0 
t132_2_1, 0, 0 
t132_3_1, 0, 0 
t141_1_1, 0, 0 
t142_1_1, 0, 0 
t148_1_1, 0, 0 
t14_2_1, 0, 0 
t14_2_2, 0, 0 
t153_1_1, 0, 0 
t154_1_1, 0, 0 
t156_1_1, 0, 0 
t156_2_1, 0, 0 
t163_1_1, 0, 0 
t16_1_1, 0, 0 
t19_1_1, 0, 0 
t20_1_1, 0, 0 
t28_1_1, 0, 0 
t28_1_2, 0, 0 
t2_1_1, 0, 0 
t30_1_1, 0, 0 
t30_2_1, 0, 0 
t30_3_1, 0, 0
t34_1_1, 0, 0 
t36_1_1, 0, 0 
t42_1_1, 0, 0 
t44_1_1, 0, 0 
t45_1_1, 0, 0 
t45_2_1, 0, 0 
t45_2_2, 0, 0 
t48_1_1, 0, 0 
t50_1_1, 0, 0 
t51_1_1, 0, 0 
t54_1_1, 0, 0 
t55_1_1, 0, 0 
t55_2_1, 0, 0 
t57_1_1, 0, 0 
t64_1_1, 0, 0 
t65_1_1, 0, 0 
t67_1_1, 0, 0 
t68_1_1, 0, 0 
t69_1_1, 0, 0 
t6_1_1, 0, 0 
t75_1_1, 0, 0 
t80_1_1, 0, 0 
t82_1_1, 0, 0 
t82_1_2, 0, 0 
t84_1_1, 0, 0 
t85_1_1, 0, 0 
t87_1, 0, 0 
t87_2_1, 0, 0 
t92_1_1, 0, 0 
t9_1_1, 0, 0 
t96_1_1, 0, 0 
