taxon,min_age,max_age
t2_1_1,0.127843659515554,0.127843659515554
t13_1_1,0.0976548723903422,0.0976548723903422
t47_1_1,1.73536054574715,1.73536054574715
t77_1,1.86884348411802,1.86884348411802
t79_1,2.03973352935633,2.03973352935633
t82_1,1.40097026458669,1.40097026458669
t85_1,0.859201108754915,0.859201108754915
t105_1,0.153340188320668,0.153340188320668
t105_1_1,0.124935385459139,0.124935385459139
t108_1,0.469327624773673,0.469327624773673
t114_1,0.332037507607824,0.332037507607824
t137_1,0.949961085539086,0.949961085539086
t139_1,0.590780092923642,0.590780092923642
t143_1,0.701803865921077,0.701803865921077
t143_2,0.797755205699947,0.797755205699947
t145_1,0.277662805629633,0.277662805629633
t104_1_1, 0, 0 
t104_2_1, 0, 0 
t105_1_2, 0, 0 
t105_2, 0, 0 
t106_1_1, 0, 0 
t108_1_1, 0, 0 
t109_1_1, 0, 0 
t111_1_1, 0, 0 
t112_1_1, 0, 0 
t112_1_2, 0, 0 
t123_1_1, 0, 0 
t139_1_1, 0, 0 
t140_1_1, 0, 0 
t146_1_1, 0, 0 
t148_1_1, 0, 0 
t151_1_1, 0, 0 
t152_1_1, 0, 0 
t155_1_1, 0, 0 
t155_2_1, 0, 0 
t160_1_1, 0, 0 
t162_1_1, 0, 0 
t170_1_1, 0, 0
t173_1_1, 0, 0 
t182_1_1, 0, 0 
t184_1_1, 0, 0 
t187_1_1, 0, 0 
t195_1_1, 0, 0 
t195_2_1, 0, 0 
t199_1_1, 0, 0 
t19_1_1, 0, 0 
t19_2_1, 0, 0 
t208_1_1, 0, 0 
t209_1_1, 0, 0 
t213_1_1, 0, 0 
t213_2_1, 0, 0 
t215_1_1, 0, 0 
t215_2_1, 0, 0 
t22_1_1, 0, 0
t23_1_1, 0, 0 
t26_1_1, 0, 0 
t26_1_2, 0, 0 
t2_2_1, 0, 0 
t30_1_1, 0, 0 
t33_1_1, 0, 0 
t33_2_1, 0, 0 
t33_2_2, 0, 0 
t33_2_3, 0, 0 
t38_1_1, 0, 0 
t38_2_1, 0, 0 
t38_3_1, 0, 0 
t38_4_1, 0, 0 
t43_1_1, 0, 0 
t45_1_1, 0, 0 
t46_1_1, 0, 0
t47_1_2, 0, 0 
t49_1_1, 0, 0 
t49_2_1, 0, 0 
t49_2_2, 0, 0 
t55_1_1, 0, 0 
t57_1_1, 0, 0 
t5_1_1, 0, 0 
t61_1_1, 0, 0 
t64_1_1, 0, 0 
t65_1_1, 0, 0 
t6_1_1, 0, 0 
t6_2_1, 0, 0 
t73_1_1, 0, 0 
t78_1_1, 0, 0 
t83_1_1, 0, 0 
t84_1_1, 0, 0 
t84_1_2, 0, 0 
t87_1_1, 0, 0 
t89_1_1, 0, 0 
t8_1_1, 0, 0 
t92_1_1, 0, 0 
t96_1_1, 0, 0 
t96_1_2, 0, 0 
t97_1_1, 0, 0 
t98_1_1, 0, 0 
t98_2_1, 0, 0
