Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	turnover
1320	-1159.238	-1039.285	-119.9532	1.511494	0.1111315	0.5836931	0.2336991	1	4.78428	0.03829342	0.227093	0.590459	1.05109	2.13136	0.8173922	0.626674	1.18217	1.857	0.2859081
1330	-1158.689	-1034.46	-124.2295	2.469633	0.1069122	0.3760735	0.1833748	1	4.923716	0.07058004	0.343559	0.697173	1.07827	1.88099	0.5594482	0.30354	1.58826	2.22253	0.3277779
1340	-1164.564	-1039.275	-125.2892	2.228892	0.09424149	0.5217334	0.1331032	1	4.124635	0.09567448	0.319148	0.677337	1.07479	1.92873	0.6548366	0.229714	2.95643	3.38755	0.2032617
1350	-1153.969	-1033.93	-120.0394	2.102293	0.0985391	0.5095996	0.08298644	2	4.52563	0.09348491	0.305187	0.665468	1.07235	1.95699	0.592586	0.588897	4.49418	2.33746	0.1400412
1360	-1166.183	-1046.941	-119.2419	2.725567	0.1061226	0.5813394	0.04551264	2	4.827206	0.09728678	0.36685	0.715105	1.08078	1.83727	0.6268521	0.787528	3.92906	1.97851	0.07260507
1370	-1170.938	-1052.841	-118.0963	1.835879	0.1132664	0.6228853	0.09918372	2	4.803523	0.1291434	0.272864	0.636344	1.06528	2.02551	0.722069	0.923895	4.80338	2.57748	0.1373604
1380	-1169.688	-1046.579	-123.1091	1.948191	0.1227248	0.4304492	0.09556282	2	4.846988	0.1405366	0.287011	0.649389	1.06864	1.99496	0.526012	0.236435	4.84486	2.27047	0.1816742
1390	-1158.041	-1035.46	-122.581	3.149716	0.0960346	0.5016057	0.08183515	2	4.967588	0.1122311	0.400522	0.739494	1.08316	1.77682	0.5834409	0.658979	4.96242	2.21493	0.140263
1400	-1167.23	-1040.949	-126.281	4.664532	0.08546144	0.4006773	0.1358901	2	4.99419	0.1111601	0.487518	0.795451	1.08383	1.6332	0.5365674	0.623159	4.98011	2.24581	0.2532582
1410	-1162.716	-1036.854	-125.8624	3.854838	0.09484983	0.4284934	0.0415707	2	4.99419	0.02902186	0.446206	0.770035	1.08439	1.69936	0.4700641	0.492454	4.53928	2.71068	0.08843625
1420	-1160.638	-1038.649	-121.9896	2.656117	0.108315	0.5496858	0.07454887	2	4.921239	0.02883084	0.360775	0.710516	1.0802	1.84851	0.6242346	0.558322	3.79988	2.47843	0.1194244
1430	-1171.593	-1047.083	-124.5102	2.493403	0.09252795	0.5777903	0.07151762	2	4.869167	0.03715947	0.34583	0.698963	1.07855	1.87665	0.6493079	0.892447	3.75997	3.11289	0.1101444
1440	-1165.707	-1036.698	-129.0091	4.083901	0.08518601	0.3528445	0.1139966	1	4.522177	0.01853976	0.458913	0.778061	1.08438	1.67865	0.4668411	0.655166	2.11697	2.46849	0.2441872
1450	-1167.126	-1034.929	-132.1973	3.194916	0.06782813	0.6299427	0.05676294	1	4.79912	0.03160809	0.403801	0.741779	1.08332	1.7711	0.6867056	0.430309	0.989065	2.60808	0.08265979
1460	-1171.997	-1042.709	-129.288	1.914456	0.09025515	0.3171758	0.315344	1	4.532146	0.04118531	0.282845	0.645597	1.06769	2.00386	0.6325197	0.399723	1.44688	1.47906	0.498552
1470	-1165.523	-1042.324	-123.1988	1.882006	0.1069944	0.5280395	0.3090002	1	3.637892	0.06778474	0.278771	0.64185	1.06674	2.01264	0.8370397	0.893398	1.10077	2.33222	0.3691584
1480	-1170.508	-1045.512	-124.9961	2.327038	0.09610171	0.6878261	0.269692	1	3.522732	0.1816669	0.32942	0.685821	1.07637	1.90839	0.9575182	0.884515	1.49837	2.20916	0.2816574
1490	-1160.522	-1039.721	-120.801	3.694867	0.1126928	0.6571019	0.07934785	2	4.693785	0.2232847	0.436772	0.763949	1.08431	1.71497	0.7364497	0.808185	2.87012	2.22685	0.1077437
1500	-1156.235	-1038.017	-118.2176	2.670117	0.1126685	0.800141	0.1135547	2	3.613479	0.06734425	0.362014	0.711456	1.08032	1.84621	0.9136957	0.400195	2.96617	2.40252	0.1242807
1510	-1167.052	-1045.399	-121.6525	3.938735	0.1048163	0.6061844	0.1691218	2	3.761652	0.07695937	0.450965	0.773063	1.08441	1.69157	0.7753062	0.473922	3.20899	1.52254	0.2181354
1520	-1163.935	-1042.404	-121.5307	2.469823	0.1082492	0.7570671	0.1002949	1	4.286755	0.09306356	0.343577	0.697187	1.07828	1.88096	0.857362	0.218225	1.04937	1.96689	0.1169808
1530	-1157.313	-1036.819	-120.4938	3.609715	0.1218757	0.6439355	0.160274	1	4.87668	0.1321572	0.431546	0.76053	1.08423	1.7237	0.8042095	0.384656	1.12679	1.54139	0.1992938
1540	-1153.94	-1034.004	-119.9357	2.304825	0.126241	0.6144001	0.1268326	1	4.716576	0.1370022	0.327135	0.683952	1.07603	1.91288	0.7412327	0.598405	1.22196	1.78558	0.1711103
1550	-1169.252	-1045.922	-123.3298	2.642441	0.1173541	0.7493549	0.2408412	1	3.1139	0.1806145	0.359558	0.709589	1.08008	1.85078	0.9901961	0.622983	1.48306	1.39679	0.2432258
1560	-1170.056	-1043.62	-126.4364	1.974924	0.1100317	0.5038721	0.211227	0	3.545653	0.0624177	0.290263	0.65232	1.06935	1.98807	0.7150992	0.109772	0.876945	1.13031	0.2953815
1570	-1173.913	-1050.723	-123.1893	2.024542	0.1192613	0.6368993	0.1412808	0	3.308339	0.04988736	0.296187	0.657598	1.07059	1.97562	0.77818	0.827607	1.18986	1.51175	0.1815528
1580	-1160.713	-1041.629	-119.0844	1.936731	0.1226284	0.8722474	0.2406586	1	2.952976	0.07267846	0.285603	0.648113	1.06832	1.99796	1.112906	0.853308	0.884036	1.35626	0.2162434
1590	-1168.243	-1046.952	-121.2911	2.317265	0.1124753	0.7928388	0.2397312	1	4.628659	0.1069748	0.328418	0.685002	1.07622	1.91036	1.03257	1.38943	0.783463	1.30014	0.2321695
1600	-1170.391	-1049.781	-120.6098	2.535965	0.1330704	0.8698496	0.1641701	1	3.478642	0.069152	0.34984	0.7021	1.07902	1.86903	1.03402	1.27692	0.802452	1.43171	0.1587688
1610	-1167.569	-1044.016	-123.5534	3.230449	0.1028558	0.6215471	0.2824572	1	3.463278	0.04982981	0.40634	0.743539	1.08344	1.76668	0.9040043	0.550219	0.478654	1.30791	0.3124511
1620	-1168.369	-1046.162	-122.2072	2.160878	0.1071464	0.4470051	0.04474771	1	3.018564	0.08977945	0.311751	0.671099	1.07354	1.94361	0.4917528	0.54699	0.661258	1.58057	0.09099635
1630	-1166.424	-1041.699	-124.7244	2.5539	0.0872175	0.6589159	0.1285104	1	3.999797	0.04791254	0.351508	0.703397	1.07921	1.86588	0.7874263	0.599204	0.488715	1.03134	0.1632031
1640	-1172.183	-1045.92	-126.2626	2.277892	0.1037909	0.5345401	0.1337511	1	4.982213	0.09287097	0.324334	0.681646	1.07561	1.91841	0.6682912	0.325917	0.57861	1.28638	0.2001389
1650	-1159.336	-1035.073	-124.2627	2.873188	0.1024492	0.6023145	0.1849882	1	4.107311	0.06210692	0.379207	0.724256	1.08181	1.81472	0.7873026	1.10596	0.650895	1.87271	0.2349645
1660	-1167.907	-1044.369	-123.5379	1.595553	0.1093179	0.5204012	0.1945372	1	4.576411	0.06090344	0.239713	0.603725	1.05557	2.10099	0.7149384	1.03699	1.40523	2.77225	0.2721034
1670	-1169.251	-1042.694	-126.5573	2.137967	0.1106578	0.9132297	0.165405	1	4.846842	0.05465659	0.309206	0.668926	1.07309	1.94878	1.078635	0.774335	0.69083	2.49038	0.1533466
1680	-1160.948	-1036.534	-124.4146	2.824252	0.09913995	0.3899159	0.3473788	1	4.467901	0.03331425	0.375192	0.721308	1.0815	1.822	0.7372947	0.66264	0.811177	2.2926	0.4711532
1690	-1173.359	-1044.127	-129.2312	1.889351	0.08358909	0.772288	0.3943724	1	4.684556	0.06480387	0.279699	0.642707	1.06696	2.01064	1.16666	0.580349	0.779908	1.63862	0.3380353
1700	-1169.218	-1044.568	-124.6495	2.28431	0.09525546	0.7470774	0.2115618	1	4.633952	0.06441345	0.325005	0.6822	1.07571	1.91708	0.9586393	0.507623	0.611786	1.78222	0.2206897
1710	-1173.052	-1048.621	-124.4308	1.894663	0.10487	0.5502181	0.312342	1	4.81784	0.02992615	0.280368	0.643324	1.06712	2.00919	0.8625601	0.177867	1.01507	1.87007	0.3621104
1720	-1166.052	-1047.881	-118.1705	2.188509	0.1244978	0.8164565	0.1516039	1	2.735878	0.09529788	0.314784	0.673671	1.07406	1.93748	0.9680603	0.575898	0.484498	1.80018	0.1566058
1730	-1162.737	-1042.835	-119.9021	2.376287	0.1297422	0.7232878	0.1554016	1	2.844542	0.1302473	0.334405	0.689866	1.07708	1.89865	0.8786894	0.726646	0.572495	1.72706	0.1768561
1740	-1156.403	-1032.468	-123.9348	3.44033	0.1052662	0.8805526	0.04767622	1	3.640269	0.08003109	0.420697	0.753321	1.08397	1.74201	0.9282288	0.163031	0.667814	1.96495	0.05136257
1750	-1170.702	-1044.802	-125.9	3.046995	0.1019465	0.5403187	0.05189318	1	4.346864	0.1257728	0.392865	0.734097	1.08274	1.7903	0.5922119	0.76728	0.352953	2.35835	0.08762602
1760	-1164.021	-1042.165	-121.8557	2.918728	0.1030159	0.6869463	0.1058671	1	3.436188	0.1036348	0.382875	0.726927	1.08208	1.80811	0.7928134	0.576689	0.52165	2.09621	0.1335334
1770	-1168.547	-1042.87	-125.6768	1.777395	0.09677457	0.4645707	0.2669459	1	3.458226	0.1037929	0.265173	0.629042	1.06327	2.04251	0.7315165	0.516848	0.279524	1.80342	0.3649212
1780	-1166.448	-1040.657	-125.7916	2.064481	0.1140367	0.3872704	0.2043488	1	3.994069	0.1100946	0.300852	0.6617	1.07152	1.96593	0.5916192	0.721059	0.753169	1.95298	0.345406
1790	-1168.677	-1046.744	-121.9327	2.215884	0.1154861	0.5045917	0.1381994	2	4.212758	0.03239441	0.317751	0.676168	1.07456	1.93152	0.6427911	0.824785	2.01481	1.85485	0.214999
1800	-1167.268	-1044.894	-122.3744	2.963429	0.1065412	0.5496786	0.2561233	2	4.606131	0.04949531	0.386413	0.729483	1.08233	1.80178	0.805802	0.28931	2.30036	2.99593	0.317849
1810	-1166.085	-1038.893	-127.1921	2.072062	0.1076384	0.3734869	0.5425354	2	4.971975	0.0385548	0.301728	0.662464	1.07169	1.96412	0.9160223	0.643469	2.90831	3.26279	0.5922731
1820	-1163.106	-1041.477	-121.6299	2.155047	0.1020074	0.4243788	0.205848	2	4.794099	0.03657372	0.311106	0.670549	1.07343	1.94492	0.6302268	0.468198	3.10867	1.96666	0.3266253
1830	-1171.785	-1050.115	-121.6699	1.592444	0.1308715	0.4794988	0.3756763	1	4.929826	0.03256177	0.239256	0.603254	1.05542	2.10207	0.8551751	0.137248	2.4052	1.99678	0.4392975
1840	-1162.725	-1041.613	-121.1119	2.076719	0.1304345	0.4381739	0.4335439	2	4.093543	0.03090231	0.302264	0.662931	1.0718	1.96301	0.8717178	0.489712	4.09352	1.75076	0.4973444
1850	-1164.133	-1045.57	-118.5632	3.752499	0.1208165	0.597411	0.2414732	2	4.36083	0.06939113	0.440227	0.766191	1.08435	1.70923	0.8388842	0.80269	4.36035	1.84822	0.2878504
1860	-1169.413	-1049.497	-119.9163	1.796756	0.1365085	0.5547509	0.09958742	2	4.73716	0.08382698	0.267744	0.631501	1.06396	2.0368	0.6543383	0.535788	4.63821	2.07885	0.1521956
1870	-1173.596	-1050.537	-123.0589	1.349477	0.0987677	0.6626125	0.1692949	2	4.658405	0.07363666	0.201106	0.561421	1.04021	2.19727	0.8319074	0.835828	4.6584	2.9237	0.2035021
1880	-1173.709	-1052.415	-121.2936	1.220252	0.09552963	0.6480051	0.1385698	2	4.651997	0.05493755	0.178704	0.534238	1.02869	2.25837	0.7865749	0.984639	4.652	2.80469	0.1761686
1890	-1162.343	-1041.658	-120.685	3.260074	0.09321028	0.5954241	0.147924	2	4.911832	0.1036984	0.408432	0.744982	1.08353	1.76306	0.743348	0.36742	4.84025	1.837	0.1989969
1900	-1163.071	-1039.279	-123.7926	3.551824	0.106004	0.5561997	0.2544525	2	4.9725	0.07247798	0.427908	0.75813	1.08415	1.72981	0.8106522	0.180747	4.87755	2.25539	0.3138862
1910	-1164.604	-1043.55	-121.0537	1.9799	0.09831456	0.7124765	0.04864003	2	4.594135	0.08767565	0.290863	0.652859	1.06948	1.9868	0.7611166	0.142779	4.45625	2.24791	0.06390615
1920	-1167.964	-1046.754	-121.2099	2.144907	0.1027945	0.587718	0.1295035	2	4.99559	0.08141438	0.30998	0.669588	1.07323	1.94721	0.7172215	0.0754324	4.99559	1.57994	0.1805627
1930	-1161.71	-1042.965	-118.7443	2.013328	0.1152023	0.4981253	0.2363688	2	4.510343	0.07914208	0.294861	0.656424	1.07032	1.9784	0.7344941	0.526211	4.30994	2.28744	0.3218117
1940	-1165.365	-1043.572	-121.7935	3.098783	0.0870428	0.6326887	0.1289203	2	4.986471	0.08930819	0.396762	0.736855	1.08296	1.78342	0.761609	0.174448	4.98441	1.80421	0.1692736
1950	-1164.889	-1044.219	-120.6709	1.806848	0.1225385	0.5364508	0.1457599	2	4.737332	0.07613097	0.269075	0.632766	1.06431	2.03385	0.6822108	0.669367	4.69644	2.71816	0.2136582
1960	-1159.63	-1038.731	-120.8987	2.584071	0.1137264	0.4870059	0.04938524	2	4.85486	0.06413201	0.354285	0.705545	1.07952	1.86065	0.5363912	0.380111	4.63034	1.76238	0.09206945
1970	-1158.769	-1034.476	-124.2925	4.167667	0.1081093	0.7900243	0.029481	2	4.834867	0.03961758	0.463342	0.780815	1.08434	1.6715	0.8195053	0.40639	4.79627	2.55341	0.03597415
1980	-1161.799	-1040.121	-121.6777	2.303866	0.1132674	0.5932668	0.05077139	2	4.764854	0.08184262	0.327036	0.683871	1.07602	1.91308	0.6440382	0.221905	4.627	2.95794	0.07883289
1990	-1163.711	-1038.032	-125.6784	2.128547	0.0806888	0.4443693	0.102451	2	4.944566	0.06162308	0.308151	0.668022	1.0729	1.95093	0.5468203	0.22817	4.94457	2.64992	0.1873577
2000	-1164.376	-1040.596	-123.7798	2.529559	0.08238012	0.5716602	0.08162155	2	4.926581	0.04367279	0.349241	0.701633	1.07896	1.87017	0.6532818	0.452297	4.92654	2.85331	0.1249408
2010	-1160.813	-1035.343	-125.4705	3.757563	0.09011319	0.4363999	0.03871562	2	4.993684	0.03928454	0.440527	0.766385	1.08435	1.70873	0.4751156	0.540084	4.99328	3.19021	0.08148674
2020	-1161.922	-1038.32	-123.6017	3.287235	0.08596681	0.5686588	0.1296113	2	4.993684	0.0653298	0.410331	0.746286	1.08361	1.75978	0.6982701	1.15519	4.9752	3.33408	0.1856177
2030	-1167.244	-1043.802	-123.4412	2.387636	0.08925454	0.4668569	0.1452736	2	4.993684	0.03438412	0.335538	0.690778	1.07723	1.89645	0.6121306	1.34288	4.99368	3.30055	0.2373246
2040	-1178.206	-1048.184	-130.0222	1.846832	0.08211333	0.3296094	0.2498636	1	4.993684	0.1027293	0.274279	0.637671	1.06564	2.02241	0.579473	0.157422	4.67467	3.45666	0.4311911
2050	-1184.266	-1056.517	-127.749	2.114054	0.07806888	0.4659509	0.1382964	2	4.987576	0.1306192	0.306519	0.666619	1.0726	1.95426	0.6042473	0.140718	4.93998	1.97864	0.2288739
2060	-1169.25	-1047.374	-121.8759	2.110228	0.096713	0.6517609	0.07732307	2	4.844334	0.07749688	0.306087	0.666246	1.07252	1.95515	0.729084	0.979126	4.84425	2.20127	0.1060551
2070	-1169.895	-1051.508	-118.3872	1.226666	0.09101571	0.528613	0.01878193	3	4.847511	0.02604286	0.179852	0.535686	1.02933	2.25513	0.5473949	1.685	4.7857	2.53693	0.03431147
2080	-1168.372	-1050.544	-117.8283	2.436713	0.1177574	0.6248456	0.04640936	3	4.996467	0.06646808	0.340373	0.694647	1.07787	1.88711	0.671255	2.32755	4.58994	2.21402	0.06913819
2090	-1166.116	-1045.74	-120.3754	1.96816	0.1148855	0.7330962	0.2042508	2	4.932225	0.06448845	0.289444	0.651585	1.06917	1.9898	0.937347	1.21249	4.93211	1.84127	0.2179031
2100	-1166.777	-1046.44	-120.3374	3.577863	0.1092803	0.6316702	0.1611585	2	4.973449	0.09247319	0.429553	0.759217	1.08419	1.72704	0.7928287	0.908497	4.68158	1.87812	0.2032703
2110	-1180.352	-1061.742	-118.6105	1.346948	0.08641016	0.7358907	0.1455999	2	4.835817	0.05758373	0.200682	0.560926	1.04001	2.19838	0.8814906	0.632324	4.82584	2.09785	0.1651746
2120	-1165.559	-1042.21	-123.3484	2.943282	0.1276342	0.7159342	0.07303924	2	4.883831	0.2506019	0.384826	0.728338	1.08222	1.80461	0.7889734	0.150503	4.37822	1.92898	0.09257503
2130	-1163.174	-1042.233	-120.9407	1.714921	0.1254604	0.6047488	0.1028423	2	4.374207	0.1313299	0.256697	0.620816	1.06089	2.06159	0.7075911	0.0957098	4.31209	2.19486	0.1453415
2140	-1163.058	-1043.761	-119.2966	1.683697	0.0988561	0.6618094	0.05136832	2	4.539398	0.09078369	0.252357	0.616528	1.05961	2.07151	0.7131777	0.181848	4.52648	1.64749	0.07202737
2150	-1180.874	-1058.022	-122.8519	2.769488	0.1339308	0.6827865	0.07327325	2	4.943707	0.2393602	0.370604	0.71791	1.08111	1.83037	0.7560598	1.1037	3.81659	2.72596	0.09691463
2160	-1162.69	-1043.412	-119.2779	1.691217	0.1158097	0.6033807	0.07422542	2	4.933432	0.07756385	0.253408	0.617572	1.05992	2.0691	0.6776061	0.859843	4.65654	2.73922	0.1095407
2170	-1175.844	-1054.099	-121.7453	2.180223	0.1112854	0.4935025	0.137837	1	4.911366	0.05103186	0.313879	0.672905	1.07391	1.93931	0.6313396	1.30497	4.29793	2.00441	0.2183247
2180	-1169.041	-1050.195	-118.8462	2.87453	0.1150849	0.5189732	0.1017146	2	4.943958	0.05653874	0.379316	0.724336	1.08182	1.81453	0.6206878	0.963095	3.93511	2.14539	0.163874
2190	-1175.994	-1051.825	-124.1684	1.706248	0.1168718	0.3556054	0.04688847	2	4.114244	0.1888537	0.255498	0.619637	1.06054	2.06432	0.4024939	0.567053	3.23021	2.0724	0.1164949
2200	-1159.073	-1038.57	-120.5023	2.261391	0.1283795	0.518043	0.1051184	1	4.606902	0.1148901	0.3226	0.680212	1.07534	1.92185	0.6231613	0.361811	2.4726	2.21114	0.1686857
2210	-1161.299	-1040.552	-120.7476	2.65389	0.09959789	0.8576359	0.0173745	2	3.506931	0.08618394	0.360578	0.710365	1.08018	1.84888	0.8750104	0.317244	1.68882	2.12386	0.01985633
2220	-1167.731	-1042.614	-125.1168	1.853472	0.09379943	0.558957	0.03624053	1	3.823546	0.1574868	0.275133	0.638469	1.06585	2.02055	0.5951976	0.43486	1.25854	2.3368	0.06088825
2230	-1166.7	-1040.412	-126.2875	2.634653	0.09777453	0.6554382	0.07185242	1	3.436277	0.09584951	0.358862	0.709058	1.08	1.85208	0.7272907	0.686505	1.09127	1.74877	0.09879464
2240	-1175.27	-1049.22	-126.0507	2.540484	0.09308632	0.4740055	0.08497179	1	3.375889	0.03744787	0.350262	0.702428	1.07907	1.86824	0.5589773	0.856035	1.26432	2.02322	0.1520129
2250	-1172.759	-1042.173	-130.5863	3.007678	0.07946803	0.5760977	0.09379492	1	4.19449	0.05924698	0.389855	0.731952	1.08255	1.79564	0.6698926	0.324418	0.328987	2.03014	0.1400149
2260	-1173.004	-1047.402	-125.6014	1.926764	0.08944919	0.4836484	0.0320689	2	4.689433	0.09358783	0.284373	0.646993	1.06804	2.00059	0.5157173	0.702252	1.92856	2.28527	0.0621831
2270	-1179.272	-1047.878	-131.3939	2.936207	0.08007042	0.4686836	0.04799433	1	4.732854	0.06657087	0.384266	0.727934	1.08218	1.80562	0.5166779	1.35314	2.21932	2.46797	0.09289022
2280	-1175.261	-1046.175	-129.086	3.081978	0.07999843	0.4875283	0.143359	1	4.733493	0.07850918	0.395506	0.735968	1.08289	1.78563	0.6308873	0.627327	1.03782	2.03311	0.227234
2290	-1180.501	-1050.426	-130.0753	2.283992	0.1009688	0.5736729	0.1613251	1	4.665386	0.1147526	0.324971	0.682172	1.07571	1.91715	0.734998	1.32381	1.96926	1.5113	0.2194906
2300	-1170.959	-1046.781	-124.1775	1.452862	0.09942882	0.3463711	0.159308	2	4.028508	0.1203281	0.217948	0.580517	1.04753	2.15401	0.505679	1.04386	2.11997	2.38887	0.3150377
2310	-1172.768	-1044.957	-127.8114	1.831791	0.0877883	0.6165954	0.05898584	1	4.16895	0.1074588	0.272334	0.635845	1.06515	2.02667	0.6755813	0.98728	2.22844	1.72837	0.08731124
2320	-1163.876	-1035.238	-128.6386	2.548971	0.08757199	0.6437918	0.05940489	1	4.712731	0.1078562	0.351051	0.703042	1.07916	1.86674	0.7031967	1.11301	1.23966	2.36669	0.08447834
2330	-1178.001	-1052.913	-125.0875	3.254639	0.102674	0.5075127	0.1426298	1	4.004391	0.1259472	0.40805	0.744719	1.08351	1.76372	0.6501425	1.66407	1.52421	1.96652	0.2193824
2340	-1178.661	-1054.915	-123.7458	2.64775	0.1198206	0.4432212	0.2274492	1	4.650843	0.04732011	0.360032	0.70995	1.08012	1.8499	0.6706704	1.61301	0.972369	1.88134	0.339137
2350	-1172.274	-1042.27	-130.0035	2.658122	0.07742212	0.4406807	0.2682737	1	4.6527	0.1191164	0.360953	0.710651	1.08022	1.84818	0.7089545	1.12461	0.895194	2.27812	0.3784075
2360	-1169.339	-1042.374	-126.9653	1.723634	0.1002376	0.6664491	0.2626889	1	4.692981	0.04935026	0.257895	0.621991	1.06124	2.05887	0.9291381	0.96972	1.74256	2.46686	0.2827232
2370	-1164.976	-1039.222	-125.7538	2.763155	0.09364009	0.8450586	0.1466966	1	4.807854	0.0521885	0.370067	0.71751	1.08107	1.83136	0.9917552	0.779952	1.9233	2.27656	0.1479161
2380	-1175.169	-1041.473	-133.6959	4.109542	0.08992532	0.3165896	0.5177026	1	4.450707	0.1025089	0.46028	0.778914	1.08437	1.67644	0.8342922	0.543211	1.78361	3.13239	0.6205291
2390	-1166.477	-1038.738	-127.7387	2.04411	0.09205325	0.288049	0.2558291	1	4.466931	0.07173686	0.298484	0.659624	1.07106	1.97084	0.5438781	1.07434	3.29457	2.48219	0.4703796
2400	-1175.528	-1045.721	-129.8066	3.088849	0.09079869	0.4593705	0.222569	1	4.322407	0.09194972	0.396021	0.736332	1.08292	1.78473	0.6819396	0.498236	2.55264	3.22684	0.3263764
2410	-1167.372	-1038.414	-128.9578	2.748889	0.08554275	0.5394587	0.2372455	1	4.585791	0.06363026	0.368852	0.716603	1.08096	1.83359	0.7767042	0.878917	1.61978	3.05441	0.3054515
2420	-1162.43	-1034.564	-127.8653	1.916426	0.09564122	0.5349743	0.0867783	1	4.634352	0.05960316	0.28309	0.645822	1.06775	2.00334	0.6217526	0.211954	1.09622	2.73914	0.1395705
2430	-1157.398	-1039.498	-117.8999	2.762271	0.09369293	0.6708615	0.03547445	2	4.950297	0.05086527	0.369992	0.717454	1.08106	1.83149	0.706336	5.65099e-06	2.12521	3.11234	0.0502232
2440	-1159.829	-1039.434	-120.3952	2.874424	0.09278176	0.4181701	0.1083019	1	4.538978	0.06506009	0.379308	0.724329	1.08182	1.81454	0.5264721	5.65099e-06	3.47125	2.93334	0.2057126
2450	-1162.68	-1037.808	-124.8718	2.363883	0.08816964	0.6438565	0.1914604	1	4.824982	0.05051963	0.33316	0.68886	1.0769	1.90108	0.8353169	5.65099e-06	1.84584	2.78236	0.2292069
2460	-1165.653	-1037.027	-128.6258	2.221577	0.0872557	0.5275275	0.2027484	1	4.357388	0.06667562	0.318363	0.676681	1.07466	1.9303	0.7302758	0.194801	0.838574	1.97488	0.2776326
2470	-1178.272	-1042.993	-135.2797	2.367019	0.06960169	0.356441	0.1079961	1	4.906681	0.1412461	0.333475	0.689115	1.07695	1.90046	0.4644371	0.139356	1.39408	3.25354	0.2325312
2480	-1172.18	-1040.967	-131.2129	2.51849	0.07071844	0.5186092	0.1468941	1	4.343572	0.09919483	0.348203	0.700822	1.07883	1.87214	0.6655032	0.292792	1.9501	3.77139	0.2207263
2490	-1179.55	-1047.922	-131.6281	1.474363	0.09483133	0.1680785	0.388094	1	4.653486	0.0631046	0.221335	0.584233	1.04888	2.14555	0.5561725	1.35621	1.92766	2.90807	0.6977943
2500	-1174.276	-1044.757	-129.5191	3.694836	0.0746846	0.6090265	0.2286911	2	4.134936	0.08735095	0.43677	0.763948	1.08431	1.71497	0.8377176	2.07112	0.951288	2.13588	0.2729931
2510	-1185.622	-1055.018	-130.6036	1.964616	0.08364786	0.4377745	0.3044581	0	4.411425	0.04522557	0.289014	0.651197	1.06908	1.99071	0.7422325	1.22251	1.32156	1.02996	0.4101923
2520	-1180.018	-1051.649	-128.3686	2.003593	0.08824156	0.3227004	0.2671518	1	4.362707	0.05036409	0.293703	0.655395	1.07008	1.98082	0.5898522	1.53993	1.29137	2.32691	0.4529131
2530	-1169.006	-1040.621	-128.3847	1.970912	0.08405386	0.4603976	0.1661163	1	4.955071	0.06401968	0.289777	0.651884	1.06924	1.98909	0.6265138	0.655034	2.12062	2.05624	0.2651438
2540	-1174.736	-1049.298	-125.4377	3.481273	0.08805324	0.6117661	0.1407739	2	4.125315	0.07583075	0.423377	0.755116	1.08404	1.73746	0.75254	0.931975	2.61401	2.27361	0.187065
2550	-1176.059	-1046.58	-129.4794	2.845824	0.09149424	0.4724693	0.2662793	0	4.17022	0.0490729	0.376971	0.722618	1.08164	1.81877	0.7387485	0.925143	3.05516	2.60778	0.3604464
2560	-1184.36	-1056.444	-127.9159	1.587766	0.0874371	0.4860544	0.08774552	2	4.31045	0.06447055	0.238568	0.602542	1.05519	2.10371	0.5737999	0.866246	3.03841	2.5833	0.1529201
2570	-1181.822	-1051.497	-130.3253	1.584845	0.08129515	0.4417311	0.2185648	2	4.745761	0.02821253	0.238137	0.602096	1.05504	2.10473	0.6602958	0.871766	2.36272	3.3444	0.3310104
2580	-1179.922	-1048.83	-131.0912	1.747348	0.08061017	0.3225145	0.1724525	1	4.669648	0.06248415	0.26113	0.625143	1.06216	2.05157	0.4949669	1.57475	1.1327	2.90308	0.3484121
