Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	turnover
720	-3172.293	-2918.372	-253.9208	0.382824	0.2543891	0.4940502	0.4896936	14	4.915518	0.1860025	0.0143165	0.168813	0.712004	3.10487	0.9837438	0.838608	0.242793	0.489124	0.626005	0.0517988	0.392203	2.20543	0.671154	2.08807	1.85142	0.434798	0.117967	3.83662	0.0443111	0.137535	2.57472	0.4977857
730	-3179.87	-2929.452	-250.4172	0.3949812	0.2375834	0.83431	0.384378	14	4.895243	0.2271641	0.0159971	0.177997	0.725792	3.08021	1.218688	0.786751	0.273075	0.489124	0.626005	0.0517988	0.372055	2.30413	0.647697	2.0846	1.74473	0.546874	0.36308	3.11271	0.100136	0.137535	2.6768	0.3154031
740	-3160.996	-2919.036	-241.9596	0.4724901	0.2751269	0.8977064	0.140227	14	4.208424	0.3798965	0.0284093	0.233578	0.799171	2.93884	1.037933	0.697909	0.273075	0.489124	0.626005	0.0912057	0.398528	2.3034	0.647697	2.0846	2.15761	0.597754	0.480053	3.37649	0.100136	0.0886365	2.32718	0.1351021
750	-3164.634	-2917.422	-247.2116	0.4300358	0.2758821	1.03377	0.1509105	14	4.204504	0.3918005	0.0212753	0.203815	0.761839	3.01307	1.18468	0.604493	0.260093	0.449861	0.619411	0.0912057	0.42208	2.33145	0.681461	2.0846	2.15761	0.594047	0.146184	3.35577	0.00791411	0.0896978	2.46683	0.127385
760	-3184.81	-2935.72	-249.0903	0.3097517	0.2616239	1.100646	0.1861378	14	4.367109	0.2770554	0.00611964	0.1121	0.611822	3.26996	1.286784	0.73695	0.2439	0.929681	0.619411	0.0912057	0.491323	2.18805	0.681461	2.0846	2.15761	0.632959	0.0631597	3.68936	0.00791411	0.0896978	2.46683	0.1446535
770	-3172.043	-2920.761	-251.2822	0.4152346	0.2593811	0.9800264	0.05826537	14	4.937372	0.4145864	0.0189722	0.193042	0.747253	3.04073	1.038292	0.666271	0.383884	0.864684	0.466562	0.0912057	0.491323	2.23845	0.681461	2.0846	2.15761	0.632959	0.201318	4.3757	0.00791411	0.164262	2.46683	0.05611657
780	-3170.498	-2921.832	-248.6658	0.4026129	0.2413233	0.754089	0.1940251	14	4.778074	0.4011421	0.0170932	0.183705	0.734093	3.06511	0.9481141	0.848629	0.344989	0.486545	0.466562	0.0912057	0.539442	2.23845	0.656838	2.0846	2.00424	0.632959	0.164025	4.3757	0.0775315	0.164262	1.92029	0.2046432
790	-3169.831	-2919.494	-250.337	0.3912531	0.2452108	0.856133	0.1148576	14	4.816204	0.2369043	0.015473	0.175192	0.721639	3.0877	0.9709907	0.712261	0.344989	0.541252	0.524931	0.121601	0.465461	2.17934	0.656838	2.0846	2.00424	0.546323	0.130616	3.96157	0.0775315	0.0605806	3.00425	0.1182891
800	-3175.024	-2924.746	-250.2779	0.4415973	0.2471888	0.8842238	0.06244634	14	4.837777	0.3464441	0.0231442	0.212091	0.772638	2.99213	0.9466701	0.911259	0.344989	0.541252	0.51094	0.121601	0.465461	2.13778	0.656838	2.0846	2.00424	0.608015	0.24457	4.34977	0.0775315	0.179594	2.69709	0.0659642
810	-3176.692	-2923.503	-253.1886	0.4191231	0.2529003	0.9885159	0.1749204	14	4.694309	0.1659167	0.0195671	0.195891	0.751171	3.03337	1.163436	0.828954	0.344989	0.552103	0.51094	0.121601	0.407839	2.1895	0.656838	2.0846	1.73774	0.608015	0.190854	4.34977	0.0775315	0.179594	2.47177	0.1503481
820	-3188.334	-2932.492	-255.8425	0.3947298	0.2216651	0.8973062	0.1090063	14	4.804999	0.3151284	0.0159615	0.177808	0.725514	3.08072	1.006313	0.696749	0.289981	0.921658	0.51094	0.121601	0.485025	2.1895	0.656838	2.0846	1.73774	0.601934	0.100654	4.36367	0.0775315	0.197355	3.02032	0.1083225
830	-3186.014	-2929.86	-256.1548	0.4026523	0.1962659	0.6121925	0.3635881	14	4.974127	0.3774552	0.0170989	0.183735	0.734135	3.06503	0.9757806	0.696749	0.247219	0.604834	0.51094	0.0793286	0.478463	2.17847	0.613308	2.0846	1.77051	0.665598	0.047647	4.02431	0.0775315	0.153578	3.02032	0.3726125
840	-3181.909	-2923.703	-258.2059	0.4722074	0.261963	0.7679844	0.3759394	13	4.770615	0.4210911	0.0283595	0.233385	0.798943	2.93931	1.143924	0.749408	0.372922	0.604834	0.51094	0.0793286	0.513328	2.16744	0.613308	2.06626	1.77051	0.645442	0.0880452	3.81207	0.0489251	0.153578	3.02032	0.3286402
850	-3195.693	-2939.14	-256.5526	0.4274129	0.2566942	0.6489995	0.2118962	13	4.739121	0.3784971	0.0208596	0.20192	0.759319	3.0179	0.8608958	0.822193	0.389135	0.594759	0.552137	0.0793286	0.513328	2.16744	0.613308	2.13549	1.77051	0.796795	0.0880452	4.07128	0.0489251	0.0615272	2.45274	0.2461346
860	-3188.302	-2934.615	-253.6872	0.5181916	0.2564268	0.7399819	0.2965261	13	4.982966	0.2495265	0.036807	0.263626	0.833067	2.8665	1.036508	0.729216	0.351269	0.417548	0.552137	0.0535118	0.576817	2.20435	0.613308	2.13549	1.80229	0.796795	0.0266421	4.20297	0.0177313	0.148123	2.45274	0.2860818
870	-3174.077	-2923.937	-250.1401	0.4968904	0.2432734	0.8088921	0.1275531	14	4.323529	0.2439491	0.0328128	0.249881	0.817993	2.89931	0.9364452	0.729216	0.351269	0.509047	0.552137	0.0535118	0.452048	2.20435	0.626092	2.13549	1.80229	0.796795	0.0266421	4.06882	0.0177313	0.148123	1.85515	0.1362099
880	-3171.767	-2925.64	-246.1265	0.4874173	0.2538273	0.8274888	0.1325083	14	3.891431	0.3281644	0.03108	0.243622	0.810893	2.91441	0.9599971	0.777537	0.351269	0.506842	0.572442	0.0535118	0.446091	2.20435	0.765252	2.13549	1.80229	0.910909	0.214705	3.39475	0.0177313	0.146654	1.99745	0.1380299
890	-3170.605	-2920.258	-250.3473	0.4839404	0.2355938	0.7699006	0.1154524	13	3.597214	0.4696105	0.0304512	0.241302	0.808222	2.92002	0.8853531	0.760513	0.358805	0.506842	0.572442	0.0535118	0.351731	2.18535	0.765252	2.13549	1.80229	0.910909	0.184004	3.50027	0.0177313	0.0607644	1.7604	0.1304027
900	-3178.761	-2933.782	-244.9784	0.4096604	0.2515673	0.6729031	0.160415	14	3.828742	0.3499667	0.0181324	0.188935	0.741526	3.05141	0.8333182	0.658609	0.358805	0.809023	0.573639	0.0535118	0.351731	2.11279	0.786569	1.99413	1.80229	0.910894	0.300521	3.50027	0.0177313	0.0506911	1.51349	0.1925015
910	-3178.798	-2930.21	-248.5885	0.4387767	0.2620057	0.7160356	0.1172826	14	3.894594	0.3634294	0.0226828	0.210084	0.77005	2.99718	0.8333182	0.713055	0.377131	0.809023	0.667516	0.0535118	0.367612	2.11279	0.805456	1.99413	1.80229	0.910894	0.0531453	3.50027	0.0523467	0.16687	1.9652	0.1407417
920	-3173.658	-2926.759	-246.8986	0.4166151	0.2499551	0.9136834	0.1373435	14	4.084613	0.3802514	0.0191826	0.194055	0.748652	3.03811	1.051027	0.710223	0.284218	0.809023	0.596962	0.0535118	0.401029	2.13646	0.805456	1.99413	1.80229	0.888732	0.0458409	3.04263	0.0523467	0.130999	1.9652	0.1306755
930	-3178.847	-2927.176	-251.6705	0.4910025	0.2680411	0.8145008	0.1051695	14	4.753369	0.4704667	0.0317325	0.246002	0.81361	2.90866	0.9196703	0.756229	0.253675	0.672411	0.596962	0.0535118	0.375233	2.13741	0.713441	1.99413	1.80984	0.822696	0.0351921	3.04815	0.0523467	0.116411	1.66754	0.1143557
940	-3187.059	-2938.121	-248.9384	0.3867641	0.2272123	0.7114116	0.2193879	13	4.106968	0.3652174	0.0148521	0.171801	0.716551	3.0968	0.9307995	0.809383	0.266317	0.890983	0.596962	0.0535118	0.375233	2.18479	0.679534	1.99413	1.80984	0.822696	0.0469807	3.11852	0.0523467	0.116411	2.2279	0.2356984
950	-3180.34	-2930.854	-249.4866	0.4156585	0.3075317	0.7078728	0.2331019	13	4.425356	0.2656344	0.0190367	0.193353	0.747684	3.03993	0.9409747	0.809383	0.266317	0.557553	0.596962	0.0535118	0.375233	2.18479	0.760373	1.99413	1.98355	1.00976	0.0469807	3.17654	0.0523467	0.116411	3.3911	0.2477238
960	-3177.753	-2931.23	-246.5237	0.4011185	0.2730018	0.9357787	0.1802163	14	3.680508	0.1998817	0.0168761	0.182591	0.732488	3.06804	1.115995	0.745463	0.200632	0.477932	0.491684	0.0535118	0.35331	2.18479	0.592327	1.99413	1.74348	0.755489	0.0634683	3.18842	0.0523467	0.116411	2.30747	0.1614848
970	-3168.181	-2923.682	-244.4983	0.4551581	0.278554	1.114719	0.09420357	14	4.147599	0.3043121	0.025409	0.221637	0.784684	2.96827	1.208923	0.745463	0.366571	0.676255	0.423142	0.0535118	0.35331	2.18479	0.593176	1.99413	1.7904	0.755489	0.157899	2.94259	0.0523467	0.0770264	1.5867	0.07792355
980	-3176.865	-2930.497	-246.3671	0.36915	0.2881389	1.114268	0.06050728	13	3.403799	0.3488732	0.0125269	0.158364	0.695616	3.13349	1.174775	0.745463	0.448785	1.00252	0.45424	0.0535118	0.383763	2.0946	0.593176	1.89537	1.7904	0.724153	0.082607	2.94259	0.0523467	0.0929506	1.5867	0.05150542
990	-3174.37	-2930.423	-243.9477	0.4592818	0.2176621	0.9394718	0.1110313	14	4.15563	0.2464376	0.0261125	0.224505	0.78822	2.96116	1.050503	0.745463	0.279034	0.709005	0.469027	0.0535118	0.383763	2.17763	0.619339	1.89537	1.7904	0.724153	0.0683456	2.72349	0.0503357	0.108934	1.5867	0.1056934
1000	-3183.621	-2936.881	-246.7397	0.4047973	0.2778483	0.8481331	0.08924679	13	3.913751	0.4073426	0.0174125	0.185331	0.73642	3.06084	0.9373799	0.767968	0.249736	0.791728	0.616073	0.00493163	0.248999	2.18087	0.732788	2.07006	1.67433	0.724153	0.0702188	3.21677	0.0503357	0.0877217	1.33796	0.09520877
1010	-3175.858	-2925.903	-249.955	0.4450628	0.2439096	0.5680559	0.257084	12	3.723261	0.4303613	0.0237157	0.214548	0.775779	2.98596	0.8251398	0.803581	0.249736	0.791728	0.705018	0.0382253	0.188578	2.18087	0.850468	2.07006	1.80446	0.724153	0.0597731	3.26	0.0503357	0.0627403	1.33796	0.3115641
1020	-3160.746	-2917.394	-243.3519	0.3445072	0.2683766	0.9304568	0.1160287	14	4.354802	0.3678645	0.00958876	0.139279	0.663509	3.18762	1.046485	0.612004	0.249736	0.707857	0.654713	0.0382253	0.218007	2.16272	0.823021	2.07006	1.80446	0.815137	0.17785	3.17493	0.00920536	0.0489677	1.33796	0.1108746
1030	-3167.995	-2919.083	-248.9113	0.4148595	0.2634057	1.072023	0.2433468	13	4.355227	0.3810627	0.0189152	0.192766	0.746872	3.04145	1.31537	0.611028	0.232698	0.413074	0.654713	0.0382253	0.193652	2.14436	0.823021	2.07006	1.80446	0.815137	0.106655	3.26855	0.0513465	0.0366237	1.4428	0.1850025
1040	-3170.697	-2925.853	-244.8438	0.4456722	0.2627857	1.020184	0.2210111	14	4.637739	0.3700233	0.0238167	0.214978	0.776326	2.98488	1.241195	0.724072	0.103052	0.921285	0.5764	0.0210212	0.193652	2.17952	0.717737	2.07006	1.80446	0.826119	0.202763	3.26855	0.0513465	0.0366237	1.4428	0.1780632
1050	-3175.374	-2924.246	-251.128	0.4224822	0.2388762	0.6607638	0.2546521	14	4.901505	0.3037298	0.0200869	0.198342	0.754506	3.02707	0.915416	0.711304	0.148061	0.820829	0.565289	0.029983	0.193652	2.2832	0.673188	2.07006	1.97492	1.01188	0.143524	3.26855	0.0513465	0.0366237	2.08557	0.2781819
1060	-3165.751	-2914.343	-251.4081	0.43074	0.226185	0.9293401	0.214873	14	4.520972	0.2805305	0.0213874	0.204323	0.762512	3.01178	1.144213	0.767273	0.186411	0.528387	0.565289	0.029983	0.213397	2.21968	0.673188	2.07006	1.97492	1.01188	0.0662638	3.74575	0.0498163	0.0477612	1.91365	0.187791
1070	-3175.821	-2924.539	-251.2828	0.442615	0.2331556	0.8335557	0.1570331	14	4.151211	0.3363838	0.0233115	0.212814	0.773565	2.99031	0.9905887	0.697339	0.261738	0.528387	0.465463	0.029983	0.212559	2.28598	0.655193	2.07006	1.90739	1.01188	0.1186	3.79131	0.0498163	0.0477612	1.91365	0.158525
1080	-3178.496	-2925.993	-252.5028	0.518191	0.1999056	0.7097908	0.4445212	14	4.198183	0.2992892	0.0368069	0.263626	0.833066	2.8665	1.154312	0.770655	0.223211	0.874191	0.465463	0.029983	0.381946	2.37484	0.636684	2.24574	2.23523	1.01188	0.1186	3.79131	0.0498163	0.0898752	2.09158	0.3850963
1090	-3169.559	-2913.594	-255.9646	0.4526527	0.2123812	0.7410932	0.46422	13	4.669876	0.2191482	0.0249849	0.219887	0.782507	2.97262	1.205313	0.700424	0.157956	0.571768	0.660596	0.0316534	0.381946	2.51116	0.749459	2.24935	2.25491	1.01188	0.0205494	3.9826	0.0498163	0.0930659	2.09158	0.3851447
1100	-3172.681	-2919.499	-253.1826	0.4176043	0.2208532	0.9936374	0.1782521	14	4.407657	0.3530262	0.0193339	0.19478	0.749649	3.03624	1.17189	0.700424	0.157956	0.775529	0.660596	0.0316534	0.367351	2.48654	0.89157	2.24935	2.31795	1.01188	0.0596375	3.94454	0.0498163	0.0737395	2.09158	0.1521066
1110	-3168.229	-2913.234	-254.9947	0.4418917	0.2470581	0.8969241	0.1056485	14	4.911241	0.4012015	0.0231925	0.2123	0.772907	2.9916	1.002573	0.804925	0.157956	0.727117	0.729765	0.0316534	0.371445	2.4866	0.846398	2.24935	2.23227	1.01188	0.0596375	3.88134	0.0498163	0.0737395	1.8221	0.1053774
1120	-3174.066	-2918.598	-255.4681	0.4332652	0.2145753	0.7346059	0.1294583	13	4.615339	0.3445744	0.0217913	0.206139	0.764907	3.00716	0.8640641	0.96775	0.293052	0.727117	0.729765	0.0316534	0.357399	2.47696	1.12734	2.24935	2.0344	1.01188	0.0974476	3.88134	0.0498163	0.0359378	1.8221	0.1498248
1130	-3173.766	-2911.48	-262.2859	0.4379287	0.1796286	0.7767402	0.1799263	13	4.758458	0.4145894	0.0225447	0.209479	0.769266	2.99871	0.9566665	0.990645	0.293052	0.5323	0.838236	0.0316534	0.391295	2.47696	1.08127	2.33887	2.0344	1.01188	0.115181	4.20057	0.0498163	0.106546	1.8221	0.1880763
1140	-3172.499	-2914.379	-258.1207	0.4643202	0.1963135	0.6160678	0.2959008	12	4.435444	0.2605766	0.026981	0.227986	0.792464	2.95257	0.9119686	1.07418	0.398953	1.23023	0.838236	0.0316534	0.391295	2.52107	0.929009	2.33887	2.0344	1.01188	0.074662	4.081	0.0498163	0.0893956	1.8221	0.3244638
1150	-3191.213	-2930.826	-260.3864	0.4543951	0.2152676	0.6505314	0.305337	12	4.589755	0.2600623	0.0252796	0.221105	0.784023	2.96959	0.9558683	1.07418	0.501692	0.906776	0.838236	0.0243922	0.391295	2.5222	0.929009	2.33887	2.0344	1.18868	0.111389	4.05956	0.0299486	0.13376	1.8221	0.3194341
1160	-3175.301	-2913.653	-261.6477	0.4357432	0.1969217	0.4605916	0.4779776	13	4.383635	0.2561283	0.0221905	0.207916	0.767233	3.00266	0.9385691	1.07418	0.501692	1.72157	0.838236	0.0243922	0.475391	2.63819	0.929009	2.33887	2.0344	1.24863	0.111389	3.93378	0.0417599	0.13376	1.8221	0.509262
1170	-3187.394	-2924.853	-262.5406	0.4488592	0.2048653	0.5175015	0.3701114	12	4.636054	0.2345997	0.0243476	0.217225	0.779169	2.97926	0.8876129	1.0356	0.508653	0.707957	0.710729	0.0243922	0.543516	2.63606	0.922791	2.33887	2.0344	1.25631	0.175589	4.0484	0.0417599	0.282435	1.8221	0.4169739
1180	-3187.45	-2924.514	-262.9358	0.4985034	0.1573653	0.6209606	0.2103038	14	4.939342	0.3286772	0.0331107	0.250938	0.819176	2.89678	0.8312644	1.16529	0.512825	0.707957	0.710729	0.0243922	0.552232	2.5994	1.02237	2.33887	2.10215	1.49647	0.0834866	3.90035	0.0417599	0.150269	2.2247	0.2529927
1190	-3186.78	-2919.726	-267.0543	0.5309667	0.1708743	0.6263373	0.1733945	12	4.986903	0.232958	0.039261	0.271652	0.841555	2.84753	0.7997319	1.16529	0.512825	0.866021	0.710729	0.0465098	0.552232	2.56002	1.02237	2.33887	2.10215	1.49647	0.0834866	4.61476	0.0417599	0.117975	1.99314	0.2168158
1200	-3184.052	-2921.056	-262.996	0.4409384	0.1572897	0.6439025	0.1558293	14	4.980854	0.2084684	0.0230361	0.211623	0.772036	2.9933	0.7997319	1.26719	0.512825	1.80104	0.710729	0.0465098	0.552232	2.50094	0.965181	2.2942	2.29498	1.32375	0.0900815	4.98085	0.0417599	0.187106	2.69076	0.194852
1210	-3191.41	-2926	-265.4099	0.4033437	0.1549028	0.7211651	0.0785668	14	4.999364	0.2021995	0.0171997	0.184249	0.734874	3.06368	0.7997319	1.39065	0.512825	1.9334	0.875224	0.0722681	0.552232	2.68925	0.989509	2.2942	2.2767	1.32375	0.0900815	4.99936	0.0417599	0.123858	2.54072	0.09824143
1220	-3186.774	-2919.384	-267.3895	0.4852498	0.18284	0.4812845	0.1398565	14	4.999364	0.2860394	0.0306875	0.242177	0.809232	2.9179	0.621141	1.45238	0.512825	0.718832	0.875224	0.0371507	0.457901	2.68925	1.11128	2.2942	2.3644	1.26584	0.0900815	4.99936	0.0417599	0.210545	2.51429	0.2251607
1230	-3192.014	-2920.994	-271.0196	0.4936733	0.153126	0.5976461	0.07574905	13	4.999364	0.1632053	0.0322212	0.247766	0.81561	2.9044	0.6733952	1.39833	0.43582	0.718832	0.875224	0.00946055	0.535646	2.80511	1.18924	2.2942	2.39645	1.26584	0.171452	4.99936	0.0335246	0.282473	2.51429	0.1124883
1240	-3191.469	-2925.573	-265.896	0.4472624	0.1665128	0.5597851	0.2594285	14	4.848419	0.3356829	0.0240811	0.216101	0.777749	2.98207	0.8192136	0.991596	0.346571	0.718832	0.875224	0.00946055	0.535646	2.78868	1.17516	2.48575	2.16156	1.26584	0.214988	4.84842	0.0335246	0.19969	2.51429	0.31668
1250	-3187.268	-2921.701	-265.5674	0.5845746	0.1804785	0.6572985	0.02887537	14	4.982896	0.3114773	0.0499429	0.303588	0.873241	2.77323	0.6861739	0.879239	0.43959	0.939414	0.875224	0.0385021	0.438843	2.78868	1.13554	2.48575	2.36143	1.26584	0.0996325	4.98281	0.0335246	0.0389927	2.51429	0.0420817
1260	-3190.95	-2921.802	-269.148	0.4546109	0.1621	0.513953	0.1980137	12	4.982896	0.1665523	0.0253162	0.221256	0.78421	2.96922	0.7119666	0.879239	0.43959	1.11377	1.11075	0.0385021	0.469908	2.98215	1.23555	2.48575	2.36143	1.26584	0.0458284	4.98	0.0335246	0.197604	2.51429	0.2781221
1270	-3188.742	-2923.963	-264.7784	0.5538274	0.1758625	0.5146933	0.1684806	14	4.992909	0.3296823	0.0437474	0.285611	0.855802	2.81484	0.6831739	1.15555	0.443557	1.11377	1.11075	0.0385021	0.469908	2.98215	1.23555	2.48575	2.36143	1.26584	0.0789989	4.9929	0.0335246	0.159986	3.13919	0.2466145
1280	-3185.18	-2917.989	-267.191	0.4353145	0.1802196	0.9222053	0.06220822	14	4.992909	0.1764843	0.0221212	0.207609	0.766832	3.00344	0.9844135	1.15555	0.565039	1.11377	0.98759	0.0385021	0.328968	2.82587	1.23555	2.48575	2.6968	1.44266	0.240579	4.96631	0.0335246	0.111426	3.13919	0.06319318
1290	-3189.576	-2927.162	-262.4137	0.4419811	0.1779297	0.538447	0.153005	14	4.992909	0.2395846	0.0232072	0.212364	0.772988	2.99144	0.691452	1.15555	0.427538	0.931331	0.98759	0.0385021	0.411431	2.92458	1.26379	2.48575	2.6968	1.39232	0.240579	4.98338	0.0472895	0.111426	3.13919	0.2212807
1300	-3186.095	-2921.825	-264.2703	0.5266845	0.2039986	0.5322778	0.06251426	14	4.992909	0.2200379	0.0384339	0.26898	0.838754	2.85383	0.5947921	1.15555	0.471189	1.09823	0.98759	0.0385021	0.384222	2.89269	1.20242	2.60456	2.6968	1.39232	0.447413	4.9929	0.0472895	0.111426	3.13919	0.1051027
1310	-3188.695	-2923.404	-265.2913	0.6064963	0.1635133	0.9822857	0.05267858	14	4.944396	0.2178044	0.0544506	0.315864	0.884597	2.74509	1.034964	1.29291	0.398595	1.07648	0.98759	0.0590649	0.384222	2.89269	1.20242	2.57977	2.6968	1.48169	0.447413	4.85552	0.0472895	0.111426	3.13919	0.05089894
1320	-3180.414	-2917.729	-262.6846	0.4396958	0.151827	0.7552265	0.1353793	14	4.983319	0.2443251	0.0228327	0.210739	0.770896	2.99553	0.8906058	1.29291	0.332366	1.15192	0.898886	0.0590649	0.509019	2.92665	1.16992	2.57977	2.31368	1.48169	0.447413	4.98329	0.0340816	0.111426	1.92685	0.1520081
1330	-3181.398	-2915.329	-266.069	0.4749707	0.1433083	0.4170238	0.1522949	14	4.983319	0.2747091	0.0288478	0.235262	0.801166	2.93472	0.5693187	1.3413	0.377618	1.30025	0.898886	0.0395296	0.509019	2.94592	1.08503	2.57977	2.31368	1.48169	0.152547	4.98332	0.0340816	0.127565	1.92685	0.2675037
1340	-3171.105	-2906.945	-264.1599	0.4188505	0.155587	0.5993568	0.1990576	14	4.990474	0.2085665	0.0195252	0.195692	0.750899	3.03388	0.7984143	1.12608	0.337245	1.09161	0.898886	0.0590178	0.479711	3.10346	1.11002	2.57977	2.95094	1.42221	0.153993	4.97358	0.0340816	0.127565	2.92821	0.2493161
1350	-3168.548	-2902.263	-266.2852	0.4978273	0.1712268	0.5166124	0.281802	14	4.990474	0.2628122	0.0329858	0.250495	0.818681	2.89784	0.7984143	1.19637	0.473647	1.09161	0.983715	0.0190799	0.479711	3.0092	1.15624	2.57977	2.95094	1.42221	0.261046	4.99047	0.0340816	0.127565	2.37762	0.352952
1360	-3172.722	-2909.177	-263.5448	0.5467111	0.1850056	0.5801004	0.06373124	14	4.990474	0.337846	0.0423387	0.281321	0.851491	2.82485	0.6438316	1.19637	0.598364	1.09161	0.97739	0.0190799	0.467452	3.01061	1.12032	2.57977	2.95094	1.42221	0.875754	4.98562	0.0340816	0.127565	2.51682	0.09898743
1370	-3172.056	-2908.667	-263.3895	0.4952206	0.1589696	0.5648521	0.3083841	14	4.990474	0.3097099	0.0325054	0.248784	0.816759	2.90195	0.8732362	1.19637	0.502825	1.09161	0.97739	0.0500314	0.467452	2.94131	1.20644	2.53071	2.95094	1.34376	0.90009	4.99047	0.0340816	0.0987744	3.06528	0.3531508
1380	-3173.223	-2910.264	-262.9588	0.4640079	0.1513986	0.5567722	0.2937273	14	4.990474	0.2472178	0.0269269	0.227771	0.792204	2.9531	0.8504995	1.05746	0.502825	0.67535	1.02115	0.0500314	0.467452	3.04291	1.28193	2.53071	2.95094	1.34376	0.90009	4.99047	0.116872	0.0987744	2.87074	0.3453586
1390	-3177.382	-2916.969	-260.413	0.4274517	0.1772472	0.6046644	0.04107786	15	4.990474	0.1940272	0.0208658	0.201948	0.759356	3.01783	0.6457422	1.2372	0.440074	1.11279	1.02115	0.0656187	0.401124	2.89468	1.28193	2.53071	2.37334	1.34376	1.20013	4.93331	0.105256	0.0987744	2.48174	0.06361341
1400	-3175.606	-2911.623	-263.9828	0.4945771	0.1751143	0.7597203	0.1137802	15	4.990474	0.3582262	0.0323871	0.248361	0.816282	2.90297	0.8735005	1.26662	0.581304	1.11279	1.02115	0.0656187	0.401124	2.84821	1.28193	2.53071	2.85604	1.34376	1.20013	4.99047	0.105256	0.0987744	2.48174	0.1302578
1410	-3188.835	-2927.738	-261.0968	0.4639276	0.1381193	0.6150754	0.03804955	15	4.990474	0.2249069	0.0269129	0.227716	0.792136	2.95323	0.6531249	1.26662	0.49727	1.50695	1.02115	0.0656187	0.509427	2.75396	1.20792	2.53071	2.85604	1.36541	1.20013	4.97501	0.00750332	0.0987744	2.02027	0.05825768
1420	-3171.698	-2912.333	-259.3651	0.4330048	0.160256	0.7265681	0.09668289	15	4.990474	0.3427469	0.0217495	0.205952	0.764661	3.00764	0.823251	1.25308	0.49727	1.50695	1.01082	0.0656187	0.560426	2.75396	1.25011	2.34595	2.85604	1.23123	1.20013	4.99047	0.00750332	0.0956061	2.02991	0.1174404
1430	-3179.401	-2922.181	-257.2195	0.4657943	0.1784191	0.6595492	0.06093066	15	4.990474	0.3356736	0.0272369	0.229	0.79369	2.95007	0.7204799	1.12102	0.53749	1.23818	1.01082	0.0656187	0.560426	2.75396	1.36769	2.34595	2.68551	1.13764	1.20013	4.95642	0.00750332	0.214471	2.02991	0.08456955
1440	-3169.507	-2907.757	-261.7501	0.4236749	0.1590485	0.7806523	0.04586458	14	4.990843	0.2720962	0.0202728	0.199209	0.755679	3.02484	0.8265168	1.2066	0.476635	0.765948	1.01082	0.0656187	0.468443	2.66917	1.34197	2.34595	2.68551	1.2474	1.53668	4.99078	0.0429167	0.187108	2.02991	0.0554914
1450	-3186.638	-2924.231	-262.4068	0.5105513	0.1652998	0.5246952	0.1444477	14	4.990843	0.1906921	0.0353597	0.258748	0.827797	2.8781	0.669143	1.17917	0.476635	0.839822	1.01082	0.0656187	0.468443	2.81947	1.27384	2.34595	2.68551	1.2474	1.53668	4.99084	0.0771201	0.16434	2.86842	0.2158698
1460	-3176.715	-2914.834	-261.8803	0.4665439	0.1407898	0.7117189	0.0351342	15	4.990843	0.3291559	0.0273673	0.229515	0.794311	2.94881	0.7468531	1.14949	0.323154	0.733176	1.01082	0.0206247	0.468443	2.85056	1.41014	2.34595	2.68551	1.2474	1.66812	4.99084	0.0771201	0.0680344	2.86842	0.04704298
1470	-3172.117	-2914.624	-257.4932	0.5122755	0.1714131	0.7161619	0.04529674	15	4.990843	0.2565642	0.0356849	0.259854	0.828999	2.87546	0.7614586	1.0706	0.297972	0.733176	1.01082	0.160496	0.468443	2.67188	1.23917	2.34595	2.58759	1.2474	1.89887	4.99084	0.0771201	0.22281	2.96366	0.0594868
1480	-3173.258	-2915.293	-257.9653	0.4988578	0.1661961	0.6721861	0.09674631	15	4.990843	0.2921153	0.0331762	0.25117	0.819436	2.89622	0.7689324	0.70698	0.297972	0.819201	1.01082	0.160496	0.475507	2.74314	1.23917	2.34595	2.58759	1.2474	1.32156	4.9904	0.0381718	0.121105	2.73825	0.125819
1490	-3172.949	-2914.107	-258.8413	0.5030874	0.1831652	0.620164	0.07386819	15	4.990843	0.3796775	0.0339614	0.253927	0.822502	2.88961	0.6940322	0.940167	0.20976	1.06999	1.01082	0.160496	0.722069	2.74314	1.15551	2.50728	2.58759	1.2474	1.58519	4.96594	0.0208197	0.0811705	2.73825	0.1064334
1500	-3181.106	-2921.607	-259.4996	0.4303407	0.1620392	0.6172315	0.1536247	15	4.990843	0.3004042	0.0213238	0.204035	0.762131	3.01251	0.7708562	0.927552	0.20976	0.584921	0.900347	0.160496	0.722069	2.8329	1.28576	2.59274	2.58759	1.2474	1.28847	4.99084	0.0208197	0.256197	3.00091	0.199291
1510	-3184.846	-2922.934	-261.9118	0.4515464	0.1860771	0.7806198	0.2980684	14	4.990843	0.2296171	0.0247985	0.219112	0.781539	2.97455	1.078688	0.934743	0.408305	0.584921	0.98996	0.160496	0.63744	2.84842	1.17532	2.59274	2.58759	1.15645	0.673613	4.99072	0.1285	0.256197	2.71285	0.2763249
