Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
128060	-1762.954	-1543.501	-219.4525	0.2516561	0.08134616	0.6474173	0.2117686	8	4.699516	0.2032538	0.00218984	0.0678886	0.504965	3.42496	0.8591859	0.123097	0.34296	0.170275	0.745746	2.77801	0.349659	0.926424	3.16885	0.882732	2.4473	0.2464759
128070	-1761.851	-1540.018	-221.8325	0.2204659	0.1009242	0.4004284	0.2137113	8	4.724274	0.1418134	0.00100821	0.0463534	0.434939	3.5177	0.6141397	0.198901	0.31186	0.102886	0.803631	2.77801	0.175036	0.926424	3.13017	0.882732	2.41985	0.3479848
128080	-1771.831	-1546.043	-225.7883	0.2154149	0.07821794	0.8613555	0.1063511	7	4.940516	0.1628018	0.000870553	0.0431147	0.42268	3.53333	0.9677066	0.0656516	0.211054	0.116498	1.14949	2.56611	0.211375	1.15079	3.13017	0.741537	2.32401	0.1099002
128090	-1763.923	-1541.286	-222.6363	0.249817	0.08966868	0.3777027	0.2228893	8	4.850242	0.2135542	0.00210324	0.0665579	0.5011	3.43024	0.6005919	0.20105	0.574143	0.116498	0.706613	2.42177	0.2551	1.15079	3.15781	1.07902	2.24989	0.371116
128100	-1756.298	-1534.127	-222.1712	0.2469295	0.08446648	0.4403821	0.2117934	9	4.827375	0.2107699	0.00197173	0.0644816	0.494965	3.43858	0.6521756	0.139822	0.513351	0.152283	0.777069	2.60182	0.121682	1.10196	2.83143	0.911525	2.62159	0.3247491
128110	-1765.703	-1544.997	-220.7066	0.2613866	0.1109298	0.7161852	0.1781818	9	4.723711	0.1858415	0.00268545	0.0750276	0.524891	3.3974	0.894367	0.0190634	0.218281	0.135011	0.601489	2.22045	0.212282	0.938265	2.83143	0.911525	2.57235	0.1992267
128120	-1766.715	-1545.611	-221.1036	0.2902051	0.08482822	0.6741076	0.1334158	9	4.676389	0.1473763	0.00453447	0.0969002	0.578981	3.31958	0.8075234	0.157373	0.445065	0.564364	0.578136	2.42237	0.301082	0.901249	2.93658	0.705986	2.57235	0.165216
128130	-1754.079	-1538.91	-215.1681	0.302851	0.08299406	0.6315289	0.1149694	9	4.645379	0.1648989	0.00552942	0.106715	0.60056	3.2872	0.7464984	0.395344	0.445065	0.038211	0.678476	2.24653	0.180081	1.18782	2.77281	0.705986	2.57235	0.1540117
128140	-1753.406	-1538.215	-215.1908	0.2499326	0.09752007	0.7563125	0.03413915	9	4.763211	0.2402037	0.00210862	0.0666413	0.501344	3.42991	0.7904517	0.0726744	0.20701	0.08373	0.603759	1.83373	0.389404	1.18782	2.77281	0.705986	2.23034	0.04318942
128150	-1760.524	-1549.585	-210.9389	0.2505179	0.1191983	0.7493642	0.01985538	9	4.66174	0.1573671	0.00213598	0.0670642	0.502577	3.42822	0.7692195	0.0401128	0.448894	0.10585	0.655971	1.85279	0.158488	0.930819	2.67437	0.82341	2.13814	0.02581237
128160	-1752.618	-1545.672	-206.9461	0.2442471	0.09701657	0.8274836	0.004486743	10	4.840692	0.192927	0.0018544	0.0625679	0.489196	3.44638	0.8319703	0.0164012	0.525472	0.051864	0.605992	1.96501	0.241787	0.930819	2.10845	0.994966	1.90169	0.005392913
128170	-1750.317	-1543.495	-206.8221	0.2480852	0.105998	0.8795012	0.002451791	10	4.577641	0.2850664	0.00202371	0.0653107	0.49743	3.43524	0.881953	0.0754978	0.379983	0.051864	0.762978	1.89868	0.218709	0.779362	2.10845	0.866948	1.81657	0.002779956
128180	-1755.646	-1546.777	-208.8685	0.2119991	0.1138157	0.6782491	0.000480704	10	4.835181	0.3192905	0.00078515	0.0409718	0.414243	3.544	0.6787298	0.0280206	0.499209	0.10749	0.76255	2.05923	0.087118	1.04844	2.1695	0.866948	1.97016	0.0007082405
128190	-1755.303	-1550.661	-204.6413	0.213264	0.119266	0.801534	0.0004846903	10	4.788639	0.1448068	0.000816068	0.0417608	0.417381	3.54004	0.8020187	0.166416	0.734141	0.10749	0.669488	1.51943	0.125481	1.04844	2.1695	0.866948	1.82113	0.0006043379
128200	-1754.764	-1546.596	-208.1683	0.2881683	0.09736045	0.6884263	0.0002104725	10	4.952493	0.1570872	0.00438473	0.0953283	0.575387	3.3249	0.6886368	0.0193324	0.37285	0.131818	0.787795	1.80914	0.0958082	1.20274	2.1741	0.928034	1.82113	0.0003056364
128210	-1761.514	-1553.156	-208.3578	0.2095479	0.105063	0.957562	0.000150126	10	4.257758	0.1232496	0.000727564	0.0394589	0.408114	3.5517	0.9577121	0.0508466	0.879514	0.131818	0.906562	1.5882	0.127644	1.25853	2.1741	0.939465	1.82023	0.0001567549
128220	-1753.97	-1544.166	-209.804	0.2042007	0.09473447	0.9640445	0.0003686025	10	4.487229	0.1545161	0.000612265	0.0362335	0.394532	3.56862	0.9644131	0.0508466	0.750891	0.241314	0.610716	1.05033	0.201104	1.25853	2.1741	0.724291	1.47297	0.0003822039
128230	-1759.238	-1549.259	-209.9784	0.2194789	0.09936999	0.7612523	0.0004140908	10	4.94687	0.1893758	0.00098022	0.0457142	0.432564	3.52074	0.7616664	0.0363691	0.805608	0.0461162	0.638134	0.829719	0.215391	1.20907	2.37517	0.724291	1.47297	0.0005436643
128240	-1762.656	-1550.197	-212.4591	0.2549234	0.08353881	0.6579148	0.0007350441	10	4.591301	0.1859317	0.0023492	0.0702679	0.511754	3.41563	0.6586499	0.0645633	0.805608	0.172601	0.727664	1.70423	0.237308	1.52728	2.37517	0.902023	1.54924	0.001115986
128250	-1768.337	-1553.304	-215.0328	0.2589092	0.08200958	0.578971	0.007055169	10	4.977679	0.2630707	0.00255324	0.0731952	0.519901	3.40435	0.5860262	0.042378	0.847187	0.0602048	0.670709	1.3433	0.438713	1.52728	2.12452	0.758054	1.54841	0.012039
128260	-1764.44	-1546.384	-218.0566	0.2000381	0.08367726	0.6110856	0.0447111	9	4.75567	0.1654607	0.000531897	0.0337974	0.383757	3.58191	0.6557967	0.153804	0.627046	0.328537	0.634684	1.71468	0.353067	1.52728	2.12452	0.758054	1.87574	0.0681783
128270	-1761.94	-1548.319	-213.6211	0.265906	0.09842601	0.8613998	0.04023409	9	4.807407	0.2483748	0.00293739	0.0783938	0.533851	3.38482	0.9016339	0.127166	0.686001	0.328537	0.547564	1.71786	0.426494	1.22582	2.12452	0.71632	1.87574	0.04462354
128280	-1755.991	-1543.377	-212.6143	0.2318645	0.1053819	0.6175842	0.09555667	9	4.766181	0.1960604	0.00137149	0.0539424	0.461649	3.48304	0.7131409	0.0537062	0.454257	0.0695607	0.588111	1.51813	0.371907	1.22582	2.12333	0.722487	1.82077	0.1339941
128290	-1752.356	-1548.821	-203.5342	0.2309899	0.1103042	0.8410532	0.06808241	10	4.170923	0.1376072	0.00134093	0.0533474	0.459646	3.48567	0.9091356	0.122548	0.840691	0.158759	0.703635	1.68636	0.425851	1.22582	1.95899	0.794538	1.71124	0.07488697
128300	-1750.271	-1553.33	-196.9408	0.2634117	0.130137	1.027276	0.03412081	10	3.271586	0.180966	0.00279662	0.0765323	0.528929	3.39174	1.061397	0.115663	0.416319	0.124734	0.631701	1.29612	0.496637	1.22582	1.88448	0.706357	1.51395	0.03214707
128310	-1748.844	-1550.236	-198.6074	0.2846181	0.1334244	0.7037371	0.02347585	10	3.765659	0.2166447	0.0041307	0.0925959	0.569043	3.33423	0.727213	0.0843305	0.913239	0.146296	0.514464	1.20541	0.406336	1.22582	1.88448	0.564093	1.5572	0.03228194
128320	-1757.639	-1550.785	-206.8539	0.2446064	0.1229908	1.335149	0.0159014	10	4.472987	0.2640338	0.00186984	0.0628234	0.489972	3.44533	1.351051	0.033039	0.81414	0.255407	0.526994	1.23821	0.203287	1.40615	1.86666	0.567078	1.5572	0.01176966
128330	-1750.738	-1550.753	-199.9852	0.2375113	0.123911	0.8466945	0.01369429	10	4.143166	0.1861882	0.00157992	0.057831	0.474398	3.46619	0.8603887	0.0109689	0.833651	0.000809947	0.49186	0.946066	0.235061	1.43285	1.849	0.567078	1.5572	0.0159164
128340	-1739.105	-1537.806	-201.2983	0.2408545	0.1134089	0.9599717	0.008709555	10	3.999506	0.1889939	0.00171258	0.0601694	0.481798	3.45632	0.9686813	0.0344705	0.407121	0.148796	0.502483	1.11194	0.24522	1.25367	1.849	0.585934	1.613	0.008991147
128350	-1752.172	-1550.186	-201.9855	0.2162127	0.10454	0.961431	0.009571738	10	4.069168	0.2040809	0.000891382	0.0436208	0.424634	3.53085	0.9710027	0.0303298	0.3181	0.148796	0.563821	1.62683	0.2217	1.25367	2.14426	0.585934	1.97967	0.009857581
128360	-1738.299	-1529.129	-209.1693	0.2059179	0.114935	0.8298173	0.01823363	9	4.300054	0.2545953	0.000647783	0.0372578	0.398926	3.56317	0.8480509	0.0157452	0.239619	0.0521537	0.709999	1.15217	0.284647	0.873737	2.04954	0.822291	1.80623	0.02150063
128370	-1740.159	-1533.694	-206.465	0.2588561	0.1113715	0.9565611	0.01907502	9	4.608909	0.2176191	0.00255045	0.073156	0.519793	3.4045	0.9756361	0.0363405	0.143321	0.0654488	0.683536	1.12943	0.304571	0.873737	1.96987	0.822291	1.76912	0.01955136
128380	-1748.853	-1541.095	-207.758	0.3027444	0.1534463	0.8124951	0.01319008	9	4.807602	0.3953212	0.00552057	0.106632	0.600383	3.28746	0.8256852	0.0310213	0.317401	0.058084	0.564646	1.09735	0.363621	0.873737	2.06634	0.61283	1.76912	0.01597471
128390	-1750.637	-1551.522	-199.1156	0.2094259	0.1420842	1.100865	0.03680474	10	4.347625	0.1301577	0.000724777	0.0393841	0.407808	3.55208	1.13767	0.0143766	0.256652	0.0843663	0.640193	1.59403	0.333587	0.576537	2.01173	0.709217	1.76912	0.032351
128400	-1754.067	-1550.729	-203.338	0.2301216	0.1275256	1.056057	0.04922278	9	3.770018	0.2789045	0.00131105	0.0527586	0.45765	3.48828	1.10528	0.0285455	0.325225	0.0590924	0.604096	1.54997	0.22158	0.835066	2.03081	0.709217	1.76912	0.04453421
128410	-1741.598	-1535.51	-206.0879	0.1942812	0.1295856	0.7930598	0.06979412	9	3.713437	0.3852598	0.000433493	0.0305428	0.368568	3.60046	0.8628539	0.0205417	0.269508	0.106343	0.673056	1.43112	0.237761	0.835066	1.99779	0.732145	1.76912	0.08088754
128420	-1751.959	-1545.388	-206.5711	0.2468639	0.1178432	0.8858493	0.08670121	9	4.297649	0.1158417	0.00196881	0.0644347	0.494825	3.43877	0.9725505	0.283581	0.246337	0.0890966	0.673056	0.968709	0.231368	0.835066	1.97208	0.714166	1.73317	0.08914828
128430	-1750.681	-1546.612	-204.0691	0.3029133	0.1255776	1.098802	0.08319548	9	4.520152	0.1958793	0.0055346	0.106763	0.600663	3.28704	1.181997	0.0724255	0.465969	0.0954277	0.646964	1.31956	0.217465	1.11241	1.97208	0.916264	1.70881	0.0703855
128440	-1755.603	-1544.086	-211.5167	0.2057533	0.1149272	0.9539332	0.195834	8	4.923083	0.1497397	0.000644318	0.0371592	0.398506	3.56369	1.149767	0.0699313	0.133333	0.160721	0.646964	1.29252	0.205115	1.05322	1.88606	0.750003	1.81779	0.1703249
128450	-1752.953	-1544.453	-208.5003	0.2846945	0.1254705	0.8402424	0.2498108	9	4.890092	0.1721998	0.00413607	0.0926546	0.569181	3.33403	1.090053	0.108449	0.129544	0.121189	0.524802	1.53665	0.155028	0.837164	1.88606	0.594974	1.81779	0.229173
128460	-1742.039	-1533.165	-208.8739	0.2484557	0.1258023	0.7192797	0.2295383	9	4.395339	0.3649147	0.00204056	0.0655769	0.498218	3.43416	0.948818	0.0839426	0.204672	0.121189	0.47895	1.43316	0.0535831	0.726152	1.88606	0.558886	1.58615	0.2419203
128470	-1751.342	-1542.342	-208.9992	0.2234405	0.1327342	0.6023701	0.07720515	9	4.504749	0.3324305	0.00109583	0.0482978	0.442036	3.50857	0.6795753	0.0119593	0.216821	0.220227	0.773421	1.44332	0.152643	0.701944	1.93763	1.07104	1.74067	0.1136079
128480	-1757.886	-1548.883	-209.0032	0.2701078	0.108401	0.8356077	0.1359075	9	4.305428	0.3308302	0.00318417	0.0815484	0.542017	3.37325	0.9715153	0.0832597	0.484253	0.402047	0.563252	1.69091	0.15054	1.25409	1.87631	0.718508	1.79345	0.1398923
128490	-1758.944	-1549.903	-209.041	0.2626281	0.1172999	0.7853302	0.1308398	9	4.427539	0.213354	0.00275327	0.0759493	0.527371	3.39393	0.9161699	0.0942418	0.64284	0.279492	0.57267	1.69091	0.0867742	1.35805	1.8898	0.616322	1.79345	0.1428117
128500	-1753.912	-1539.903	-214.0083	0.2730582	0.0971876	0.6203732	0.1489433	8	4.90541	0.1711072	0.00336475	0.0837766	0.547658	3.3652	0.7693166	0.0566504	0.420209	0.296269	0.629753	1.35533	0.24416	1.62922	1.80311	0.728894	1.79345	0.1936047
128510	-1752.416	-1541.75	-210.6663	0.2243578	0.109943	0.8274005	0.1413055	8	4.720065	0.2489376	0.00112386	0.0489027	0.444206	3.50577	0.9687061	0.192144	0.424879	0.470827	0.629753	1.44808	0.258711	1.28418	2.07516	0.728894	1.79345	0.1458704
128520	-1752.426	-1545.007	-207.4189	0.2649881	0.09732567	0.8488801	0.119826	9	4.804315	0.177179	0.00288509	0.0777078	0.532046	3.38736	0.9687061	0.123089	0.874449	0.0664933	0.630169	1.56573	0.221897	1.38305	2.02634	0.728894	2.04032	0.123697
128530	-1754.359	-1540.606	-213.7538	0.2602359	0.1074524	0.4707343	0.2033669	9	4.965315	0.117476	0.00262352	0.0741753	0.52258	3.40062	0.6741012	0.0350895	0.759157	0.129121	0.669246	1.78477	0.291251	1.26885	1.90876	0.832551	2.04032	0.301686
128540	-1754.765	-1548.32	-206.446	0.2870842	0.1246851	0.7847543	0.1143348	9	4.859325	0.1785039	0.00430622	0.094493	0.573461	3.32774	0.8990891	0.0812451	0.417161	0.206184	0.724109	1.61954	0.316679	1.48664	2.07185	0.832551	2.04032	0.1271673
128550	-1752.908	-1547.501	-205.4069	0.2460613	0.1266136	0.5998538	0.08429982	10	4.715057	0.2916419	0.00193325	0.0638606	0.493106	3.4411	0.6841536	0.00186682	0.551747	0.034368	0.755179	1.8074	0.291555	1.40335	2.14591	0.832551	2.04032	0.1232177
128560	-1748.549	-1540.584	-207.965	0.2004347	0.1290597	0.6630606	0.2542564	9	4.884196	0.1680662	0.000539214	0.0340266	0.384792	3.58064	0.917317	0.121563	0.551747	0.0693256	0.844662	2.02825	0.191649	1.21103	2.15985	1.14983	2.04032	0.277174
128570	-1743.499	-1540.162	-203.3366	0.212379	0.1216998	0.6566015	0.0601821	10	4.36284	0.2762119	0.000794351	0.0412082	0.415187	3.54281	0.7167836	0.202368	0.42153	0.0693256	0.929639	1.83512	0.135229	1.21103	2.08267	1.14983	1.96664	0.08396132
128580	-1754.573	-1543.217	-211.3558	0.2624627	0.1048123	0.9993206	0.1169124	8	4.212481	0.09182522	0.00274417	0.0758264	0.527041	3.39439	1.116233	0.0632178	0.466263	0.0804377	0.948061	1.69727	0.0981756	1.21103	2.00146	1.11854	1.96664	0.1047384
128590	-1748.457	-1544.785	-203.6723	0.2357668	0.1103049	0.6882652	0.05092237	10	4.815365	0.2074404	0.00151345	0.0566213	0.470494	3.47137	0.7391875	0.00930106	0.748869	0.0804377	0.98672	1.83094	0.0899247	1.21103	2.01526	1.11854	1.96664	0.06888965
128600	-1754.441	-1547.329	-207.1121	0.2844872	0.1162014	0.9208173	0.0883656	10	4.046274	0.3984442	0.0041215	0.0924953	0.568807	3.33458	1.009183	0.120467	0.806674	0.256177	0.981333	1.88559	0.150123	1.51983	2.09708	1.11854	1.96664	0.08756153
128610	-1750.874	-1547.756	-203.1178	0.250608	0.1340057	0.7983089	0.1216772	10	4.257085	0.1941364	0.00214021	0.0671294	0.502766	3.42796	0.9199861	0.0777073	0.690066	0.0525644	1.05183	1.63328	0.36105	1.06565	1.95876	1.10406	1.89096	0.1322598
128620	-1754.268	-1547.352	-206.9159	0.2518136	0.1095245	0.8703932	0.05622298	9	4.333304	0.2711023	0.00219736	0.0680028	0.505295	3.42451	0.9266162	0.0587069	0.55737	0.0710234	1.00739	1.53739	0.223742	0.96895	2.01442	1.10406	1.89096	0.06067558
128630	-1748.67	-1540.196	-208.4742	0.2490514	0.1208982	0.7662262	0.06176957	9	4.405533	0.1471893	0.00206784	0.0660058	0.499481	3.43245	0.8279958	0.152418	0.412299	0.222514	0.985178	1.5268	0.179702	0.96895	1.97622	1.07367	2.08718	0.07460131
128640	-1750.545	-1543.39	-207.1552	0.2232872	0.1111023	0.611867	0.03338111	10	4.207862	0.3068823	0.00109119	0.0481969	0.441672	3.50904	0.6452481	0.0283097	0.693338	0.0256775	0.985178	1.69222	0.23032	0.96895	1.82295	1.07367	2.08718	0.05173376
128650	-1753.471	-1539.028	-214.4424	0.2732741	0.1019669	0.5498672	0.05492252	9	4.89527	0.2104901	0.00337821	0.0839401	0.548068	3.36461	0.6047897	0.132645	0.220178	0.0731841	0.985178	1.85448	0.299775	0.96895	2.13271	1.13176	2.08718	0.0908126
128660	-1758.798	-1546.817	-211.9813	0.2139814	0.09927462	0.6306403	0.07129423	9	4.733841	0.2094178	0.000833972	0.0422106	0.419154	3.5378	0.7019345	0.0642235	0.092224	0.0990849	0.814314	1.79564	0.301005	0.846687	2.10008	1.09183	2.08718	0.1015682
128670	-1756.723	-1541.506	-215.2171	0.2143551	0.09842096	0.5661597	0.05019481	9	4.975108	0.155405	0.000843403	0.0424456	0.420075	3.53664	0.6163545	0.284202	0.201036	0.0903466	1.02306	1.75664	0.341606	0.726681	2.05705	1.14724	2.08718	0.08143822
128680	-1751.71	-1536.283	-215.4271	0.236512	0.1064754	0.6505812	0.1402376	9	4.811559	0.2079377	0.00154161	0.0571371	0.472165	3.46916	0.7908188	0.18394	0.199019	0.0420659	0.972225	1.72209	0.315288	0.726681	2.15461	1.14724	2.38334	0.1773322
128690	-1757.371	-1540.251	-217.1203	0.2299582	0.08908836	0.6916679	0.0770461	9	4.841912	0.1717666	0.00130547	0.052648	0.457273	3.48877	0.768714	0.148244	0.332556	0.118203	0.891763	1.76366	0.318902	1.20861	2.03931	1.14724	2.28838	0.1002273
128700	-1762.718	-1544.959	-217.7583	0.2566998	0.09477869	0.4791013	0.09346297	9	4.835781	0.1545683	0.00243882	0.0715693	0.515403	3.41059	0.5725643	0.0739104	0.332556	0.118203	0.85008	1.59947	0.320877	0.90751	2.09645	1.25175	2.15671	0.1632358
128710	-1756.925	-1540.319	-216.6057	0.2679512	0.08647454	0.6507983	0.1092287	9	4.817138	0.2000954	0.00305599	0.0799264	0.537845	3.37917	0.760027	0.0843486	0.177217	0.20785	1.06205	1.80925	0.349778	0.90751	2.0389	1.22323	2.4476	0.1437168
128720	-1761.266	-1545.721	-215.545	0.2201799	0.09032535	0.5821308	0.1560569	9	4.788927	0.1349887	0.00100004	0.0461678	0.434251	3.51858	0.7381877	0.0885324	0.192678	0.141218	1.07207	1.70057	0.326884	0.90751	2.24284	1.22323	2.33179	0.2114054
128730	-1759.86	-1545.563	-214.2967	0.2282479	0.09565211	0.7311576	0.1152318	9	4.910967	0.15204	0.00124807	0.051495	0.453316	3.49394	0.8463894	0.023418	0.393842	0.454927	0.993179	1.64216	0.246833	0.925209	2.39012	1.22323	2.13967	0.1361452
128740	-1749.167	-1539.038	-210.129	0.2547003	0.102439	0.6916185	0.04793428	9	4.85525	0.2727401	0.00233809	0.0701048	0.511294	3.41626	0.7395527	0.0897041	0.0631604	0.454927	0.93571	1.93617	0.168735	0.625963	2.14545	1.09951	2.17773	0.06481523
128750	-1747.975	-1536.854	-211.1214	0.2045117	0.1186245	0.6296727	0.03267366	9	4.908019	0.2454535	0.000618593	0.0364182	0.39533	3.56763	0.6623463	0.0558885	0.182413	0.0510807	0.77388	1.77554	0.142865	0.625963	2.22179	1.09951	2.06028	0.04933017
128760	-1751.101	-1534.957	-216.1439	0.2428201	0.1024539	0.7626281	0.003569685	9	4.27916	0.4460814	0.00179385	0.061556	0.486098	3.45055	0.7661978	0.0842958	0.191958	0.0510807	0.742028	2.04886	0.0888818	0.625963	2.23621	0.906815	2.16467	0.00465896
128770	-1747.648	-1537.642	-210.0058	0.2215854	0.1210764	0.6844095	0.002992047	9	4.640204	0.199795	0.0010406	0.047082	0.43762	3.51426	0.6874015	0.115821	0.195522	0.0377908	0.704377	2.57255	0.130303	0.687403	2.65423	0.881869	2.54227	0.004352691
128780	-1753.398	-1542.498	-210.9	0.235906	0.1098785	0.821335	0.004960293	9	4.263479	0.2872115	0.00151868	0.0567175	0.470806	3.47096	0.8262953	0.198764	0.190801	0.0270633	0.82634	2.05871	0.209131	0.5973	2.66722	1.09857	2.5629	0.006003051
128790	-1747.509	-1535.674	-211.8345	0.2568685	0.118869	0.7153197	0.00837363	9	4.34334	0.3405777	0.00244744	0.0716931	0.515748	3.41011	0.7236933	0.0797389	0.084551	0.0270633	0.980674	2.05871	0.203096	0.5973	2.42272	1.09857	2.5629	0.01157069
128800	-1749.799	-1539.391	-210.4081	0.2282419	0.1162019	0.9895503	0.01273681	9	4.821186	0.3378488	0.00124787	0.051491	0.453302	3.49396	1.002287	0.109154	0.149317	0.288488	1.10037	1.60627	0.374978	0.524799	1.88681	1.13739	2.51561	0.01270774
128810	-1756.845	-1545.675	-211.1699	0.3110421	0.09874289	0.9639785	0.1078887	9	4.739753	0.248368	0.00623369	0.113108	0.613889	3.26677	1.071867	0.109154	0.0822836	0.333537	0.784747	2.17033	0.160939	0.457104	2.55884	1.18695	2.51561	0.1006549
128820	-1750.975	-1540.536	-210.4387	0.2326073	0.1038795	0.8982375	0.0300803	9	4.924102	0.2328906	0.0013978	0.0544494	0.463344	3.48081	0.9283178	0.041428	0.178963	0.333537	1.12161	2.02351	0.152291	0.539734	2.38987	1.53514	2.45354	0.03240302
128830	-1752.28	-1538.45	-213.8301	0.2483993	0.1133323	0.8947258	0.03061437	9	4.942844	0.1056889	0.00203799	0.0655364	0.498098	3.43433	0.9253401	0.181195	0.0808992	0.326543	1.42627	2.07692	0.110024	0.539734	2.54999	1.58587	2.51985	0.03308445
128840	-1754.318	-1542.127	-212.1914	0.2163035	0.1124425	0.763333	0.08219795	9	4.557681	0.1713549	0.000893773	0.0436785	0.424856	3.53057	0.8455309	0.190745	0.064441	0.326543	1.19118	1.93646	0.26517	0.539734	2.4869	1.45164	2.51985	0.0972146
128850	-1765.579	-1552.053	-213.5256	0.2256622	0.1071393	0.8871537	0.1025832	9	4.584067	0.2378313	0.00116453	0.0497671	0.447278	3.50179	0.9897368	0.0340691	0.175108	0.378052	1.25344	1.75359	0.249095	0.539734	1.84835	1.51912	2.51985	0.1036469
128860	-1756.541	-1544.028	-212.5138	0.2195057	0.1102332	0.8134905	0.07921651	9	4.223036	0.1565122	0.000980973	0.0457315	0.432628	3.52066	0.892707	0.0421461	0.147875	0.172597	1.44612	1.50116	0.230465	0.732386	1.87973	1.51912	2.38083	0.08873741
128870	-1761.494	-1545.914	-215.5792	0.2254999	0.09963196	0.7458005	0.1852699	9	4.928164	0.1572295	0.00115942	0.0496593	0.446897	3.50228	0.9310705	0.0182614	0.0805273	0.172597	1.24345	1.75046	0.316515	0.593121	1.96351	1.51127	2.44674	0.1989859
128880	-1764.463	-1548.415	-216.0482	0.2030614	0.09205211	0.7011039	0.1336494	8	4.726549	0.125648	0.000589472	0.0355601	0.3916	3.57225	0.8347533	0.218425	0.0326178	0.132793	1.0716	1.31664	0.426875	0.581618	1.48369	1.51127	1.93495	0.1601065
128890	-1764.705	-1549.364	-215.3414	0.2745013	0.09050356	0.8586591	0.05061865	9	4.8779	0.1470784	0.00345527	0.0848701	0.55039	3.36128	0.9092778	0.156091	0.255331	0.241667	1.36487	1.4419	0.332982	0.581618	1.85981	1.51127	2.23101	0.05566907
128900	-1761.096	-1546.835	-214.2613	0.2336732	0.1026071	0.8057002	0.1122936	9	4.328749	0.1731482	0.00143614	0.0551793	0.465767	3.47762	0.9179938	0.109995	0.046543	0.00878825	1.08716	1.51918	0.324713	0.581618	1.78017	1.44395	2.07251	0.122325
128910	-1759.592	-1544.897	-214.6955	0.262043	0.1051443	0.7192559	0.1650425	9	4.377359	0.3010015	0.00272118	0.0755146	0.526204	3.39556	0.8842984	0.0583197	0.202474	0.0650423	1.15638	1.51918	0.23441	0.98802	1.78017	1.44395	2.06887	0.1866367
128920	-1758.656	-1542.347	-216.309	0.2351206	0.1036877	0.6558879	0.2034091	9	4.82785	0.1789716	0.0014893	0.056175	0.469039	3.4733	0.859297	0.152955	0.0587473	0.0716851	0.985293	1.51918	0.279867	0.620566	1.72526	1.44395	2.1028	0.2367157
128930	-1769.121	-1553.515	-215.6055	0.2981279	0.09469494	0.8384616	0.05421586	9	4.690612	0.09282854	0.00514467	0.103039	0.592645	3.29917	0.8926775	0.183925	0.161024	0.470491	1.34045	1.51918	0.306203	0.688585	1.87965	1.44395	2.21601	0.06073399
128940	-1753.818	-1541.818	-212	0.2421006	0.09478372	0.6654502	0.07721351	9	4.769038	0.1445175	0.00176382	0.0610475	0.484528	3.45266	0.7426637	0.23635	0.23136	0.0382017	1.31371	1.53332	0.306203	0.563451	1.92106	1.40993	2.29039	0.1039683
128950	-1762.263	-1542.079	-220.1847	0.2267856	0.08529378	0.6310938	0.3029719	9	4.64389	0.1138883	0.00120035	0.0505156	0.44991	3.49837	0.9340658	0.0971369	0.116247	0.207431	1.33807	1.80259	0.319948	0.563451	2.08772	1.58183	2.24995	0.3243582
128960	-1765.541	-1547.248	-218.2936	0.2273401	0.08852698	0.7529261	0.08496486	9	4.849642	0.2503488	0.0012183	0.0508863	0.451204	3.49669	0.837891	0.069291	0.067078	0.343581	1.62632	1.92475	0.373725	0.563451	2.501	1.85042	2.70964	0.1014032
128970	-1772.905	-1550.162	-222.7434	0.3808414	0.09147742	0.5747651	0.05178062	9	4.746766	0.0679494	0.0140503	0.167306	0.709687	3.10896	0.6265457	0.367428	0.180327	0.46002	1.62632	1.78623	0.335862	0.539381	2.32072	1.66223	2.60609	0.08264461
128980	-1770.399	-1552.147	-218.2519	0.2138959	0.08697774	0.4912351	0.1556773	9	4.814986	0.1557791	0.000831825	0.0421569	0.418943	3.53807	0.6469124	0.32877	0.2216	0.109007	1.30604	1.71296	0.325913	0.71714	2.26486	1.66223	2.55621	0.2406467
128990	-1758.882	-1542.912	-215.9696	0.2408483	0.09144118	0.6163061	0.05313309	9	4.945584	0.1639223	0.00171233	0.060165	0.481784	3.45634	0.6694392	0.193551	0.26652	0.109007	1.49324	1.6151	0.232054	0.71714	2.11205	1.66223	2.21946	0.07936955
129000	-1758.802	-1540.731	-218.0706	0.2465966	0.09298941	0.780518	0.05012079	9	4.962054	0.1296303	0.00195691	0.0642433	0.494253	3.43955	0.8306388	0.0970647	0.202704	0.172765	1.47682	1.47163	0.206624	0.71714	1.76463	1.78081	2.1697	0.06034006
129010	-1766.563	-1553.363	-213.2002	0.286249	0.09431854	0.809639	0.1434883	9	4.615269	0.2115918	0.0042463	0.09385	0.57197	3.32993	0.9531273	0.175654	0.410633	0.132974	1.00361	1.38226	0.233464	0.71714	1.77002	1.69846	2.40877	0.1505447
129020	-1758.231	-1542.626	-215.6053	0.2431827	0.09017362	0.7999262	0.03912965	8	4.389292	0.1993686	0.00180912	0.0618127	0.486887	3.44949	0.8390558	0.237158	0.437716	0.108989	1.56836	1.58262	0.147401	0.418832	2.04244	1.78464	2.40826	0.04663533
