Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
6700	-1758.268	-1545.847	-212.421	0.2397246	0.0890557	0.5542647	0.008945453	10	4.93748	0.2142884	0.00166696	0.0593762	0.47931	3.45965	0.5632101	0.0380433	1.47514	0.115578	0.70518	1.60229	0.150194	0.959933	2.46573	0.846494	2.03408	0.01588298
6710	-1751.399	-1540.015	-211.3841	0.2264565	0.09290115	0.5601961	0.0106244	10	4.812892	0.195879	0.00118978	0.0502959	0.44914	3.49937	0.5708205	0.00884085	1.75274	0.210271	0.722771	1.27436	0.216174	1.08158	2.42352	1.0261	2.19791	0.01861251
6720	-1752.543	-1537.252	-215.2904	0.2361542	0.09820848	0.8332355	0.008692671	10	4.941572	0.06687134	0.00152805	0.0568893	0.471363	3.47022	0.8419282	0.0456476	1.75274	0.0709314	0.829335	1.52251	0.312058	0.989975	2.48098	1.0261	2.22253	0.01032472
6730	-1755.787	-1544.316	-211.471	0.2056577	0.08662999	0.8042139	0.01003093	10	4.686404	0.08495131	0.00064231	0.0371019	0.398262	3.56399	0.8142448	0.0458229	1.77503	0.0660951	0.924466	1.3159	0.271599	0.634371	2.42357	1.0261	2.28578	0.01231931
6740	-1756.394	-1545.803	-210.5903	0.2078421	0.09712008	0.7277755	0.05511661	10	4.838922	0.1430552	0.000689267	0.0384186	0.403813	3.55708	0.7828921	0.079391	1.90699	0.370941	0.937534	1.94886	0.188504	0.803258	2.40242	1.12726	2.11232	0.07040129
6750	-1752.638	-1544.371	-208.2669	0.2108472	0.09645062	0.8152641	0.1024959	10	4.103723	0.1370592	0.00075771	0.0402582	0.41137	3.54761	0.9177599	0.102425	1.10459	0.0565926	0.936408	1.51727	0.188504	0.598781	2.36513	1.15581	2.05925	0.1116805
6760	-1750.165	-1536.374	-213.7909	0.2297934	0.09397318	0.6130343	0.2720429	10	4.872614	0.1816091	0.00129987	0.0525366	0.456893	3.48927	0.8850772	0.0920477	1.10459	0.280236	1.0228	1.59742	0.325036	0.608102	2.1943	1.15581	2.05925	0.3073663
6770	-1762.948	-1544.994	-217.9544	0.2374464	0.09485482	0.6474767	0.3514028	10	4.979047	0.1165581	0.00157741	0.0577859	0.474254	3.46638	0.9988795	0.0934578	1.10459	0.282596	0.910118	1.86032	0.266483	0.597282	2.21142	0.992942	2.04359	0.351797
6780	-1758.697	-1540.889	-217.808	0.2487633	0.09293204	0.6838571	0.1701426	9	4.815387	0.2336709	0.00205462	0.0657983	0.49887	3.43328	0.8539997	0.092906	1.1767	0.398362	0.902865	1.43033	0.426669	0.304346	2.21142	1.04784	2.04359	0.1992302
6790	-1764.372	-1546.417	-217.9547	0.2311399	0.08114417	0.5683145	0.1311616	9	4.67655	0.1598113	0.00134614	0.0534493	0.45999	3.48521	0.6994761	0.101298	0.779948	0.163201	0.942168	1.51228	0.475781	0.206981	2.21142	1.03407	1.89304	0.1875141
6800	-1768.223	-1555.534	-212.6887	0.2066706	0.09127828	0.703092	0.07779214	10	4.011947	0.2165883	0.000663797	0.0377103	0.400842	3.56078	0.7808842	0.080497	1.63636	0.0200702	0.575664	1.59861	0.318928	0.650898	2.21142	0.655817	1.67184	0.09962058
6810	-1762.668	-1550.276	-212.3924	0.2150436	0.1106446	0.9132869	0.02205693	10	4.984542	0.1755583	0.000860974	0.0428799	0.421769	3.53449	0.9353439	0.0980191	1.33941	0.369363	0.577685	1.92036	0.333968	0.650898	2.1519	0.629025	1.72901	0.02358163
6820	-1761.404	-1549.815	-211.5892	0.2048096	0.08616296	0.9850356	0.004583322	10	4.480305	0.2459977	0.000624699	0.0365954	0.396093	3.56669	0.9896189	0.0844792	1.58638	0.0784485	0.56585	1.255	0.23971	1.10363	2.1519	0.629025	1.72901	0.004631401
6830	-1756.04	-1545.225	-210.8152	0.2218585	0.08937842	0.7936802	0.001792388	10	4.966865	0.2685246	0.00104861	0.0472603	0.438272	3.51342	0.7954726	0.0387569	1.71474	0.0784485	0.498377	1.54223	0.368478	0.850559	2.18831	0.689858	1.74054	0.002253236
6840	-1756.845	-1546.985	-209.8596	0.2666327	0.09007751	0.9071568	0.004558036	10	4.529567	0.2268615	0.0029792	0.0789377	0.535274	3.38281	0.9117148	0.0351747	1.71474	0.095503	0.851773	1.56431	0.181938	1.04885	2.14434	0.882236	1.80414	0.00499941
6850	-1757.527	-1548.174	-209.3528	0.3085726	0.1120303	0.9143019	0.003141899	10	4.950693	0.3622181	0.00601644	0.111178	0.609922	3.27288	0.9174438	0.166412	1.41491	0.0941098	0.788927	0.900483	0.181938	1.07046	2.12483	0.882236	1.80895	0.003424623
6860	-1748.185	-1538.893	-209.2923	0.2680676	0.1109401	0.6603935	0.02795729	10	4.790366	0.3021641	0.00306283	0.0800138	0.538071	3.37885	0.6883508	0.117605	1.21191	0.113475	0.82549	1.18945	0.181938	0.720436	2.1903	1.04476	1.7857	0.04061488
6870	-1752.519	-1545.1	-207.4197	0.2349802	0.1182026	0.6629139	0.04517048	10	4.957032	0.1499423	0.00148409	0.0560782	0.468723	3.47371	0.7080844	0.156885	1.42293	0.26189	0.868191	1.88205	0.186777	0.959213	2.1903	0.907688	1.79744	0.06379251
6880	-1756.214	-1548.77	-207.4441	0.2497957	0.1087167	0.7109624	0.04584527	10	4.547969	0.1509229	0.00210225	0.0665424	0.501055	3.4303	0.7568076	0.122713	0.603926	0.26189	0.869502	1.83028	0.200233	0.316249	2.1903	0.956716	1.86391	0.06057718
6890	-1762.508	-1546.678	-215.8299	0.2645119	0.09856651	0.5686779	0.2049735	9	4.619706	0.1966264	0.00285818	0.0773523	0.531107	3.38868	0.7736514	0.167008	0.603926	0.138365	0.863202	1.80012	0.104068	0.105553	2.1903	0.956716	1.82652	0.2649429
6900	-1751.092	-1540.11	-210.9824	0.2747625	0.1009311	0.8257926	0.1959708	9	4.595956	0.1677771	0.00347181	0.0850683	0.550882	3.36058	1.021763	0.0383189	1.52285	0.265298	0.843902	1.54405	0.202663	0.187066	2.17883	0.956716	1.90602	0.1917967
6910	-1763.796	-1552.67	-211.1258	0.3108527	0.1317278	0.506059	0.1839469	10	4.301077	0.2708116	0.00621688	0.11296	0.613586	3.26724	0.6900058	0.0308786	1.52285	0.110321	0.712291	1.5116	0.246879	0.554553	2.2014	0.956716	1.90602	0.2665874
6920	-1752.301	-1541.044	-211.257	0.2641967	0.1087298	0.8106815	0.04816627	9	4.992196	0.1600059	0.00284046	0.0771172	0.530484	3.38956	0.8588478	0.0637834	1.3186	0.117239	0.890475	1.46475	0.1727	0.39101	2.37944	0.956716	1.90602	0.05608243
6930	-1758.359	-1548.568	-209.7915	0.1823656	0.1052531	0.6512554	0.1886303	10	4.872414	0.1577642	0.000272407	0.0242616	0.336095	3.63937	0.8398857	0.0836491	1.12385	0.167104	0.835381	1.84308	0.260371	0.655464	2.42296	0.956716	2.28942	0.2245904
6940	-1752.908	-1542.91	-209.9973	0.235613	0.114461	0.7854123	0.08115301	10	4.813785	0.2331377	0.00150768	0.0565149	0.470148	3.47183	0.8665653	0.0276394	1.12385	0.191694	0.838541	1.49422	0.216883	0.407002	2.42296	0.956716	2.30473	0.09364904
6950	-1748.637	-1541.393	-207.2441	0.2407582	0.1139654	0.6449428	0.05739671	10	4.735025	0.1796006	0.00170866	0.0601016	0.481586	3.4566	0.7023395	0.104975	1.12385	0.0194805	0.867546	2.06704	0.332142	0.619481	2.44833	0.97061	2.21142	0.08172217
6960	-1759.511	-1546.949	-212.562	0.2789204	0.1028433	0.8780069	0.1325703	10	4.876559	0.1378406	0.0037415	0.0882327	0.558644	3.34938	1.010577	0.0412244	0.896172	0.102616	0.867546	1.99903	0.332142	0.524276	2.44833	0.97061	2.22458	0.1311827
6970	-1760.771	-1540.904	-219.8665	0.272868	0.08871131	0.7467275	0.1723775	9	4.57741	0.3303549	0.00335293	0.0836327	0.547297	3.36572	0.919105	0.185007	1.0286	0.185324	0.915134	2.13362	0.354604	0.697953	2.44833	0.97061	2.11228	0.1875493
6980	-1771.89	-1552.635	-219.2546	0.2597627	0.08880292	0.7762504	0.1081043	8	4.718155	0.1211709	0.00259832	0.0738254	0.521626	3.40195	0.8843546	0.185007	1.03514	0.0899219	0.927069	1.89668	0.400172	0.252654	2.44833	1.26257	2.11228	0.1222409
6990	-1764.195	-1550.207	-213.9875	0.2062515	0.1090393	0.4998594	0.146745	10	4.850146	0.09229186	0.000654846	0.0374581	0.399776	3.56211	0.6466044	0.0592876	1.21193	0.125978	1.11602	2.17075	0.432301	0.705933	2.5024	1.26257	2.11228	0.2269472
7000	-1763.918	-1547.017	-216.9012	0.2429252	0.08549493	0.7887403	0.2217297	10	4.977426	0.1037173	0.00179827	0.0616304	0.486326	3.45024	1.01047	0.0853125	1.21193	0.411205	1.12213	2.38573	0.388934	0.652851	2.60063	1.26257	2.11228	0.2194323
7010	-1757.5	-1546.364	-211.1361	0.2081644	0.1006553	0.5991623	0.05195787	10	4.977077	0.1095589	0.000696392	0.0386143	0.404628	3.55606	0.6511201	0.045595	1.24514	0.419509	0.99309	2.09446	0.269998	0.641905	2.67967	1.26257	2.11228	0.07979767
7020	-1765.151	-1555.216	-209.9356	0.2652323	0.09615847	0.642211	0.05835001	10	4.023162	0.1234852	0.00289895	0.0778902	0.532527	3.38668	0.700561	0.148767	1.26685	0.119693	0.910764	2.38523	0.221096	0.578901	2.67524	1.3839	2.15021	0.0832904
7030	-1756.235	-1546.926	-209.3091	0.2336114	0.09771272	0.7229403	0.05328951	10	4.734678	0.1951353	0.0014339	0.0551369	0.465627	3.4778	0.7762298	0.159749	0.809808	0.196035	0.993583	1.83218	0.243269	0.457596	2.49511	1.10582	2.27278	0.06865172
7040	-1751.643	-1541.993	-209.6498	0.2254739	0.1120043	0.7219344	0.116597	10	4.159891	0.1804305	0.0011586	0.0496421	0.446836	3.50236	0.8385314	0.0678717	0.798603	0.0317933	0.977936	2.04078	0.170002	0.537231	2.41682	1.13966	2.27278	0.139049
7050	-1755.878	-1546.461	-209.4178	0.2350307	0.1197798	0.9498509	0.09172366	9	4.371774	0.1757117	0.00148596	0.056113	0.468837	3.47356	1.041575	0.126646	0.798603	0.0317933	0.935257	2.22515	0.202711	0.242269	2.57754	1.13966	2.27278	0.0880625
7060	-1759.128	-1545.942	-213.1864	0.2365047	0.103473	0.6110524	0.2221884	9	4.673286	0.1575069	0.00154134	0.0571321	0.472149	3.46918	0.8332408	0.0861446	0.633533	0.0317933	0.910272	2.34256	0.289045	0.143515	2.59598	1.22674	2.0408	0.2666557
7070	-1756.403	-1544.083	-212.3201	0.2602967	0.1121842	0.8184196	0.09291843	9	4.474035	0.1318631	0.00262678	0.0742203	0.522703	3.40045	0.911338	0.187347	0.583861	0.0230695	0.741354	2.19027	0.267312	0.113274	2.55825	1.17885	2.30945	0.1019582
7080	-1755.772	-1543.047	-212.7245	0.2479151	0.1103103	0.6474911	0.2172282	9	4.938479	0.2709388	0.00201601	0.0651884	0.497068	3.43573	0.8647193	0.1054	1.08583	0.308276	1.02936	2.03424	0.285883	0.134289	2.55825	1.17885	2.28918	0.2512124
7090	-1754.213	-1544.021	-210.1922	0.2384037	0.1024472	0.5593373	0.1130288	10	4.854893	0.2382746	0.00161465	0.0584527	0.476384	3.46355	0.6723662	0.086254	1.08583	0.082467	0.648922	2.34203	0.325102	0.405603	2.55825	0.728134	2.36761	0.1681061
7100	-1752.009	-1542.115	-209.8943	0.2195106	0.1020671	0.7469459	0.183369	10	4.938401	0.1589421	0.00098111	0.0457346	0.43264	3.52064	0.9303149	0.158436	1.45027	0.082467	0.610326	2.31019	0.257711	0.6935	2.52602	0.728134	2.0708	0.1971042
7110	-1763.311	-1549.963	-213.3482	0.2037983	0.0976051	0.5763188	0.1618128	10	4.824143	0.2356447	0.000604146	0.0359951	0.393498	3.5699	0.7381316	0.0868819	2.22373	0.082467	0.712681	2.39543	0.215882	1.28482	2.53236	0.825549	2.0708	0.2192195
7120	-1772.906	-1555.211	-217.6947	0.2135164	0.096231	0.3618851	0.4117519	8	4.916033	0.1931036	0.000822336	0.0419188	0.418005	3.53925	0.773637	0.128543	1.68267	0.14662	0.714924	2.46439	0.371456	0.644419	2.5958	0.859864	2.0788	0.5322288
7130	-1766.84	-1551.989	-214.851	0.2121564	0.09795638	0.7278907	0.211493	9	4.943978	0.123348	0.000788952	0.0410697	0.414634	3.54351	0.9393837	0.00641143	1.68267	0.304251	0.75107	2.27841	0.282449	1.01951	2.64984	0.84786	2.02014	0.2251401
7140	-1769.673	-1553.691	-215.9815	0.245124	0.08738245	0.5778663	0.1669491	9	4.84164	0.1282836	0.00189225	0.0631919	0.491089	3.44383	0.7448154	0.205681	1.68267	0.0179305	0.694916	2.09082	0.426028	0.931039	2.76792	0.83104	2.15284	0.2241483
7150	-1763.61	-1544.82	-218.7906	0.2567676	0.08295181	0.4103812	0.1866062	9	4.906621	0.1374502	0.00244229	0.0716191	0.515542	3.4104	0.5969874	0.0622724	1.68267	0.144397	0.785451	2.18667	0.394488	0.769341	2.63197	0.83104	2.12421	0.3125799
7160	-1766.841	-1550.194	-216.6475	0.2404686	0.08322953	0.8137242	0.1174498	9	4.755545	0.208944	0.00169691	0.0598982	0.48095	3.45746	0.931174	0.135791	0.393271	0.0756719	0.639988	2.18667	0.476594	0.120251	2.55338	0.83104	2.18433	0.1261309
7170	-1751.887	-1538.654	-213.2331	0.1995551	0.110248	0.8707539	0.09034559	9	4.656489	0.2262531	0.000523085	0.0335192	0.382496	3.58346	0.9610995	0.0251556	0.234333	0.0756719	0.682641	1.85486	0.404552	0.353829	2.4617	0.83104	2.15459	0.09400233
7180	-1751.56	-1538.227	-213.3327	0.2385159	0.09807841	0.8679218	0.0931777	9	4.822572	0.1468779	0.00161905	0.058531	0.476634	3.46322	0.9610995	0.0227752	0.536968	0.152495	0.697774	1.55345	0.431065	0.410462	2.39698	0.83104	2.32749	0.09694907
7190	-1757.876	-1542.966	-214.9099	0.2725934	0.09045399	1.030572	0.07476154	9	4.801685	0.2839417	0.0033359	0.0834249	0.546775	3.36646	1.105333	0.0401643	0.561489	0.112683	0.78356	1.715	0.441411	0.516824	2.39698	0.83104	2.22737	0.0676371
7200	-1764.837	-1549.618	-215.2188	0.2183287	0.09593087	0.4396214	0.04784198	10	4.619184	0.1453538	0.000948276	0.0449731	0.429784	3.5243	0.4874634	0.159756	0.631189	0.48229	0.690693	2.01179	0.371185	0.272075	2.5929	0.83104	2.22737	0.09814476
7210	-1764.947	-1548.046	-216.9012	0.2157687	0.09824953	0.4731612	0.03067044	9	4.601952	0.1294727	0.000879748	0.0433388	0.423547	3.53223	0.5038317	0.0317415	0.568434	0.0335435	0.698284	1.63155	0.334931	0.544362	2.65795	0.857934	2.22737	0.06087438
7220	-1756.568	-1545.519	-211.0489	0.2220738	0.08530244	0.7122139	0.02237322	10	4.988455	0.219068	0.00105496	0.0474011	0.438786	3.51276	0.7345871	0.0464256	0.853785	0.0335435	0.746204	1.94224	0.297222	0.444641	2.56251	1.034	2.02484	0.03045686
7230	-1764.382	-1550.259	-214.1232	0.3067878	0.07564667	0.6202289	0.07623122	10	4.957965	0.1241629	0.00586206	0.109785	0.607028	3.27733	0.6964601	0.056446	1.75464	0.0335435	0.841338	2.16543	0.29659	0.83084	2.50045	1.034	1.98354	0.1094552
7240	-1761.586	-1547.551	-214.0359	0.1823004	0.09618902	0.5079637	0.07621632	10	4.955965	0.1735716	0.00027167	0.024229	0.335914	3.63959	0.58418	0.0284924	1.78028	0.0335435	0.91861	1.65603	0.336637	0.827371	2.50913	1.034	1.93578	0.1304672
7250	-1767.906	-1551.753	-216.1523	0.2172221	0.08500078	0.7083388	0.06435612	9	4.638407	0.1856846	0.000918222	0.0442641	0.427096	3.52772	0.7726949	0.0510534	1.83432	0.117608	0.977989	1.25412	0.324476	0.684782	2.47149	1.08715	1.96802	0.08328788
7260	-1756.84	-1542.653	-214.1872	0.2702804	0.09957857	0.7202934	0.03234928	10	4.822869	0.3192854	0.00319458	0.0816785	0.542349	3.37278	0.7526427	0.0985853	1.83432	0.074974	1.05141	0.786545	0.324476	1.08499	2.36857	1.2188	2.02774	0.04298092
7270	-1760.023	-1547.993	-212.0297	0.3200642	0.1059138	0.9546931	0.0165627	10	4.843366	0.132751	0.00706334	0.120167	0.628009	3.24476	0.9712558	0.0522026	1.23734	0.168838	0.818847	1.37606	0.339813	0.965594	2.42575	1.2188	2.02774	0.01705288
7280	-1760.839	-1548.775	-212.064	0.2400899	0.08040301	0.5539712	0.01608748	10	4.089463	0.2170292	0.00168162	0.0596323	0.480115	3.45857	0.5700587	0.0303711	1.23734	0.093934	0.77136	1.92519	0.352012	0.885229	2.47342	0.996921	1.96473	0.02822074
7290	-1773.07	-1563.592	-209.4776	0.3290189	0.1042629	0.6237247	0.008783985	10	4.138504	0.1449255	0.00794199	0.127177	0.641467	3.22341	0.6325087	0.145838	1.54856	0.3052	0.670173	2.2211	0.434168	0.58955	2.46458	0.827834	1.96473	0.01388753
7300	-1764.377	-1553.573	-210.8038	0.2521165	0.09898099	0.9128509	0.01195874	10	4.371845	0.2377524	0.00221187	0.0682227	0.505928	3.42364	0.9248096	0.0304836	1.54856	0.303372	0.556562	2.01948	0.434168	0.888015	2.55382	0.827834	1.92046	0.01293103
7310	-1758.335	-1548.649	-209.6867	0.2394614	0.1024542	0.7660452	0.02749628	10	4.754335	0.2133714	0.00165645	0.0591919	0.478728	3.46042	0.7935415	0.109419	1.53058	0.07696	0.712366	1.96759	0.154116	1.08496	2.47564	0.827834	2.03128	0.03465008
7320	-1763.842	-1549.807	-214.0344	0.2767886	0.09533371	0.5559035	0.2350956	9	4.764549	0.125815	0.00360172	0.0866081	0.554683	3.35511	0.7909991	0.149042	1.39209	0.0458484	0.806546	1.77558	0.168875	0.887888	2.49175	0.827834	2.26754	0.2972135
7330	-1762.228	-1547.228	-215.0005	0.2338701	0.09168426	0.6378129	0.177731	10	4.556233	0.2103025	0.0014433	0.0553144	0.466214	3.47703	0.8155438	0.0243919	1.39209	0.16072	0.659992	1.78343	0.345364	0.772343	2.43751	0.832821	2.10813	0.2179294
7340	-1757.187	-1542.164	-215.0226	0.195567	0.1031912	0.4957487	0.05668182	10	4.885783	0.2114916	0.000454235	0.0312578	0.371989	3.5963	0.5524306	0.0177293	1.39209	0.155463	0.601416	1.78343	0.411726	0.923458	2.43751	0.861091	2.10813	0.1026044
7350	-1778.141	-1563.454	-214.6872	0.2052647	0.08863063	0.5425418	0.08699682	10	4.776524	0.1286769	0.000634107	0.0368669	0.397258	3.56524	0.6295386	0.0396659	1.39209	0.155463	0.484135	0.827956	0.402391	0.923458	2.43751	0.663228	2.02215	0.1381914
7360	-1769.408	-1556.196	-213.212	0.2339828	0.08592285	0.741839	0.02918881	10	4.981894	0.1903447	0.00144741	0.0553919	0.466469	3.47669	0.7710278	0.282186	1.39209	0.0716375	0.503991	0.827956	0.306025	0.923458	2.3322	0.759572	1.87824	0.03785701
7370	-1765.732	-1554.112	-211.6199	0.211816	0.08587751	0.6843764	0.02114127	10	4.666065	0.1457751	0.000780745	0.0408581	0.413787	3.54457	0.7055177	0.135113	2.04685	0.0484617	0.649558	1.51183	0.288552	1.53069	2.28468	0.759572	1.87824	0.02996561
7380	-1769.48	-1560.486	-208.9938	0.2153637	0.09549256	0.7448467	0.03655878	10	3.947039	0.1202731	0.000869228	0.0430823	0.422555	3.53349	0.7814055	0.104339	1.44558	0.0484617	0.728987	1.53849	0.305961	1.03347	2.28905	0.966105	2.13234	0.04678593
7390	-1759.661	-1548.926	-210.7353	0.2759375	0.100883	0.8562125	0.09184464	10	4.413809	0.21239	0.00354681	0.0859608	0.553091	3.3574	0.9480571	0.0578196	1.51252	0.16662	0.757547	1.88738	0.27715	0.837623	2.28871	0.966105	2.13234	0.0968767
7400	-1762.976	-1550.332	-212.6444	0.1993928	0.09018301	0.7997165	0.07814021	10	4.66308	0.1782707	0.000520147	0.0334259	0.382071	3.58398	0.8778567	0.138393	1.30714	0.16662	0.529665	1.65147	0.104609	0.749435	2.256	0.873026	2.13234	0.08901249
7410	-1772.337	-1559.005	-213.3319	0.2502522	0.1048632	0.7221365	0.01138324	10	4.906167	0.1341936	0.00212353	0.0668721	0.502017	3.42899	0.7335198	0.127585	1.5149	0.0825934	0.680089	1.65147	0.253382	1.03393	2.256	0.830633	2.04417	0.01551865
7420	-1758.757	-1547.719	-211.0376	0.2441125	0.08780804	0.5287356	0.009958251	10	4.503191	0.1832212	0.00184863	0.0624723	0.488904	3.44677	0.5386938	0.202976	1.5149	0.178596	0.658451	1.70805	0.48973	0.801309	2.27465	0.926279	1.96283	0.01848592
7430	-1763.381	-1550.904	-212.4771	0.2823132	0.09559861	0.7769836	0.01682522	10	4.751227	0.1843766	0.00397052	0.0908273	0.564869	3.34033	0.7938088	0.176986	1.5149	0.18206	0.704113	0.416455	0.36653	0.6972	2.25907	0.863666	2.16908	0.02119556
7440	-1767.915	-1555.174	-212.7418	0.2236839	0.09282393	0.5524203	0.02067675	10	4.461863	0.1969298	0.00110322	0.048458	0.442613	3.50783	0.573097	0.20608	1.5149	0.213085	0.813638	0.911635	0.546043	0.425729	2.3048	0.927891	2.11855	0.03607898
7450	-1764.309	-1548.917	-215.3912	0.2349878	0.08644416	0.7320055	0.0801582	10	4.894826	0.227291	0.00148437	0.0560834	0.46874	3.47369	0.8121637	0.12703	1.5149	0.164162	0.616668	1.29533	0.48425	1.27638	2.18209	0.861512	1.89232	0.09869709
7460	-1756.147	-1547.102	-209.0454	0.2381813	0.09063488	0.6966311	0.05729482	10	4.718876	0.1706336	0.00160595	0.0582975	0.47589	3.46421	0.7539259	0.151261	1.56868	0.236894	0.745294	1.08165	0.249506	0.933529	2.29205	0.861512	1.9824	0.0759953
7470	-1760.511	-1551.645	-208.8652	0.2301183	0.1050465	0.8327403	0.1412549	10	4.515684	0.2683224	0.00131093	0.0527564	0.457642	3.48829	0.9739952	0.0458266	1.41943	0.222393	0.667917	1.36158	0.327898	1.02165	2.05696	0.861512	1.95936	0.1450263
7480	-1761.613	-1547.165	-214.4479	0.2238292	0.09377791	0.4816276	0.06033528	10	4.806148	0.4217078	0.00110765	0.0485538	0.442957	3.50738	0.5419629	0.0608539	1.41943	0.21352	0.56138	1.16464	0.306734	1.02165	2.1097	0.710436	2.00157	0.1113273
7490	-1760.451	-1546.318	-214.1323	0.2221768	0.09361568	0.6855634	0.1238204	10	4.8488	0.1988125	0.001058	0.0474685	0.439032	3.51244	0.8093839	0.0499341	1.41943	0.158574	0.715995	1.15916	0.393166	1.15159	1.97399	0.841231	1.8666	0.1529811
7500	-1763.559	-1548.693	-214.8658	0.2271946	0.09337373	0.719282	0.06561779	9	4.713405	0.1363547	0.00121357	0.0507889	0.450865	3.49713	0.7848998	0.0516954	1.41943	0.0601249	0.606462	1.15916	0.152716	0.539255	1.91461	0.841231	2.13937	0.08360021
7510	-1766.783	-1550.099	-216.6845	0.264001	0.08659909	0.6882373	0.03448852	9	4.488872	0.07075913	0.00282949	0.0769713	0.530097	3.3901	0.7227258	0.266337	0.967248	0.154799	0.819491	1.3523	0.152716	0.309737	1.91461	0.930528	2.05074	0.04772006
7520	-1761.981	-1548.622	-213.3584	0.2286894	0.09462738	0.758218	0.05442303	9	4.005178	0.1676025	0.00126272	0.0517919	0.454341	3.4926	0.812641	0.238751	1.25957	0.154799	0.723818	1.53796	0.282223	0.677943	1.86808	0.903227	2.08036	0.06697057
7530	-1765.141	-1552.681	-212.4594	0.2112209	0.09933074	0.7697044	0.0334567	10	3.930403	0.2366415	0.000766539	0.0404892	0.412304	3.54644	0.8031611	0.234339	1.25957	0.0950603	0.790766	1.75281	0.323965	0.703888	1.86808	0.903227	2.08036	0.04165628
7540	-1756.145	-1544.16	-211.9851	0.2244895	0.08541229	0.801093	0.01494308	10	4.698892	0.1263783	0.00112792	0.0489897	0.444517	3.50537	0.8160361	0.153415	1.31016	0.275874	0.752911	1.7081	0.492376	0.58656	1.77803	0.873732	2.08036	0.01831178
7550	-1764.06	-1547.995	-216.0647	0.2192561	0.09427637	0.5375612	0.009542854	10	4.834434	0.2706384	0.000973974	0.0455702	0.432026	3.52143	0.5471041	0.155786	1.31016	0.274543	0.791217	1.43259	0.391268	0.671396	1.80039	0.873732	1.97296	0.01744248
7560	-1754.772	-1543.381	-211.3911	0.2807174	0.1016439	0.7574057	0.02279096	10	4.312804	0.2916651	0.0038618	0.0896056	0.561953	3.34458	0.7801967	0.0915602	1.518	0.0715448	0.780186	1.43259	0.391268	0.624224	1.85198	0.873732	1.97296	0.02921182
7570	-1757.995	-1542.519	-215.4766	0.2537144	0.1007358	0.737704	0.03901999	9	4.878709	0.1672244	0.00228941	0.0693852	0.509254	3.41907	0.776724	0.152256	0.495168	0.122185	0.619934	1.50004	0.13538	0.787078	1.69482	0.873732	1.99346	0.05023662
7580	-1763.706	-1546.878	-216.8276	0.2468031	0.1114896	0.6899506	0.1097131	9	4.816832	0.1478118	0.00196609	0.0643911	0.494695	3.43895	0.7996637	0.0230493	0.559254	0.1191	0.681872	1.50004	0.120819	0.485285	1.83359	0.873732	1.99346	0.1371991
7590	-1758.545	-1544.849	-213.6959	0.251806	0.08721554	0.8041708	0.03495801	10	4.428774	0.1129899	0.002197	0.0679973	0.505279	3.42453	0.8391288	0.0370177	1.7165	0.1191	0.762252	1.629	0.200098	0.851932	1.85897	0.920473	2.03225	0.04165989
7600	-1761.888	-1549.761	-212.1269	0.2441173	0.09641542	0.6982445	0.02143888	10	4.604973	0.1240701	0.00184884	0.0624757	0.488915	3.44676	0.7196834	0.128959	1.7165	0.1191	0.873029	1.629	0.275802	0.906805	1.95394	0.952414	1.79319	0.02978932
7610	-1765.559	-1551.504	-214.0547	0.2726469	0.08464626	0.7825901	0.02429976	10	4.427018	0.08927731	0.00333922	0.0834654	0.546876	3.36632	0.8068899	0.11849	1.7165	0.103747	0.772445	1.6753	0.275802	1.01818	1.99557	0.951375	1.79319	0.03011533
7620	-1770.222	-1556.796	-213.4259	0.301853	0.1076758	0.7307231	0.07693758	10	4.634981	0.08774469	0.00544682	0.105937	0.598902	3.28971	0.8076607	0.150486	1.7165	0.0842116	0.564009	1.70619	0.263874	0.913936	1.99557	0.847705	1.79319	0.09525978
7630	-1768.673	-1552.148	-216.5253	0.244334	0.07846853	0.4624536	0.07464226	10	4.981713	0.2518611	0.00185813	0.0626297	0.489384	3.44613	0.5370959	0.0210476	1.55036	0.0787676	0.564009	1.17153	0.222458	0.913936	1.92296	0.816228	2.09872	0.1389738
7640	-1768.721	-1556.191	-212.5301	0.2386987	0.08656093	0.6762639	0.05356405	10	4.67837	0.1957577	0.00162624	0.0586586	0.477039	3.46268	0.7298279	0.080894	1.77339	0.562509	0.722577	1.14228	0.214532	1.06399	2.09943	0.756885	2.09872	0.07339272
7650	-1795.142	-1571.7	-223.4418	0.2145141	0.08480585	0.7683335	0.04866578	9	4.815524	0.2562793	0.00084744	0.0425458	0.420467	3.53614	0.8169993	0.161205	1.65807	0.145641	0.499818	1.14228	0.229506	1.06399	2.92365	0.756885	2.05642	0.05956648
7660	-1782.669	-1555.976	-226.6925	0.2047775	0.07022404	0.5875315	0.1259109	8	4.893806	0.2119603	0.000624039	0.0365763	0.396011	3.56679	0.7134424	0.0191222	1.7262	0.639539	0.675764	1.85278	0.287494	1.06399	2.63448	0.756885	2.45353	0.1764837
