taxon,min_age,max_age
t7_1_1,0.00104597104720728,0.00104597104720728
t8_1_1,0.04192776577137,0.04192776577137
t10_1_1,0.0724196043977117,0.0724196043977117
t24_1_1,0.0669668399525428,0.0669668399525428
t24_2_1,0.210721471565655,0.210721471565655
t25_1_1,0.016867672713577,0.016867672713577
t46_1,0.421798082370119,0.421798082370119
t49_1,0.278031675423039,0.278031675423039
t65_1,0.0647709122002556,0.0647709122002556
t65_2,0.107113505833204,0.107113505833204
t10_1_2, 0, 0 
t11_1_1, 0, 0 
t12_1_1, 0, 0 
t12_1_2, 0, 0 
t13_1_1, 0, 0 
t13_2_1, 0, 0 
t14_1_1, 0, 0 
t14_1_2, 0, 0 
t14_1_3, 0, 0 
t16_1_1, 0, 0 
t17_1_1, 0, 0 
t18_1_1, 0, 0 
t18_2_1, 0, 0 
t19_1_1, 0, 0 
t19_2_1, 0, 0 
t1_1_1, 0, 0
t1_1_2, 0, 0 
t20_1_1, 0, 0 
t20_2_1, 0, 0 
t21_1_1, 0, 0 
t23_1_1, 0, 0 
t27_1_1, 0, 0 
t28_1_1, 0, 0 
t2_1_1, 0, 0 
t3_1_1, 0, 0 
t42_1_1, 0, 0 
t45_1_1, 0, 0 
t47_1_1, 0, 0 
t4_1_1, 0, 0
t4_1_2, 0, 0 
t5_1_1, 0, 0 
t6_1_1, 0, 0 
t6_2_1, 0, 0 
t6_3_1, 0, 0 
t9_1_1, 0, 0 
